ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
9ΥΤΩ469066-ΞΜΣ,2021-12-28,xe Β1-61/21  ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΕΣΠΑ 12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,15516.4,,9392αν
ΨΟΡ0469066-5Ν8,2021-12-28,ΧΕ 2-2754/21 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΑ ΑΣΦΑΛΙΣΤΙΚΑ ΤΑΜΕΙΑ (Φ100) 12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,177163.13,,3391αν
ΩΑ8Ω469066-ΤΜΡ,2021-12-28,ΧΕ 2-2753/21 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΑ ΑΣΦΑΛΙΣΤΙΚΑ ΤΑΜΕΙΑ (Φ400) 12/21,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,94.75,,3391αψ
ΨΝ3Ν469066-ΖΑΔ,2021-12-28,XE 2-2752/21  ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΑ ΑΣΦΑΛΙΣΤΙΚΑ ΤΑΜΕΙΑ 12/21 (Φ500),090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,210.7,,3391αξ
ΨΟ73469066-7ΜΣ,2021-12-27,ΧΕ Β1-60/21 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,17817.6,,9392
6Ι93469066-Σ37,2021-12-27,ΧΕ Α-426/21 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΑ ΑΣΦΑΛΙΣΤΙΚΑ ΤΑΜΕΙΑ ΜΗΝΟΣ 12/2021 ΕΑΠ,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,132297.14,,3391
6Γ76469066-ΕΗ0,2021-12-27,XE 2-2751/21 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΑ ΑΣΦΑΛΙΣΤΙΚΑ ΤΑΜΕΙΑ  ΜΗΝΟΣ 12/21 ΕΑΠ,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,92952.75,,3371
ΨΛ9Ι469066-ΛΕΘ,2021-12-22,ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ ΟΤΕ (094019245),094019245,ΟΤΕ (094019245),182.0,,
9ΥΦ5469066-ΙΩΦ,2021-12-22,ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ ΟΤΕ (094019245),094019245,ΟΤΕ (094019245),6148.29,,
959Ε469066-ΞΣΩ,2021-12-22,ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ ΤΟΥΡΣΟΥΝΙΔΗ ΖΩΗ & ΣΙΑ Ο.Ε. (092719334),092719334,ΤΟΥΡΣΟΥΝΙΔΗ ΖΩΗ & ΣΙΑ Ο.Ε. (092719334),2535.12,,
