month,n_payments,total_eur
2021-08,1,2058.4
2021-09,262,1675728.5
2021-10,235,1061374.98
2021-11,496,3085915.17
2021-12,153,3142418.42
2022-01,8,15267.55
2022-02,310,1053756.18
2022-03,86,1012309.99
2022-04,276,3115604.13
2022-05,266,2398240.19
2022-06,99,784241.01
2022-07,141,12676494.15
2022-08,130,833589.49
2022-09,284,1482216.5
2022-10,216,2113247.07
2022-11,374,3268314.09
2022-12,62,567169.34
2023-01,2,24.5
2023-02,200,1725680.38
2023-03,159,1069060.67
2023-04,135,1845417.67
2023-05,362,2419616.49
2023-06,243,3069999.93
2023-07,244,4140974.07
2023-08,49,876409.12
2023-09,398,1826868.32
2023-10,383,2355945.31
2023-11,148,1621351.7
2023-12,89,1418674.98
2024-01,31,246592.53
2024-02,466,4460557.66
2024-03,204,2557874.77
2024-04,413,4088157.34
2024-05,125,1373804.42
2024-06,395,4784369.57
2024-07,230,2553461.28
2024-08,205,1971391.98
2024-09,124,1348844.34
2024-10,465,3156784.0
2024-11,287,2555968.16
2024-12,234,2367023.17
2025-01,25,172040.34
2025-02,279,1683332.09
2025-03,268,2016696.44
2025-04,214,1809891.18
2025-05,217,2225272.94
2025-06,355,2242947.35
2025-07,191,1955386.23
2025-08,343,1928642.05
2025-09,274,2155580.24
2025-10,243,1458380.34
2025-11,342,1813322.96
2025-12,653,4987945.18
2026-01,15,340142.86
2026-02,466,2533025.39
2026-03,393,2681931.46
2026-04,270,2200238.78
2026-05,492,3029705.27
2026-06,406,2580854.82
2026-07,276,1995848.52
2026-08,117,2613606.98
