ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
Ω5ΗΤ469066-ΔΙΦ,2021-12-27,ΧΕ 2-2750/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
Ψ4ΦΟ469066-Η3Ψ,2021-12-27,ΧΕ 2-2748/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
6Ψ1Β469066-8ΜΑ,2021-12-27,ΧΕ 2-2748/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
66ΙΟ469066-7ΓΘ,2021-12-27,ΧΕ 2-2747/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
Ω5ΓΨ469066-Β96,2021-12-27,ΧΕ 2-2746/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
ΨΠΙΤ469066-7ΨΖ,2021-12-27,ΧΕ 2-2745/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
Ψ42Υ469066-6Φ4,2021-12-27,ΧΕ 2-2744/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
6ΖΣ3469066-ΗΧ7,2021-12-27,ΧΕ 2-2743/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
Ω0Π9469066-Η67,2021-12-27,ΧΕ 2-2742/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
ΩΘΣΚ469066-ΠΛΒ,2021-12-27,ΧΕ Α-2741/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
ΨΡΖ7469066-Μ1Ω,2021-12-27,ΧΕ 2-2740/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
606Β469066-ΒΛΗ,2021-12-27,ΧΕ 2-2739/21 ΜΙΣΘΟΔΟΣΙΑ 12/21 ΕΑΠ,,,,no sponsor block
6739469066-Θ34,2021-12-16,ΧΕ Α-425/21 ΚΑΕ 0263,,,,no sponsor block
Ψ3ΨΠ469066-Χ0Θ,2021-12-20,"ΧΕ 2-2724/21 ΜΕΡΟΥΣ ΤΟΥ 30,17% ΤΟΥ ΧΕ Α-425/21",,,,no sponsor block
Ψ6Λ6469066-2Κ5,2021-12-20,"ΧΕ  A-425/21 (ΠΟΣΟΣΤΟ 30,17% 12/2020)",,,,no sponsor block
65ΝΦ469066-Χ5Φ,2021-12-20,ΧΕ 2-2723/21 ΕΞΟΔΑ ΚΗΔΕΙΑΣ,,,,no sponsor block
ΨΦΟ9469066-ΟΨΟ,2021-12-16,ΧΕ Α-419/21 ΚΑΕ 0263,,,,no sponsor block
6ΩΦ1469066-ΣΒΘ,2021-12-16,XE A-402/21 KAE 0263,,,,no sponsor block
ΨΚΖΡ469066-ΧΒ6,2021-12-16,ΧΕ Α-424/21 ΚΑΕ 0263,,,,no sponsor block
ΨΛ92469066-ΖΓ7,2021-12-16,ΧΕ Α-423/21 ΚΑΕ 0263,,,,no sponsor block
6ΒΦΙ469066-9Θ5,2021-12-16,ΧΕ Α-422/21 ΚΑΕ 0263,,,,no sponsor block
6ΟΨ6469066-ΠΡΔ,2021-12-16,ΧΕ Α-421/21 ΚΑΕ 0263,,,,no sponsor block
64Τ3469066-ΚΗΣ,2021-12-16,ΧΕ Α-420/21 ΚΑΕ 0263,,,,no sponsor block
ΨΕΔΤ469066-ΜΦΩ,2021-12-16,ΧΕ Α-418/21 ΚΑΕ 0263,,,,no sponsor block
Ω25Μ469066-ΘΟ3,2021-12-16,ΧΕ Α-417/21 ΚΑΕ 0263,,,,no sponsor block
Ω09Ρ469066-ΑΚΜ,2021-12-16,ΧΕ Α-416/21 ΚΑΕ 0261 & 0263,,,,no sponsor block
6ΠΝΥ469066-7ΡΞ,2021-12-16,ΧΕ Α-415/21 ΚΑΕ 0261,,,,no sponsor block
Ψ0ΨΡ469066-Ν4Τ,2021-12-16,Α-414/21 ΚΑΕ 0261,,,,no sponsor block
6ΒΧΔ469066-ΣΥΦ,2021-12-16,ΧΕ Α-413/21 ΚΑΕ 0261,,,,no sponsor block
9Β5Κ469066-ΒΡ4,2021-12-16,XE A-412/21 ΚΑΕ 0261 & 0263,,,,no sponsor block
6ΓΔ5469066-ΝΡΡ,2021-12-16,XE A-411/21 KAE 0261 & 0263,,,,no sponsor block
6ΟΠΚ469066-ΕΨΖ,2021-12-16,XE A-410/21 KAE 0263,,,,no sponsor block
ΩΜΧΜ469066-Η5Φ,2021-12-16,XE A-409/21 KAE 0263 & 0261,,,,no sponsor block
6ΥΙΝ469066-ΔΙΜ,2021-12-16,XE A-408/21 KAE 0263,,,,no sponsor block
ΨΞΛΙ469066-2Γ5,2021-12-16,XE A-407/21 KAE 0261  & 0263,,,,no sponsor block
ΩΧΨΥ469066-37Δ,2021-12-16,XE A-406/21 KAE 0263,,,,no sponsor block
69Ζ4469066-Ν4Ζ,2021-12-16,XEA-405/21 KAE 0263,,,,no sponsor block
Ψ7ΙΚ469066-ΜΨΟ,2021-12-16,XE A-404/21 KAE 0263,,,,no sponsor block
Ψ11Ψ469066-99Υ,2021-12-16,XE A-403/21 KAE 0263,,,,no sponsor block
97Ι4469066-Κ6Κ,2021-12-15,ΧΕ 2-2701/21 ΚΑΕ 0269,,,,no sponsor block
ΨΨΩΙ469066-ΖΛΛ,2021-12-15,ΧΕ 2-2700/21 ΚΑΕ 0269,,,,no sponsor block
9ΠΝΓ469066-ΓΨΚ,2021-12-15,ΧΕ 2-2699/21 ΚΑΕ 0269,,,,no sponsor block
Ψ04Κ469066-8ΡΟ,2021-12-15,ΧΕ 2-2698/21 ΚΑΕ 0269,,,,no sponsor block
6ΘΜΛ469066-ΨΞΧ,2021-12-15,ΧΕ 2-2697/21 ΚΑΕ 0269,,,,no sponsor block
ΨΥΕ5469066-ΦΗΣ,2021-12-15,ΧΕ 2-2696/21 ΚΑΕ 0269,,,,no sponsor block
Ψ1ΧΗ469066-9ΛΦ,2021-12-15,ΧΕ 2-2695/21 ΚΑΕ 0269,,,,no sponsor block
ΩΑ2Ζ469066-3ΦΒ,2021-12-15,XE 2-2694/21 ΚΑΕ 0269,,,,no sponsor block
680Α469066-ΟΦΝ,2021-12-15,ΧΕ Α-401/21 ΚΑΕ 0263,,,,no sponsor block
ΨΔΗΜ469066-Η5Ζ,2021-12-15,ΧΕ Α-400/21 ΚΑΕ 0263,,,,no sponsor block
6ΕΣ3469066-ΘΟ3,2021-12-15,ΧΕ Α-399/21 ΚΑΕ 0277,,,,no sponsor block
6ΤΞΣ469066-ΞΛ8,2021-12-15,ΧΕ Α-398/21 ΚΑΕ 0277,,,,no sponsor block
6ΧΘΚ469066-6Ω5,2021-12-15,XEA-397/21 KAE 0277,,,,no sponsor block
ΨΡΠΖ469066-5ΩΗ,2021-12-15,XE A-396/21 KAE 0277,,,,no sponsor block
6ΟΗΡ469066-ΣΔΝ,2021-12-15,XE A-395/21 KAE 0277,,,,no sponsor block
6Μ62469066-Δ6Σ,2021-12-15,XE A-394/21 KAE 0277,,,,no sponsor block
ΨΥΘΠ469066-ΘΦ4,2021-12-15,XE A-393/21 KAE 0277,,,,no sponsor block
ΨΨΠΒ469066-ΚΞΓ,2021-12-15,XE A-392/21 KAE 0277,,,,no sponsor block
Ψ7Φ2469066-Ω4Η,2021-12-15,XE A-391/21 KAE 0277,,,,no sponsor block
ΩΦΥΧ469066-8ΦΙ,2021-12-14,ΧΕ 2-2693/21 ΑΠΟΖΗΜΙΩΣΗ ΑΚΤΙΝΟΔΙΑΓΝΩΣΤΩΝ  ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ ΤΟΥ ΓΝΛ 8/21,,,,no sponsor block
60ΜΖ469066-ΡΥ7,2021-12-14,ΧΕ 2-2692/21 ΑΠΟΖΗΜΙΩΣΗ ΕΡΓΑΣΤΗΡΙΑΚΩΝ ΓΙΑΤΡΩΝ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ ΤΟΥ ΓΝΛ 8/21,,,,no sponsor block
676Θ469066-ΡΑΩ,2021-12-14,ΧΕ 2-2691/21 ΑΠΟΖΗΜΙΩΣΗ ΚΛΙΝΙΚΩΝ ΓΙΑΤΡΩΝ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ 8/2021,,,,no sponsor block
Ψ88Η469066-Μ16,2021-12-14,ΧΕ 2-2690/21 ΑΠΟΖΗΜΙΩΣΗ ΛΟΙΠΟΥ ΠΡΟΣ/ΚΟΥ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ ΤΟΥ ΓΝΛ 8/21,,,,no sponsor block
