month,n_payments,total_eur
2021-08,36,34191.19
2021-09,129,274993.33
2021-10,201,551544.6
2021-11,286,1570524.06
2021-12,101,587825.53
2022-01,3,32984.62
2022-02,95,529031.05
2022-03,211,1170677.14
2022-04,133,507264.91
2022-05,274,1049758.14
2022-06,245,1022657.15
2022-07,143,1326200.83
2022-08,71,790646.79
2022-09,138,953489.42
2022-10,126,434668.93
2022-11,80,643837.41
2022-12,17,224658.93
2023-01,34,146326.62
2023-02,101,476234.92
2023-03,191,594894.05
2023-04,76,738454.65
2023-05,325,1934364.66
2023-06,340,2699121.95
2023-07,294,1332492.64
2023-08,133,937436.3
2023-09,203,1467594.95
2023-10,92,1369151.1
2023-11,54,437222.92
2023-12,19,238701.61
2024-01,115,943594.83
2024-02,388,3270452.77
2024-03,256,1603735.48
2024-04,166,1773582.04
2024-05,141,1498025.25
2024-06,252,1128604.96
2024-07,100,434883.03
2024-08,166,645312.88
2024-09,120,505591.68
2024-10,28,255968.69
2024-11,26,198683.82
2024-12,30,351446.94
2025-02,177,975913.98
2025-03,77,591426.31
2025-04,177,1516281.55
2025-05,290,1595747.3
2025-06,169,1577703.77
2025-07,246,1714419.24
2025-08,57,294085.71
2025-09,67,428579.0
2025-10,90,478502.27
2025-11,275,943016.34
2025-12,589,4210960.78
2026-01,48,126331.24
2026-02,465,1392161.0
2026-03,273,1367083.21
2026-04,47,304146.16
2026-05,95,1125646.75
2026-06,143,1021847.23
2026-07,76,675947.04
2026-08,41,84177.93
