ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΩΖ3Λ4690Β7-ΔΗ7,2021-12-21,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 18739-21/12/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,10436.12,self-referential (payroll/EFKA/FMY remittance)
999Μ4690Β7-Κ4Ε,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 17694-03/12/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,31757.97,self-referential (payroll/EFKA/FMY remittance)
ΨΑ8Η4690Β7-1Ω0,2021-11-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 15647-03/11/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,32202.51,self-referential (payroll/EFKA/FMY remittance)
6ΛΜΥ4690Β7-ΗΑΓ,2021-10-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 14811-20/10/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,4129.06,self-referential (payroll/EFKA/FMY remittance)
6ΗΟΚ4690Β7-ΩΟΩ,2021-10-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 13807-04/10/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,31904.10,self-referential (payroll/EFKA/FMY remittance)
Ψ9Υ44690Β7-3ΥΧ,2021-09-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 13009-17/09/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,4202.30,self-referential (payroll/EFKA/FMY remittance)
ΩΘΘΤ4690Β7-ΒΗ5,2021-09-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 12315-03/09/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,41211.69,self-referential (payroll/EFKA/FMY remittance)
9ΟΝΓ4690Β7-ΞΙΑ,2021-08-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 11446-19/08/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,4410.84,self-referential (payroll/EFKA/FMY remittance)
6ΒΨΕ4690Β7-2ΩΠ,2021-08-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 10859-04/08/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,33976.76,self-referential (payroll/EFKA/FMY remittance)
ΩΤ1Μ4690Β7-ΡΙ1,2022-05-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 7963-20/05/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,1106.82,self-referential (payroll/EFKA/FMY remittance)
ΩΖΜ74690Β7-Υ6Ω,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 7015-04/05/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,32577.37,self-referential (payroll/EFKA/FMY remittance)
6ΤΑΠ4690Β7-ΨΩΞ,2022-04-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 6377-19/04/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,4056.31,self-referential (payroll/EFKA/FMY remittance)
ΨΕΑ24690Β7-ΣΧ5,2022-04-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 5513-04/04/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,35600.90,self-referential (payroll/EFKA/FMY remittance)
9ΕΠΒ4690Β7-81Ε,2022-03-18,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4641-18/03/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,5028.42,self-referential (payroll/EFKA/FMY remittance)
ΨΓΣ94690Β7-ΨΛΨ,2022-03-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3659-03/03/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,32078.90,self-referential (payroll/EFKA/FMY remittance)
Ψ3ΣΜ4690Β7-ΣΝ2,2022-02-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1895-04/02/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,34104.73,self-referential (payroll/EFKA/FMY remittance)
9Ο1Α4690Β7-39Υ,2022-01-21,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1144-21/01/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,3894.92,self-referential (payroll/EFKA/FMY remittance)
6ΔΦΓ4690Β7-Π6Ο,2021-12-31,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19251-31/12/2021,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,32245.52,self-referential (payroll/EFKA/FMY remittance)
ΨΧΞΡ4690Β7-ΜΨΓ,2022-10-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 15419-20/10/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,4367.06,self-referential (payroll/EFKA/FMY remittance)
ΩΣΥΔ4690Β7-ΠΣΨ,2022-10-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 14485-04/10/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,33732.79,self-referential (payroll/EFKA/FMY remittance)
Ψ2ΛΛ4690Β7-ΦΡΓ,2022-09-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 13491-16/09/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,410.50,self-referential (payroll/EFKA/FMY remittance)
Ψ8ΗΞ4690Β7-4Ο4,2022-09-05,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 12817-05/09/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,3761.40,self-referential (payroll/EFKA/FMY remittance)
ΨΘΑΑ4690Β7-ΗΟΛ,2022-09-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 12732-02/09/2022,999109534,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΗΜΑΘΙΑΣ,32076.63,self-referential (payroll/EFKA/FMY remittance)
