ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
6ΡΛΗ4690Β7-Κ7Θ,2023-01-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 510-12/01/2023,095029193,ΠΑΠΑΠΟΣΤΟΛΟΥ Ν ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ  ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΚΑΙ ΑΝΤΙΠΡΟΣΩΠΕΙΩΝ ΙΑΤΡΙΚΩΝ ΕΡΓΑΛΕΙΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤΩΝ,458676.0,,
ΨΒ194690Β7-Ζ6Π,2023-06-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9900 - 16-JUN-23-19/06/2023,094349547,ΙΑΤΡΙΚΗ ΜΕΡΙΜΝΑ ΚΑΙ ΥΓΕΙΑ ΑΝΩΝ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝ ΕΤΑΙΡ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,38192.0,,
ΡΟΣ54690Β7-ΞΓΩ,2023-06-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9893 - 16-JUN-23-19/06/2023,094442268,ΠΡΩΤΟΝ Α Ε ΑΝΤΙΠΡ ΙΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΕΙΔΩΝ  ΜΗΧΑΝΗΜ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΑΣΦΑΛΕΙΑΣ ΙΔΙΩΤ ΕΠΙΧ ΠΑΡΟΧ ΥΠΗΡΕΣΙΩΝ ΑΣΦΑΛΕΙΑΣ,63674.0,,
6Α004690Β7-Ρ4Λ,2023-06-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9899-16/06/2023,094504367,ΕΝΔΟΣΚΟΠΙΚΗ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,29995.6,,
9Β094690Β7-04Λ,2023-06-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9894-16/06/2023,094442268,ΠΡΩΤΟΝ Α Ε ΑΝΤΙΠΡ ΙΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΕΙΔΩΝ  ΜΗΧΑΝΗΜ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΑΣΦΑΛΕΙΑΣ ΙΔΙΩΤ ΕΠΙΧ ΠΑΡΟΧ ΥΠΗΡΕΣΙΩΝ ΑΣΦΑΛΕΙΑΣ,99999.8,,
61ΑΨ4690Β7-ΘΜΖ,2023-06-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9892-16/06/2023,094371474,NEODENT ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,19840.0,,
Ψ26Θ4690Β7-Δ2Ι,2023-06-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9887-16/06/2023,094373861,Γ ΣΑΜΑΡΑΣ ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΣΤΗΜΑΤΑ ΙΑΤΡΙΚΩΝ ΑΕΡΙΩΝ,59520.0,,
6Ω4Σ4690Β7-4ΒΚ,2023-06-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9886-16/06/2023,094317562,AMVIS ΕΛΛΑΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ ΧΗΜΙΚΩΝ ΚΑΙ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ,61876.0,,
9Ι6Τ4690Β7-ΦΔ6,2023-06-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9870-16/06/2023,091569759,ΑΦΟΙ Α ΣΕΛΙΔΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΕΞΟΠΛΙΣΜΟΥ,14880.0,,
68ΦΕ4690Β7-Μ79,2023-06-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9870-16/06/2023,091569759,ΑΦΟΙ Α ΣΕΛΙΔΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΕΞΟΠΛΙΣΜΟΥ,38911.2,,
