ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
9ΑΡΦ4690ΒΦ-ΦΟ8,2023-02-16,ΧΕ Α/57 - 13/02/2023 ViroGates A/S,25734033,VIROGATES A/S,15000.00,self-referential (payroll/EFKA/FMY remittance)
9Π8Ψ4690ΒΦ-ΛΥΟ,2025-09-08,ΧΕ Β/1911 - 08/09/2025 ΔΟΥ,,,,no sponsor block
9ΒΒΒ4690ΒΦ-Μ4Ξ,2025-09-04,ΧΕ Α/657 - 04/09/2025 IOVACCHINI VALERIA & 7 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
ΨΘΔΥ4690ΒΦ-ΜΝΑ,2025-09-04,ΧΕ Α/655 - 04/09/2025 ΒΑΛΜΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & 9 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
9ΛΘΦ4690ΒΦ-ΝΞΧ,2025-09-03,ΧΕ Α/653 - 03/09/2025 ΜΠΑΛΑΣΗΣ ΘΕΟΔΩΡΟΣ,,,,no sponsor block
ΕΟΓΩ4690ΒΦ-ΦΩ4,2025-09-02,ΧΕ Α/652 - 02/09/2025 ΤΣΟΥΜΕΑΣ ΧΡΗΣΤΟΣ,,,,no sponsor block
62ΗΔ4690ΒΦ-ΔΒΚ,2025-09-02,ΧΕ Α/651 - 02/09/2025 ΣΑΡΕΛΗΣΝΙΚΟΛΑΟΣ,,,,no sponsor block
Ψ39Λ4690ΒΦ-5ΚΚ,2025-09-02,ΧΕ Α/650 - 02/09/2025 ΠΕΤΡΑΚΟΠΟΥΛΟΣ ΑΓΓΕΛΗΣ,,,,no sponsor block
6ΑΝ84690ΒΦ-ΥΙΖ,2025-09-02,ΧΕ Α/649 - 02/09/2025 ΝΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ,,,,no sponsor block
6ΙΧΛ4690ΒΦ-ΙΘ4,2025-09-02,ΧΕ Α/648 - 02/09/2025 ΜΠΙΡΠΑΝΑΓΟΣ ΝΙΚΟΛΑΟΣ,,,,no sponsor block
Ψ5ΛΚ4690ΒΦ-ΖΑΡ,2025-09-02,ΧΕ Α/647 - 02/09/2025 ΜΠΑΛΑΣΗΣ ΘΕΟΔΩΡΟΣ,,,,no sponsor block
ΡΤΛΗ4690ΒΦ-ΦΨΔ,2025-09-02,ΧΕ Α/646 - 02/09/2025 ΚΟΡΑΚΟΒΟΥΝΗ ΣΟΦΙΑ,,,,no sponsor block
63ΠΩ4690ΒΦ-ΛΛΓ,2025-09-02,ΧΕ Α/645 - 02/09/2025 ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ,,,,no sponsor block
9ΤΣΓ4690ΒΦ-ΔΞΒ,2025-09-02,ΧΕ Α/644 - 02/09/2025 ΑΣΗΜΑΚΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ,,,,no sponsor block
6ΦΗΧ4690ΒΦ-5Ι3,2025-09-02,ΧΕ Α/643 - 02/09/2025 ΑΛΕΙΦΕΡΗΣ ΠΕΛΟΠΙΔΑΣ,,,,no sponsor block
94ΕΘ4690ΒΦ-ΛΧΒ,2025-09-02,ΧΕ Α/642 - 02/09/2025 ΑΛΕΙΦΕΡΗ ΕΛΕΝΗ,,,,no sponsor block
ΡΧΜ84690ΒΦ-ΘΘΒ,2025-09-02,ΧΕ Α/641 - 02/09/2025 ΑΘΑΝΑΣΙΟΥ ΑΘΗΝΑ,,,,no sponsor block
999Χ4690ΒΦ-ΘΞ4,2025-09-02,ΧΕ Α/640 - 02/09/2025 SORARUFF ALESSIO,,,,no sponsor block
ΨΖΜΣ4690ΒΦ-93Π,2025-09-02,ΧΕ Α/639 - 02/09/2025 IOVACCHINI VALERIA & 8 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
6ΣΓΠ4690ΒΦ-ΗΕΜ,2025-09-02,ΧΕ Α/638 - 02/09/2025 ΔΗΜΟΠΟΥΛΟΥ ΜΑΓΔΑΛΗΝΗ,,,,no sponsor block
6ΜΛ84690ΒΦ-85Α,2025-09-02,ΧΕ Α/637 - 02/09/2025 ΜΙΧΕΛΗΣ ΒΑΣΙΛΕΙΟΣ & 1 ΔΙΚΑΙΟΥΧΟΣ,,,,no sponsor block
ΨΖΞ54690ΒΦ-Θ2Δ,2025-09-01,ΧΕ Α/636 - 01/09/2025 ΝΙΚΟΛΗ ΕΥΑΓΓΕΛΙΑ,,,,no sponsor block
9ΧΦ84690ΒΦ-ΩΜΑ,2025-09-01,ΧΕ Β/1852 - 01/09/2025 BRAHIMI ALIDA ΚΑΙ 40 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
9Ζ7Κ4690ΒΦ-ΓΜΠ,2025-09-01,ΧΕ Β/1851 - 01/09/2025 MANDUKU ZHELYAZKA & 162 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
9ΦΝΣ4690ΒΦ-Τ1Β,2025-09-01,ΧΕ Β/1850 - 01/09/2025 ΠΑΠΟΥΤΣΗ ΕΛΕΝΗ,,,,no sponsor block
90ΝΩ4690ΒΦ-ΓΩ8,2025-09-01,ΧΕ Β/1848 - 01/09/2025 ΑΡΒΑΝΙΤΗ ΟΛΓΑ-ΣΤΑΥΡΟΥΛΑ &16 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
9ΧΔΜ4690ΒΦ-ΓΓΟ,2025-09-01,ΧΕ Α/634 - 01/09/2025 ΚΑΓΚΑΡΗΣ ΧΑΡΑΛΑΜΠΟΣ & ΔΥΟ(2) ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
Ψ9ΥΥ4690ΒΦ-5ΜΙ,2025-08-26,ΧΕ Β/1786 - 26/08/2025 BUCUR ALEXANDRA KAI 9 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
9Ξ674690ΒΦ-Σ87,2025-08-25,ΧΕ Α/611 - 25/08/2025 ΔΟΥ,,,,no sponsor block
ΨΕ4Δ4690ΒΦ-ΜΗΝ,2025-08-25,ΧΕ Α/610 - 25/08/2025 ΔΟΥ,,,,no sponsor block
9Ψ4Ι4690ΒΦ-Κ2Ω,2025-08-25,ΧΕ Α/608 - 25/08/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ ΣΕ ΠΙΣΤΩΣΗ ΤΟΥ Ν 200,,,,no sponsor block
Ψ5Ξ54690ΒΦ-Μ6Ω,2025-08-25,ΧΕ Α/607 - 25/08/2025 ΔΟΥ,,,,no sponsor block
Ψ84Σ4690ΒΦ-ΔΨΔ,2025-08-25,ΧΕ Α/606 - 25/08/2025 ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΑΛΑΜΑΤΑΣ,,,,no sponsor block
Ψ2ΜΥ4690ΒΦ-ΩΗΓ,2025-08-25,ΧΕ Α/605 - 25/08/2025 ΔΟΥ,,,,no sponsor block
ΨΔ6Μ4690ΒΦ-4ΒΓ,2025-08-25,ΧΕ Α/604 - 25/08/2025 ΕΑΑΔΗΣΥ,,,,no sponsor block
ΨΣ3Τ4690ΒΦ-ΑΒΟ,2025-08-25,ΧΕ Α/603 - 25/08/2025 ΕΦΚΑ,,,,no sponsor block
ΨΖΦΚ4690ΒΦ-Φ20,2025-08-25,ΧΕ Α/602 - 25/08/2025 ΔΟΥ,,,,no sponsor block
ΨΕΡΦ4690ΒΦ-Ξ1Κ,2025-08-25,ΧΕ Α/601 - 25/08/2025 ΔΟΥ,,,,no sponsor block
6ΞΘΔ4690ΒΦ-ΣΧ5,2025-08-25,ΧΕ Α/600 - 25/08/2025 ΜΕΤΟΧΙΚΟ  ΤΑΜΕΙΟ ΠΟΛΙΤΙΚΩΝ ΥΠΑΛΛΗΛΩΝ,,,,no sponsor block
ΨΑΦΟ4690ΒΦ-Φ22,2025-08-25,ΧΕ Α/599 - 25/08/2025 ΜΕΤΟΧΙΚΟ ΤΑΜΕΙΟ ΠΟΛΙΤΙΚΩΝ ΥΠΑΛΛΗΛΩΝ,,,,no sponsor block
9ΗΨ94690ΒΦ-ΟΘΩ,2025-08-25,ΧΕ Α/598 - 25/08/2025 ΔΟΥ,,,,no sponsor block
ΨΓΗΛ4690ΒΦ-ΜΣΞ,2025-08-25,ΧΕ Α/597 - 25/08/2025 ΕΦΚΑ,,,,no sponsor block
9Ψ6Τ4690ΒΦ-Π2Ι,2025-08-25,ΧΕ Α/596 - 25/08/2025 ΔΟΥ,,,,no sponsor block
90ΩΖ4690ΒΦ-ΙΤΓ,2025-08-25,ΧΕ Α/595 - 25/08/2025 ΝΟΣΟΚΟΜΕΙΟ ΚΑΛΑΜΑΤΑΣ,,,,no sponsor block
ΨΝΨ54690ΒΦ-ΖΨ7,2025-08-18,ΧΕ Α/589 - 18/08/2025 IOVACCHINI  VALERIA ΚΑΙ 100  ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
ΨΔΣΗ4690ΒΦ-ΡΟΔ,2025-08-14,ΧΕ Α/588 - 14/08/2025 IOVACCHINI  VALERIA ΚΑΙ  98  ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
6ΙΙΛ4690ΒΦ-Η04,2025-08-14,ΧΕ Α/587 - 14/08/2025 BRAHIMI ALIDA ΚΑΙ 35 ΔΙΚΑΙΟΥΧΟΙ (ΙΔΟΧ),,,,no sponsor block
ΨΔ6Ο4690ΒΦ-ΑΨΛ,2025-08-14,ΧΕ Α/586 - 14/08/2025 MADUKU ZHELYAZKA & 457 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
975Θ4690ΒΦ-Υ1Η,2025-08-14,ΧΕ Α/585 - 14/08/2025 ΒΑΣΙΛΟΓΙΑΝΝΑΚΟΠΟΥΛΟΥ ΔΗΜ & 6 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
6ΥΕ64690ΒΦ-ΑΤ2,2025-08-14,ΧΕ Α/584 - 14/08/2025 IOVACCHINI VALERIA & 164 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
ΡΠ7Β4690ΒΦ-ΞΡΚ,2025-08-12,ΧΕ Α/582 - 12/08/2025 ΔΟΥ ΚΑΛΑΜΑΤΑΣ,,,,no sponsor block
ΡΤΛΡ4690ΒΦ-3ΧΜ,2025-08-07,ΧΕ Α/579 - 07/08/2025 ΑΛΕΞΑΝΔΡΟΠΟΥΛΟΥ ΕΛΕΝΗ & 28 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
ΨΝΟ74690ΒΦ-ΥΗΩ,2025-08-07,ΧΕ Α/578 - 07/08/2025 ΑΛΕΞΑΝΔΡΟΠΟΥΛΟΥ ΕΛΕΝΗ & 25 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
ΨΥΩ64690ΒΦ-ΖΘΔ,2025-08-01,ΧΕ Α/570 - 01/08/2025 ΑΡΒΑΝΙΤΗ ΟΛΓΑ-ΣΤΑΥΡΟΥΛΑ &13 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
ΨΣΚΘ4690ΒΦ-ΥΚ8,2025-08-01,ΧΕ Β/1677 - 01/08/2025 ΖΑΚΚΑ ΙΦΙΓΕΝΕΙΑ & 5 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
91ΟΧ4690ΒΦ-128,2025-08-01,ΧΕ Β/1676 - 01/08/2025 MANDUKU ZHELYAZKA & 160 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
ΨΟΧΣ4690ΒΦ-ΚΛΙ,2025-08-01,ΧΕ Β/1674 - 01/08/2025 BRAHIMI ALIDA ΚΑΙ 41 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
Ψ0164690ΒΦ-Χ7Ν,2025-08-01,ΧΕ Α/569 - 01/08/2025 ΠΑΠΟΥΤΣΗ ΕΛΕΝΗ,,,,no sponsor block
ΨΚΩΘ4690ΒΦ-ΤΡΗ,2025-07-31,ΧΕ Α/563 - 31/07/2025 IOVACCHINI VALERIA & 10  ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
97Ν04690ΒΦ-ΔΚΝ,2025-07-31,ΧΕ Α/562 - 31/07/2025 IOVACCHINI VALERIA & 9  ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
6Θ7Η4690ΒΦ-2Ο5,2025-07-31,ΧΕ Α/561 - 31/07/2025 IOVACCHINI VALERIA & 11  ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
975Θ4690ΒΦ-ΓΥΙ,2025-07-29,ΧΕ Α/558 - 29/07/2025 ΕΑΔΗΣΥ,,,,no sponsor block
ΨΡΨΦ4690ΒΦ-984,2025-07-29,ΧΕ Β/1637 - 29/07/2025 BUCUR ALEXANDRA KAI 9 ΔΙΚΑΙΟΥΧΟΙ,,,,no sponsor block
6ΞΝ84690ΒΦ-ΑΡΝ,2025-07-28,ΧΕ Α/556 - 28/07/2025 ΔΟΥ,,,,no sponsor block
9ΨΛ14690ΒΦ-ΖΜΚ,2025-07-28,ΧΕ Α/555 - 28/07/2025 ΕΝΙΑΙΑ ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ,,,,no sponsor block
