ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6ΨΚΧ46904Ν-815,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4375-20/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,2830.99,self-referential (payroll/EFKA/FMY remittance)
63Π946904Ν-ΕΝΜ,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4376-20/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,31275.92,self-referential (payroll/EFKA/FMY remittance)
ΨΘ3946904Ν-ΦΕ5,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4377-20/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,779.13,self-referential (payroll/EFKA/FMY remittance)
91ΞΕ46904Ν-72Η,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4378-20/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,2667.75,self-referential (payroll/EFKA/FMY remittance)
6ΜΗΧ46904Ν-Γ90,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4052-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,60.00,self-referential (payroll/EFKA/FMY remittance)
9ΥΝ446904Ν-Ν0Ο,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4051-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,80.00,self-referential (payroll/EFKA/FMY remittance)
9ΙΧΒ46904Ν-Υ9Φ,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4050-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,120.00,self-referential (payroll/EFKA/FMY remittance)
9ΡΝΡ46904Ν-ΚΜΛ,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4049-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,140.00,self-referential (payroll/EFKA/FMY remittance)
ΨΝ8046904Ν-3Β0,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4048-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,120.00,self-referential (payroll/EFKA/FMY remittance)
Ω8ΣΟ46904Ν-ΞΥΘ,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4047-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,160.00,self-referential (payroll/EFKA/FMY remittance)
60Ψ346904Ν-ΡΙΤ,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4046-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,200.00,self-referential (payroll/EFKA/FMY remittance)
63ΩΙ46904Ν-ΙΟ0,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4045-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,180.00,self-referential (payroll/EFKA/FMY remittance)
Ψ7Θ746904Ν-1ΒΣ,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4044-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,140.00,self-referential (payroll/EFKA/FMY remittance)
Ψ6ΝΦ46904Ν-3ΧΖ,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4043-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,37.50,self-referential (payroll/EFKA/FMY remittance)
ΩΥΑΟ46904Ν-9ΑΑ,2021-12-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 4042-01/12/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,4.21,self-referential (payroll/EFKA/FMY remittance)
6ΒΠΤ46904Ν-ΥΒΒ,2021-11-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3786-17/11/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,2830.99,self-referential (payroll/EFKA/FMY remittance)
ΨΟΒΑ46904Ν-ΙΘΩ,2021-11-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3785-17/11/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,31916.95,self-referential (payroll/EFKA/FMY remittance)
Ψ4ΖΝ46904Ν-ΩΗΠ,2021-11-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3784-17/11/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,779.12,self-referential (payroll/EFKA/FMY remittance)
6ΤΞΒ46904Ν-ΜΚ5,2021-11-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3783-17/11/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,1704.56,self-referential (payroll/EFKA/FMY remittance)
ΨΜ0Ω46904Ν-Γ5Μ,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3419-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,486.38,self-referential (payroll/EFKA/FMY remittance)
6ΨΔΜ46904Ν-ΥΙΧ,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3418-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,378.29,self-referential (payroll/EFKA/FMY remittance)
6ΒΤΜ46904Ν-864,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3417-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,445.13,self-referential (payroll/EFKA/FMY remittance)
681Λ46904Ν-0ΤΥ,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3416-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,346.21,self-referential (payroll/EFKA/FMY remittance)
6ΣΜΣ46904Ν-ΥΓΑ,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3415-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,2830.99,self-referential (payroll/EFKA/FMY remittance)
ΩΑΧΞ46904Ν-ΛΓΞ,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3414-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,32447.62,self-referential (payroll/EFKA/FMY remittance)
ΨΑ8546904Ν-204,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3413-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,567.48,self-referential (payroll/EFKA/FMY remittance)
ΩΜΠ746904Ν-Ξ9Ρ,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3412-15/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,109.20,self-referential (payroll/EFKA/FMY remittance)
67Ν146904Ν-32Φ,2021-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3246-30/09/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,779.12,self-referential (payroll/EFKA/FMY remittance)
Ω84Ω46904Ν-Ζ9Δ,2021-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3247-01/10/2021,090009851,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Η ΕΛΠΙΣ,2968.20,self-referential (payroll/EFKA/FMY remittance)
