month,n_payments,total_eur
2021-08,263,1945785.75
2021-09,220,526059.02
2021-10,2,10971.49
2021-11,168,729333.22
2021-12,158,823202.74
2022-01,71,340537.96
2022-02,285,1254316.85
2022-03,180,963080.86
2022-04,84,291229.02
2022-05,113,306139.34
2022-06,245,676523.34
2022-07,196,593196.25
2022-08,125,311138.22
2022-09,34,156897.92
2022-10,122,221223.52
2022-11,361,969648.77
2022-12,33,159464.49
2023-01,145,410493.35
2023-02,112,587786.09
2023-03,186,730687.38
2023-04,121,427523.78
2023-05,73,280101.85
2023-06,264,1075118.4
2023-07,76,262944.0
2023-08,167,814543.77
2023-10,13,155483.82
2023-11,10,92116.81
2023-12,9,61352.34
2024-02,445,2497834.1
2024-03,89,343745.28
2024-04,45,193673.14
2024-05,120,478463.6
2024-06,266,1013066.05
2024-07,184,550115.12
2024-08,102,375140.43
2024-09,34,209817.89
2024-10,13,168290.31
2024-11,24,191711.08
2024-12,53,201939.8
2025-01,24,222062.06
2025-02,476,1393633.16
2025-03,71,302295.71
2025-04,19,125527.61
2025-05,65,309683.7
2025-06,179,879417.75
2025-07,93,232820.91
2025-08,25,160885.54
2025-09,192,696520.51
2025-10,126,1028250.5
2025-11,203,542593.31
2025-12,54,392608.23
2026-01,1,475.32
2026-02,150,641407.71
2026-03,295,1127028.3
2026-04,367,1254302.97
2026-05,126,866504.26
2026-06,374,1636891.2
2026-07,209,669620.43
2026-08,11,15673.76
