ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
661Η4690ΒΛ-ΦΟ1,2021-12-28,ΠΡΟΣ. ΕΣΤΙΑΣΗΣ-ΚΑΘΑΡΙΟΤΗΤΑΣ ΜΙΣΘ.12ου/21,,,,no sponsor block
Ψ9214690ΒΛ-ΡΔ5,2021-12-28,ΣΠΟΥΔΑΣΤΕΣ ΤΕΙ ΜΙΣΘ. 12ου/21,,,,no sponsor block
6ΛΘ94690ΒΛ-ΨΜΚ,2021-12-28,ΕΠΙΚΟΥΡΙΚΟ ΛΟΙΠΟ ΠΡΟΣΩΠΙΚΟ ΜΙΣΘ. 12ου/21,,,,no sponsor block
Ψ9ΦΧ4690ΒΛ-ΑΒ1,2021-12-28,ΕΠΙΚΟΥΡΙΚΟΙ ΙΑΤΡΟΙ ΜΙΣΘ. 12ου/21,,,,no sponsor block
ΨΔΟΧ4690ΒΛ-ΚΗ2,2021-12-28,ΕΠΙΚΟΥΡΙΚΟΙ ΦΑΡΜ/ΠΟΙΟΙ ΜΙΣΘ.12ου/21,,,,no sponsor block
ΩΝΕΩ4690ΒΛ-ΦΥΓ,2021-12-28,ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣ. COVID 3ΜΗΝΟ ΜΙΣΘ. 12ου/21,,,,no sponsor block
6ΗΦΩ4690ΒΛ-Μ3Η,2021-12-28,ΕΠΙΚ.ΠΡ.COVID ΕΚΤΟΣ ΕΣΠΑ ΜΙΣΘ. 12ου/21,,,,no sponsor block
Ω5ΘΦ4690ΒΛ-ΣΡΟ,2021-12-28,ΕΠΙΚ.ΠΡΟΣ.COVID12ΜΗΝΟ ΜΙΣΘ. 12ου/21,,,,no sponsor block
6ΖΟ54690ΒΛ-Ρ67,2021-12-28,ΕΠΙΚ.ΠΡ.COV.24ΜΗΝΟ ΜΙΣΘ.12ου/21,,,,no sponsor block
ΨΒΣΨ4690ΒΛ-ΜΓΘ,2021-12-28,ΕΠΙΚΟΥΡΙΚΟΙ ΙΑΤΡΟΙ COVID ΜΙΣΘ. 12ου/21,,,,no sponsor block
ΨΚΥ84690ΒΛ-ΩΡΕ,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ 2379-2381 ΤΑΚΤ. ΕΦΗΜ. 11ου/21,,,,no sponsor block
6ΤΘΒ4690ΒΛ-ΟΜΘ,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ2374-2378 ΕΞΑΙΡ. ΠΡΟΣ. 11ου/21,,,,no sponsor block
ΩΖ7Ο4690ΒΛ-8ΘΞ,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ2372-2373 ΕΞ.ΕΠ.ΠΡ.COVID11ου/21,,,,no sponsor block
6ΟΥ94690ΒΛ-ΖΥ4,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ2371 ΕΞΑΙΡ.ΕΠΙΚ.ΠΡ.ΕΣΠΑ 11ου/21,,,,no sponsor block
670Ζ4690ΒΛ-ΗΣΛ,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ2268 ΕΞΑΙΡ.ΠΡ.ΚΑΘ.-ΕΣΤ. 11ου/21,,,,no sponsor block
ΨΞ114690ΒΛ-ΩΔΝ,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ 2267 ΕΞΑΙΡ.ΠΡ.ΚΑΘ.-ΕΣΤ. 10ου/21,,,,no sponsor block
ΨΡΗ34690ΒΛ-ΘΧΑ,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ 2262-2266 ΕΞΑΙΡ.ΠΡΟΣ. 10ου/21,,,,no sponsor block
ΨΗΙΜ4690ΒΛ-ΗΞ9,2021-12-22,ΑΠ.ΚΡΑΤ.ΧΕ2260-2261 ΕΞ.ΕΠ.ΠΡ.COVID 10ου/21,,,,no sponsor block
6ΦΠΨ4690ΒΛ-272,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ 2259 ΕΞΑΙΡ.ΕΠΙΚ.ΠΡ.ΕΣΠΑ 10ου/21,,,,no sponsor block
ΨΨΘΝ4690ΒΛ-ΛΣΒ,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ 2256-2258 ΤΑΚΤ. ΕΦΗΜ. 10ου/21,,,,no sponsor block
6ΒΟΙ4690ΒΛ-ΝΔ3,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ 2250-2252 ΠΡΟΣΘ.ΕΦΗΜ. 5ου/21,,,,no sponsor block
Ψ0ΛΖ4690ΒΛ-Λ04,2021-12-22,ΑΠ.ΚΡΑΤ. ΧΕ2247-2249 ΠΡΟΣΘ.ΕΦΗΜ. 4ου/21,,,,no sponsor block
6Ξ944690ΒΛ-Θ1Λ,2021-12-22,ΠΑΡΟΧΗ ΥΗΡΕΣΙΩΝ ΣΤΗΝ ΠΑΙΔΙΑΤΡΙΚΗ ΚΛΙΝΙΚΗ ΤΟΥ Γ.Ν. ΕΔΕΣΣΑΣ ΓΙΑ ΤΗΝ ΚΑΛΥΨΗ ΕΚΤΑΚΤΩΝ ΑΝΑΓΚΩΝ,,,,no sponsor block
6ΟΥ44690ΒΛ-8ΧΒ,2021-12-22,ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΣΤΗΝ ΜΑΙΕΥΤΙΚΗ ΚΛΙΝΙΚΗ ΓΙΑ ΤΗΝ ΚΑΛΥΨΗ ΕΚΤΑΚΤΩΝ ΑΝΑΓΚΩΝ,,,,no sponsor block
Ω06Σ4690ΒΛ-4Α0,2021-12-21,ΤΑΚΤΙΚΕΣ ΕΦΗΜΕΡΙΕΣ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ 11ος/21,,,,no sponsor block
6ΡΔ14690ΒΛ-434,2021-12-21,ΤΑΚΤΙΚΕΣ ΕΦΗΜ. ΕΙΔΙΚΕΥΟΜΕΝΩΝ ΙΑΤΡΩΝ 11ος/21,,,,no sponsor block
6ΨΞΞ4690ΒΛ-ΖΔΩ,2021-12-21,ΤΑΚΤΙΚΕΣ ΕΦΗΜΕΡΙΕΣ ΙΑΤΡΩΝ ΕΣΥ 11ος/21,,,,no sponsor block
6ΜΒΗ4690ΒΛ-Θ4Ι,2021-12-28,ΕΠΙΚ.ΠΡΟΣ.ΕΣΠΑ ΥΠ9/ΟΠΣ50705 ΜΙΣΘ.12ου/21,,,,no sponsor block
ΨΨΔ54690ΒΛ-ΓΣ4,2021-12-20,ΠΡΟΣΘ.ΑΠΟΔ.ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 11ος/21,,,,no sponsor block
65ΟΘ4690ΒΛ-ΥΩΖ,2021-12-20,ΠΡΟΣΘ.ΑΠΟΔ.ΝΟΣΗΛΕΥΤΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 11ος/21,,,,no sponsor block
ΨΨΔΞ4690ΒΛ-97Ζ,2021-12-20,ΠΡΟΣΘ.ΑΠΟΔ.ΔΙΟΙΚ/ΚΟΥ & ΒΟΗΘ/ΚΟΥ ΠΡΟΣ.11ος/21,,,,no sponsor block
ΨΤ0Ψ4690ΒΛ-ΡΚ1,2021-12-20,ΠΡΟΣΘ.ΑΠΟΔ.ΠΑΡΑΪΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 11ος/21,,,,no sponsor block
ΨΠΚΩ4690ΒΛ-ΠΞΠ,2021-12-20,ΠΡΟΣΘ.ΑΠΟΔ. ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 11ος/21,,,,no sponsor block
ΩΖ3Φ4690ΒΛ-Η87,2021-12-20,ΠΡΟΣΘ.ΑΠ.ΕΠΙΚ.ΠΡΟΣ.COVID ΕΚΤΟΣ ΕΣΠΑ 11ος/21,,,,no sponsor block
Ψ76Φ4690ΒΛ-ΒΕΜ,2021-12-20,ΠΡΟΣΘ.ΑΠΟΔ.ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠ. COVID 11ος/21,,,,no sponsor block
ΨΨΗΙ4690ΒΛ-Β4Σ,2021-12-20,ΠΑΡΑΒΟΛΟ ΟΧΗΜ. ΚΙΝΗΤΗΣ ΜΟΝ. ΥΠΕΡΗΧΩΝ,,,,no sponsor block
ΨΓΙΜ4690ΒΛ-ΘΕΜ,2021-12-20,ΠΡΟΣΘ.ΑΠ.ΕΠΙΚ.ΠΡ.ΕΣΠΑ 11ος/21 ΥΠ9/ΟΠΣ5070506,,,,no sponsor block
Ψ8ΜΨ4690ΒΛ-Μ9Ψ,2021-12-17,ΕΙΣΦ. ΣΠΟΥΔΑΣΤΩΝ ΤΕΕ-ΔΙΕΚ ΜΙΣΘ. 11ου/21,,,,no sponsor block
Ψ8234690ΒΛ-ΒΛΔ,2021-12-17,ΕΙΣΦ. ΥΠΑΛ. ΟΑΕΔ 1ου ΠΡΟΓΡ. ΑΠΟΔ. ΑΣΘ. 11ου/21,,,,no sponsor block
Ω3ΩΖ4690ΒΛ-Γ6Δ,2021-12-17,ΕΙΣΦ. ΥΠΑΛ. ΟΑΕΔ.2ουΠΡΟΓΡ. ΠΡΟΣΘ.ΑΠΟΔ. 11ου/21,,,,no sponsor block
65ΥΡ4690ΒΛ-ΣΣΙ,2021-12-17,ΕΙΣΦ. ΥΠΑΛ.ΟΑΕΔ 1ου ΠΡΟΓΡ. ΠΡΟΣΘ.ΑΜΟΙΒ.11ου/21,,,,no sponsor block
ΩΤΒΠ4690ΒΛ-ΟΦ0,2021-12-17,ΕΙΣΦ. ΥΠΑΛ. ΟΑΕΔ 2ου ΠΡΟΓΡ. ΜΙΣΘ. 11ου/21,,,,no sponsor block
ΨΚΡΦ4690ΒΛ-ΨΡΩ,2021-12-17,ΕΙΣΦ. ΥΠΑΛ. ΟΑΕΔ 1ου ΠΡΟΓΡ. ΜΙΣΘ. 11ου/21,,,,no sponsor block
6Π5Η4690ΒΛ-Ξ5Ζ,2021-12-17,ΠΡΟΣΘ.ΑΠΟΔ.ΠΡΟΣ. ΕΣΤ.-ΚΑΘΑΡ. 11ος/21,,,,no sponsor block
Ψ00Ν4690ΒΛ-ΞΑΓ,2021-12-17,ΠΡΟΣΘ.ΑΠΟΔ.ΠΡΟΣ.ΕΣΤ.-ΚΑΘΑΡ. 10ος/21,,,,no sponsor block
Ω3Υ14690ΒΛ-4ΑΦ,2021-12-17,ΠΡΟΣΘ.ΑΠΟΔ. ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 10ος/21,,,,no sponsor block
ΨΧΔ64690ΒΛ-ΓΜ6,2021-12-17,ΠΡΟΣΘ.ΑΠΟΔ. ΝΟΣΗΛΕΥΤΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 10ος/21,,,,no sponsor block
9Υ4Ξ4690ΒΛ-59Α,2021-12-17,ΠΡΟΣΘ. ΑΠΟΔ. ΔΙΟΙΚΗΤΙΚΟΥ & ΒΟΗΘΗΤΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 10ος/21,,,,no sponsor block
69ΣΝ4690ΒΛ-ΥΕΩ,2021-12-17,ΠΡΟΣΘ.ΑΠΟΔ. ΠΑΡΑΪΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 10ος/21,,,,no sponsor block
92Σ04690ΒΛ-ΗΓ2,2021-12-17,ΠΡΟΣΘ.ΑΠΟΔ. ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 10ος/21,,,,no sponsor block
ΨΥΒΘ4690ΒΛ-47Ψ,2021-12-17,ΠΡΟΣΘ.ΑΠ.ΕΠΙΚ.ΠΡΟΣ.COVID ΕΚΤΟΣ ΕΣΠΑ 10ος/21,,,,no sponsor block
9ΗΠ54690ΒΛ-33Σ,2021-12-17,ΠΡΟΣΘ.ΑΠΟΔ.ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣ.COVID 10ος/21,,,,no sponsor block
