ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
ΩΚΘΡ469064-Τ03,2021-10-12,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3 - 08-OCT-21-12/10/2021,099007886,ΒΙΟΠΡΟΜΗΘΕΥΤΙΚΗ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΕΙΣΑΓΩΓΗ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ  ΕΥΘΥΝΗΣ,8208.8,,
6ΥΓ6469064-53Γ,2022-04-19,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Μαρτίου  2022",997759781,Κ ΜΑΡΝΟΥ Ο ΧΑΤΖΗΛΑΖΑΡΟΥ ΟΕ,85.36,,
ΨΡΓΔ469064-Ζ96,2022-02-02,"Εξόφληση κοινόχρηστων δαπανών, διαμερισμάτων ιδιοκτησίας του Νοσοκομείου, επί της οδού Αλεξανδρείας 71, για το μήνα Ιανουάριο 2022.",999117595,ΚΑΡΓΑΚΗΣ ΣΤΕΦΑΝΟΣ ΚΑΙ ΣΙΑ ΟΕ,110.67,,
Ω565469064-ΖΣΓ,2022-08-19,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Ιουλίου   2022",997759781,Κ ΜΑΡΝΟΥ Ο ΧΑΤΖΗΛΑΖΑΡΟΥ ΟΕ,65.37,,
6ΠΨ9469064-Η3Χ,2022-07-19,ΧΕ,094317562,AMVIS ΕΛΛΑΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ ΧΗΜΙΚΩΝ ΚΑΙ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ,2034.0,,1311.01
67Σ6469064-ΑΓΦ,2022-07-14,ΠΡΟΕΓΚΡΙΣΗ ΣΥΜΒΑΣΗΣ,095003835,ΔΗΜ ΠΑΡ ΕΠΕ,23181.38,44110000-4,1429
6ΗΥΒ469064-0Ρ0,2022-05-30,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Απριλίου  2022",997759781,Κ ΜΑΡΝΟΥ Ο ΧΑΤΖΗΛΑΖΑΡΟΥ ΟΕ,86.74,,
ΩΑΨΞ469064-9Η4,2022-05-30,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Μάιο 2022",999117595,ΚΑΡΓΑΚΗΣ ΣΤΕΦΑΝΟΣ ΚΑΙ ΣΙΑ ΟΕ,119.37,,
9ΟΟΘ469064-ΞΞ5,2022-11-16,ΧΕ,998936401,ΠΛΕΓΜΑ ΙΑΤΡΙΚΑ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,15820.0,,1311.01
60ΧΕ469064-ΜΨΑ,2023-07-12,ΧΕ,090049627,ΕΙΔΙΚΟΣ ΛΟΓΑΡΙΑΣΜΟΣ ΚΟΝΔΥΛΙΩΝ ΕΡΕΥΝΑΣ Α Π Θ,8890.0,,0413.01
ΨΛ3Ο469064-Ε0Φ,2024-10-17,ΕΓΚΡΙΣΗ ΠΛΗΡΩΜΗΣ ΚΑΤΑΛΟΓΙΣΤΙΚΗΣ ΠΡΑΞΗΣ ΠΡΟΣ ΤΟ ΤΕΛΩΝΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,997073525,ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ ΑΑΔΕ,512.0,,0911
