ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΖΣΧ469064-ΦΤΣ,2022-05-18,Έγκριση πραγματοποιηθεισών δαπανών,,,708455.21,anonymous sponsor (empty sponsorAFMName)
9ΡΘ1469064-ΤΦΑ,2022-04-19,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Απρίλιο 2022",,,107.64,anonymous sponsor (empty sponsorAFMName)
ΨΒΩΝ469064-111,2022-04-19,Έγκριση πραγματοποιηθεισών δαπανών,,,408949.50,anonymous sponsor (empty sponsorAFMName)
943Ν469064-ΨΥΠ,2022-04-19,"Έγγραφο υπ’ αριθμ. πρωτ.20058/13.04.2022 της ατομικής Επιχείρησης «ΜΟΤΣΑΝΟΣ ΙΩΑΝ. ΗΛΙΑΣ», σχετικά με την προμήθεια καυσίμων.",,,4696.00,anonymous sponsor (empty sponsorAFMName)
ΨΨ3Υ469064-ΤΚΦ,2022-04-08,Έγκριση πραγματοποιηθεισών δαπανών,,,630037.33,anonymous sponsor (empty sponsorAFMName)
6ΜΣΨ469064-ΒΔ9,2022-03-24,«Έγκριση πραγματοποιηθεισών δαπανών»,,,267601.62,anonymous sponsor (empty sponsorAFMName)
6ΧΝΦ469064-Μ5Β,2022-03-24,Πληρωμή τελών καθαριότητας – φωτισμού του υπογείου της Μονάδας Εφήβων για τα έτη 2018-2020 & αναδρομικές χρεώσεις από έτος 2009,,,812.62,anonymous sponsor (empty sponsorAFMName)
6Χ94469064-ΡΛΒ,2022-03-24,"«Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Μάρτιο 2022»",,,112.64,anonymous sponsor (empty sponsorAFMName)
6ΒΖΘ469064-ΠΝ5,2022-03-24,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Φεβρουαρίου  2022",,,103.68,anonymous sponsor (empty sponsorAFMName)
Ω3ΖΠ469064-Κ99,2022-03-21,Επισκευή και λειτουργία ανελκυστήρα πολυκατοικίας επί της οδού Αλεξανδρείας 71»,,,5242.00,anonymous sponsor (empty sponsorAFMName)
9ΑΑ6469064-ΙΒΓ,2022-03-11,Έγκριση πραγματοποιηθεισών δαπανών,,,1849204.74,anonymous sponsor (empty sponsorAFMName)
Ψ4Α2469064-1ΞΘ,2022-02-25,Έγκριση πραγματοποιηθεισών δαπανών».,,,977663.05,anonymous sponsor (empty sponsorAFMName)
6Γ2Κ469064-ΛΚΤ,2022-10-19,Έγκριση πραγματοποιηθεισών δαπανών.,,,200678.41,anonymous sponsor (empty sponsorAFMName)
6Β9Λ469064-Κ5Κ,2022-10-19,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Σεπτέμβριο 2022",,,56.05,anonymous sponsor (empty sponsorAFMName)
Ψ2Ω7469064-ΤΜΟ,2022-10-05,"«Εξόφληση κοινόχρηστων δαπανών μηνών Μαίου – Αυγούστου 2022  διαμερίσματος ιδιοκτησίας του Νοσοκομείου, επί της οδού Mαυροκορδάτου 27».",,,79.80,anonymous sponsor (empty sponsorAFMName)
6ΖΟΠ469064-Φ9Λ,2022-10-04,Έγκριση πραγματοποιηθεισών δαπανών,,,537157.41,anonymous sponsor (empty sponsorAFMName)
94Ρ4469064-9ΕΨ,2022-09-20,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Αυγούστου   2022",,,74.52,anonymous sponsor (empty sponsorAFMName)
ΩΤΘΡ469064-ΧΔΕ,2022-09-19,Έγκριση πραγματοποιηθεισών δαπανών,,,701760.43,anonymous sponsor (empty sponsorAFMName)
Ω2ΕΞ469064-Α9Ζ,2022-09-02,"Έγκριση καταβολής συνολικού ποσού τριακοσίων εννέα ευρώ (309,00 €) στο Δικηγόρο  κ. Γεώργιο Πανούση  Νομικό Σύμβουλο του Νοσοκομείου για διάφορα έξοδα υποθέσεων του ΠΓΝΘ ΑΧΕΠΑ κατά το χρονικό διάστημα 01.09.2020-31.12.2020, 26.09.2021, 08.11.2021 και 01.12.2021",,,309.00,anonymous sponsor (empty sponsorAFMName)
Ρ9ΦΟ469064-ΣΞΒ,2022-09-02,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Αύγουστο 2022",,,54.45,anonymous sponsor (empty sponsorAFMName)
90ΡΥ469064-ΨΞ4,2022-09-02,Έγκριση πραγματοποιηθεισών δαπανών,,,514442.08,anonymous sponsor (empty sponsorAFMName)
91ΗΒ469064-Ν10,2022-08-19,"Αίτηση με αριθμό πρωτοκόλλου νοσοκομείου 41621/ 03.08.2022 της κ.Α. Ι., συζύγου του Γ. Σ., πρώην υπαλλήλου του ΠΓΝΘ ΑΧΕΠΑ, κατηγορίας ΔΕ κλάδου ΔΕ Βοηθών Νοσηλευτικής,  για καταβολή εξόδων κηδείας»",,,1000.00,anonymous sponsor (empty sponsorAFMName)
Ω3Δ0469064-Φ10,2022-08-19,"Αίτηση με αριθμό πρωτοκόλλου νοσοκομείου  41878/ 04.08.2022 της κ.Κ. Δ., συζύγου του αποβιώσαντος Θ. Ζ., πρώην υπαλλήλου του ΠΓΝΘ ΑΧΕΠΑ, κατηγορίας ΔΕ κλάδου ΔΕ ΒΙΒΕ,  για καταβολή εξόδων κηδείας",,,1000.00,anonymous sponsor (empty sponsorAFMName)
Ψ9ΨΜ469064-Ε45,2022-08-19,Έγκριση πραγματοποιηθεισών δαπανών,,,553540.97,anonymous sponsor (empty sponsorAFMName)
63ΣΝ469064-3ΜΠ,2022-08-01,"Έγκριση καταβολής συνολικού ποσού εκατόν σαράντα ευρώ (140,00 €) στο Δικηγόρο  κ.Γεώργιο Πανούση  Νομικό Σύμβουλο του ΠΓΝΘ ΑΧΕΠΑ για διάφορα έξοδα υποθέσεων του Νοσοκομείου κατά το χρονικό διάστημα από 01.03.2020 έως 31.08.2020 και 01.06.2021",,,140.00,anonymous sponsor (empty sponsorAFMName)
6ΝΩ8469064-0Ξ0,2022-08-01,Έγκριση πραγματοποιηθεισών δαπανών,,,562820.82,anonymous sponsor (empty sponsorAFMName)
Ψ6ΖΠ469064-ΚΡ6,2022-08-01,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Ιουνίου   2022",,,93.43,anonymous sponsor (empty sponsorAFMName)
6Ν55469064-ΗΚ1,2022-08-01,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Ιούλιο 2022",,,56.05,anonymous sponsor (empty sponsorAFMName)
9ΘΖ5469064-ΙΤΛ,2022-07-11,Αίτηση υπ’ αριθμ.πρωτ.Νοσοκομείου 29261/02.06.2022 του κ.Γ. Μ. μόνιμου υπαλλήλου του ΠΓΝΘ ΑΧΕΠΑ κατηγορίας ΤΕ κλάδου ΤΕ Μ........... για πληρωμή ποσού που κατέβαλε για υπόθεση του ΠΓΝΘ ΑΧΕΠΑ,,,351.00,anonymous sponsor (empty sponsorAFMName)
9ΑΗ3469064-7Φ4,2022-07-11,Έγκριση πραγματοποιηθεισών δαπανών,,,643877.48,anonymous sponsor (empty sponsorAFMName)
9ΜΣ5469064-4ΩΑ,2022-07-11,"Έγκριση δαπάνης για την πληρωμή του φόρου εισοδήματος και την απόδοση του χαρτοσήμου μισθωμάτων από την εκμίσθωση χώρων του ΠΓΝΘ ΑΧΕΠΑ κατά το φορολογικό έτος 2021, στην αρμόδια ΔΟΥ",,,32850.10,anonymous sponsor (empty sponsorAFMName)
938Ε469064-ΩΤΡ,2022-07-11,Αίτηση υπ’ αριθμ.πρωτ.Νοσοκομείου 29261/02.06.2022 του κ.Χ. Ζ. μόνιμου υπαλλήλου του ΠΓΝΘ ΑΧΕΠΑ κατηγορίας ΠΕ κλάδου ΠΕ Μ....... για πληρωμή ποσού που κατέβαλε για υπόθεση του ΠΓΝΘ ΑΧΕΠΑ,,,351.00,anonymous sponsor (empty sponsorAFMName)
ΨΤΣΨ469064-3ΟΓ,2022-07-11,Αγωγή με αριθμό κατάθεσης δικογράφου 536/22.12.2021 της εταιρείας με την επωνυμία  “MEDIRAY Ο.Ε.” κατά του Πανεπιστημιακού Γενικού Νοσοκομείου Θεσσαλονίκης ΑΧΕΠΑ,,,11453.60,anonymous sponsor (empty sponsorAFMName)
6ΙΜΡ469064-Φ29,2022-06-27,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Ιούνιο 2022",,,57.25,anonymous sponsor (empty sponsorAFMName)
9ΥΘΡ469064-Π9Φ,2022-06-27,Έγκριση πραγματοποιηθεισών δαπανών,,,879429.73,anonymous sponsor (empty sponsorAFMName)
ΨΝΘ1469064-8Ν7,2022-06-17,"Έκδοση Χρηματικού Εντάλματος Προπληρωμής ποσού 4.000,00€, που αφορά στην κάλυψη έκτακτων και επειγουσών αναγκών του  Περιφερειακού Γραφείου του Εθνικού Οργανισμού Μεταμοσχεύσεων, που εδρεύει στο Πανεπιστημιακό Γενικό Νοσοκομείο Θεσσαλονίκης ΑΧΕΠΑ",,,4000.00,anonymous sponsor (empty sponsorAFMName)
ΩΑ2Γ469064-4ΦΕ,2022-06-15,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Μαίου   2022»",,,63.75,anonymous sponsor (empty sponsorAFMName)
ΨΗ30469064-6ΞΨ,2022-06-15,Έγκριση πραγματοποιηθεισών δαπανών,,,624519.72,anonymous sponsor (empty sponsorAFMName)
97ΑΚ469064-ΓΧΘ,2022-05-31,"Εξόφληση κοινόχρηστων δαπανών διαμερίσματος ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Mαυροκορδάτου 27  μηνών Ιανουαρίου -Απριλίου 2022",,,76.50,anonymous sponsor (empty sponsorAFMName)
ΩΥΚΚ469064-9Β3,2022-05-30,"«Πληρωμή προστίμου 10,74€ λόγω εκπρόθεσμης υποβολής δήλωσης Φ. Μ.Υ. μηνός Δεκεμβρίου 2021",,,10.74,anonymous sponsor (empty sponsorAFMName)
Ω882469064-Η1Ψ,2023-03-15,Έγκριση πραγματοποιηθεισών δαπανών»,,,320012.16,anonymous sponsor (empty sponsorAFMName)
Ψ872469064-ΧΘΠ,2023-03-02,"Έγκριση καταβολής συνολικού ποσού εκατόν εβδομήντα εννέα ευρώ και τριάντα λεπτών (179,30 €) στο Δικηγόρο  κ.Γεώργιο Πανούση  Νομικό Σύμβουλο του Νοσοκομείου για διάφορα έξοδα υποθέσεων του ΠΓΝΘ ΑΧΕΠΑ κατά το χρονικό διάστημα 01.06.2021-30.06.2021 και 01.02.2023»",,,179.30,anonymous sponsor (empty sponsorAFMName)
6ΞΘΖ469064-ΟΓΚ,2023-02-28,Έγκριση πραγματοποιηθεισών δαπανών»,,,285251.73,anonymous sponsor (empty sponsorAFMName)
6Δ46469064-ΕΟΒ,2023-02-28,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Φεβρουάριο 2023",,,52.95,anonymous sponsor (empty sponsorAFMName)
ΨΛΥ0469064-49Υ,2023-02-28,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Νοεμβρίου  2022",,,70.21,anonymous sponsor (empty sponsorAFMName)
6ΤΓΔ469064-Χ0Ρ,2023-02-13,Έγκριση πραγματοποιηθεισών δαπανών»,,,537299.79,anonymous sponsor (empty sponsorAFMName)
6ΛΕ4469064-ΒΡΘ,2023-02-13,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Ιανουαρίου  2023»",,,87.49,anonymous sponsor (empty sponsorAFMName)
9ΒΒΥ469064-1ΑΦ,2023-02-01,"Εξόφληση κοινόχρηστων δαπανών Μονάδας Εφήβων, μηνός Δεκεμβρίου  2022».",,,86.74,anonymous sponsor (empty sponsorAFMName)
6ΧΡΗ469064-ΥΒΤ,2023-02-01,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Ιανουάριο 2023».",,,56.45,anonymous sponsor (empty sponsorAFMName)
Ρ0ΑΦ469064-ΕΜΟ,2023-02-01,"Εξόφληση δαπανών κοινόχρηστων μηνών Σεπτεμβρίου Δεκεμβρίου 2022  διαμερίσματος ιδιοκτησίας του Νοσοκομείου, επί της οδού Mαυροκορδάτου 27.",,,74.80,anonymous sponsor (empty sponsorAFMName)
9ΝΖΝ469064-ΙΦΛ,2023-02-01,Έγκριση πραγματοποιηθεισών δαπανών,,,702771.04,anonymous sponsor (empty sponsorAFMName)
6769469064-ΓΔΧ,2023-01-17,Έγκριση πραγματοποιηθεισών δαπανών,,,407062.14,anonymous sponsor (empty sponsorAFMName)
6ΜΩΒ469064-Ο8Ε,2023-01-17,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Δεκέμβριο 2022»",,,53.65,anonymous sponsor (empty sponsorAFMName)
ΩΧ13469064-8ΧΙ,2022-12-30,Έγκριση πραγματοποιηθεισών δαπανών»,,,7.94,anonymous sponsor (empty sponsorAFMName)
ΩΧΝΧ469064-ΖΜΟ,2022-12-30,Η ενώπιον του Διοικητικού Πρωτοδικείου Θεσσαλονίκης και με αριθμό κατάθεσης δικογράφου ΑΓ 1010/27.02.2019  αγωγή  της κ.Β. Ξ. κατά του Πανεπιστημιακού Γενικού Νοσοκομείου Θεσσαλονίκης ΑΧΕΠΑ-Καταβολή αμοιβής πραγματογνώμονα».,,,250.00,anonymous sponsor (empty sponsorAFMName)
Ψ4ΓΙ469064-5ΔΔ,2022-12-28,Έγκριση πραγματοποιηθεισών δαπανών,,,227159.61,anonymous sponsor (empty sponsorAFMName)
6Μ7Η469064-ΛΗΥ,2022-12-13,Έγκριση πραγματοποιηθεισών δαπανών»,,,96408.18,anonymous sponsor (empty sponsorAFMName)
6ΔΡ2469064-1Α6,2022-12-13,Έγκριση πραγματοποιηθεισών δαπανών,,,296566.12,anonymous sponsor (empty sponsorAFMName)
ΨΒΕ5469064-Ε79,2022-12-12,"Έκδοση Χρηματικού Εντάλματος Προπληρωμής ποσού 3.000,00€, που αφορά στην κάλυψη έκτακτων και επειγουσών αναγκών του  Περιφερειακού Γραφείου του Εθνικού Οργανισμού Μεταμοσχεύσεων, που εδρεύει στο Πανεπιστημιακό Γενικό Νοσοκομείο Θεσσαλονίκης ΑΧΕΠΑ».",,,3000.00,anonymous sponsor (empty sponsorAFMName)
9Ψ0Λ469064-6Σ6,2022-11-30,Έγκριση πραγματοποιηθεισών δαπανών»,,,504033.72,anonymous sponsor (empty sponsorAFMName)
ΩΥ27469064-ΕΩΕ,2022-11-30,"Εξόφληση κοινόχρηστων δαπανών διαμερισμάτων ιδιοκτησίας του ΠΓΝΘ ΑΧΕΠΑ, επί της οδού Αλεξανδρείας 71, για το μήνα Νοέμβριο 2022",,,57.15,anonymous sponsor (empty sponsorAFMName)
6ΑΟ4469064-Ω0Β,2022-11-28,"Έγκριση πληρωμής ποσού προς  Δ΄ ΔΟΥ Θεσσαλονίκης,  που προκύπτει από την υπ’ αριθμ. 747/14-10-2022 Πράξη Επιβολής Προστίμου».",,,102.40,anonymous sponsor (empty sponsorAFMName)
ΨΙ3Ζ469064-ΘΒΕ,2022-11-14,"Έγκριση πληρωμής προς Ενιαίο Φορέα Κοινωνικής Ασφάλισης (ΕΦΚΑ), που προκύπτει από την υπ’ αριθμ. ΠΕΠΕΕ/Μ182/2022  και την υπ’ αριθμ. ΠΕΠΕΕ/Χ2/2022 Πράξη Επιβολής Πρόσθετης Επιβάρυνσης Εισφορών που επιβλήθηκε στο ΠΓΝΘ ΑΧΕΠΑ, λόγω εκπρόθεσμης υποβολής Α.Π.Δ.",,,4295.46,anonymous sponsor (empty sponsorAFMName)
