ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΕΔΥ469ΗΔΖ-340,2021-12-23,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,1558.04,self-referential (payroll/EFKA/FMY remittance)
ΨΓΠΚ469ΗΔΖ-4ΝΒ,2021-12-23,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,3845.39,self-referential (payroll/EFKA/FMY remittance)
9ΞΕΑ469ΗΔΖ-3ΜΖ,2021-12-01,ΕΦΗΜΕΡΙΕΣ 10ος 2021 ΙΑΤΡΟΙ ΕΣΠΑ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,1558.04,self-referential (payroll/EFKA/FMY remittance)
Ψ6Κ4469ΗΔΖ-7Φ4,2021-12-01,ΜΙΣΘΟΔΟΣΙΑ 11ος 2021 ΙΑΤΡΟΙ ΕΣΠΑ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,6412.34,self-referential (payroll/EFKA/FMY remittance)
67Κ8469ΗΔΖ-ΙΑΠ,2021-11-04,ΠΡΟΣΘΕΤΕΣ ΕΦΗΜΕΡΙΕΣ 2ος 2021 ΕΣΠΑ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,359.05,self-referential (payroll/EFKA/FMY remittance)
99ΒΙ469ΗΔΖ-ΜΣ5,2021-11-04,ΠΡΟΣΘΕΤΕΣ ΕΦΗΜΕΡΙΕΣ 1ος 2021 ΕΣΠΑ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,860.37,self-referential (payroll/EFKA/FMY remittance)
6ΘΨΡ469ΗΔΖ-ΦΧ1,2021-11-04,ΕΦΗΜΕΡΙΕΣ 9ου 2021 ΕΣΠΑ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,1389.69,self-referential (payroll/EFKA/FMY remittance)
ΨΧ2Ο469ΗΔΖ-ΡΡΩ,2021-11-04,ΜΙΣΘΟΔΟΣΙΑ 10ος ΕΣΠΑ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,5901.60,self-referential (payroll/EFKA/FMY remittance)
ΩΗΚ9469ΗΔΖ-ΡΟΓ,2021-10-04,ΕΦΗΜΕΡΙΕΣ ΑΥΓΟΥΣΤΟΥ 2021 - ΙΑΤΡΟΙ ΕΣΠΑ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,1522.40,self-referential (payroll/EFKA/FMY remittance)
63Τ5469ΗΔΖ-Η4Μ,2021-10-04,ΜΙΣΘΟΔΟΣΙΑ ΣΕΠΤΕΜΒΡΙΟΥ 2021 ΕΣΠΑ ΙΑΤΡΟΙ,998965076,1 ΥΠΕ ΑΤΤΙΚΗΣ ΓΕΝΙΚΟ ΟΓΚΟΛΟΓΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,5901.60,self-referential (payroll/EFKA/FMY remittance)
