month,n_payments,total_eur
2021-08,17,80484.82
2021-09,187,3632565.22
2021-10,124,1518272.73
2021-11,257,6448762.75
2021-12,305,5728172.97
2022-02,7,272972.89
2022-03,216,2488274.98
2022-04,217,3656804.53
2022-05,186,4011132.28
2022-06,17,249406.62
2022-07,243,5005904.6
2022-08,31,343672.32
2022-09,4,30318.52
2022-10,211,4521584.97
2022-11,324,3364959.98
2022-12,232,6963562.02
2023-03,238,3546405.73
2023-04,163,1197528.67
2023-05,265,2377944.21
2023-06,122,1830878.77
2023-07,236,4102711.36
2023-08,78,830151.66
2023-09,43,639669.87
2023-10,28,1090105.53
2023-11,189,4887094.8
2023-12,96,1039494.86
2024-02,131,4728212.97
2024-03,164,1836773.5
2024-04,222,2393304.07
2024-05,75,1703992.7
2024-06,270,4122889.4
2024-07,118,4919031.55
2024-08,11,518179.49
2024-09,189,670884.67
2024-10,152,2310887.81
2024-11,159,2915590.17
2024-12,109,1153811.04
2025-03,153,1377942.02
2025-04,178,1280559.31
2025-05,102,923106.69
2025-06,316,3974038.05
2025-07,73,822415.44
2025-08,452,2342012.34
2025-09,337,3242545.29
2025-10,59,274177.99
2025-11,348,1793168.7
2025-12,171,1788566.56
2026-01,2,30319.72
2026-03,162,1871375.61
2026-04,299,1195737.23
2026-05,237,1057759.56
2026-06,125,1055045.27
2026-07,187,2046464.18
2026-08,86,523608.35
