ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
6ΦΠ946906Ψ-Β6Ι,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 59032-20/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,882.88,,
ΨΠΗΑ46906Ψ-ΧΔΥ,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 59033-20/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,6262.83,,
ΨΠΔΦ46906Ψ-ΨΝΠ,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 59030-20/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,89.22,,
65ΞΒ46906Ψ-ΦΗ5,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 59029-20/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,779.12,,
97Ζ046906Ψ-ΣΓ4,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54869-03/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,934.97,,
95ΒΞ46906Ψ-ΕΟΔ,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54722-03/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,2515.2,,
6Ω7Λ46906Ψ-ΔΒΩ,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54720-03/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,18092.22,,
6ΩΧΨ46906Ψ-3ΙΞ,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54718-03/12/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,56081.13,,
9ΞΕΤ46906Ψ-ΞΙ5,2021-11-22,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 51921 - 19-NOV-21-19/11/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,46.25,,
9ΠΨ646906Ψ-ΓΝΣ,2021-11-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 51919-19/11/2021,090165560,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΚΩΝ ΓΕΝΙΚΗ   ΔIEYΘΥΝΣΗ  Δ ΚΗΣΥΠ ΞΗΣ Δ ΟΙΚ,602.2,,
