ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
Ψ1ΔΚ46906Ψ-ΛΨ8,2022-05-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 23330-20/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,4872.84,self-referential (payroll/EFKA/FMY remittance)
6Π1Λ46906Ψ-8Θ6,2022-05-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 23332-20/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,690.89,self-referential (payroll/EFKA/FMY remittance)
6Ρ3746906Ψ-ΣΑΒ,2022-05-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 23328-20/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,779.12,self-referential (payroll/EFKA/FMY remittance)
ΨΦΒ946906Ψ-Ε2Α,2022-05-06,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 21021-06/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,559.91,self-referential (payroll/EFKA/FMY remittance)
6Χ9Ε46906Ψ-ΓΡΖ,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19942-04/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,25352.63,self-referential (payroll/EFKA/FMY remittance)
6ΟΥΠ46906Ψ-ΟΜΔ,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19943-04/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,2284.39,self-referential (payroll/EFKA/FMY remittance)
6ΜΝΔ46906Ψ-ΣΨΖ,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19944-04/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,3118.23,self-referential (payroll/EFKA/FMY remittance)
6Ν3Ο46906Ψ-3ΡΩ,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19945-04/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,14706.38,self-referential (payroll/EFKA/FMY remittance)
62ΧΤ46906Ψ-ΩΘ2,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19947-04/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,3877.42,self-referential (payroll/EFKA/FMY remittance)
ΨΩ1Ρ46906Ψ-Υ9Ζ,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19950-04/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,30251.84,self-referential (payroll/EFKA/FMY remittance)
ΨΓΩΜ46906Ψ-ΣΒΝ,2022-05-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19952-04/05/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,2515.20,self-referential (payroll/EFKA/FMY remittance)
6ΕΝ046906Ψ-Ω4Ο,2022-04-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 14898-31/03/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,72273.04,self-referential (payroll/EFKA/FMY remittance)
6ΠΨΑ46906Ψ-ΟΕ2,2022-04-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 14899-31/03/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,22386.46,self-referential (payroll/EFKA/FMY remittance)
9ΙΩΓ46906Ψ-29Κ,2022-02-28,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9163-28/02/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,19639.73,self-referential (payroll/EFKA/FMY remittance)
620146906Ψ-ΞΟ1,2022-02-28,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 9164-28/02/2022,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,31851.63,self-referential (payroll/EFKA/FMY remittance)
