ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6Χ0346906Α-ΩΜ9,2021-12-06,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ ΧΕ 3142 - 04-NOV-21-06/12/2021,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,6933.88,self-referential (payroll/EFKA/FMY remittance)
ΩΤΠΥ46906Α-ΕΓΞ,2022-04-07,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ ΧΕ 451 - 06-APR-22-07/04/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,8925.54,self-referential (payroll/EFKA/FMY remittance)
6Μ3Ζ46906Α-ΨΥΡ,2022-03-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ ΧΕ 282 - 03-MAR-22-04/03/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,6578.29,self-referential (payroll/EFKA/FMY remittance)
Ψ95Ι46906Α-ΖΥΗ,2022-12-30,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ ΧΕ 3205/2022 - 29-DEC-22-30/12/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,5972.95,self-referential (payroll/EFKA/FMY remittance)
ΨΠ0946906Α-ΜΦΘ,2022-10-25,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1770/16.06.2022(ΣΟΧ4 ΙΑΝ+ΜΕΘ) - 15-SEP-22-25/10/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,3994.89,self-referential (payroll/EFKA/FMY remittance)
ΨΒ9Ν46906Α-ΗΦΗ,2022-10-25,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1770/16.06.2022(ΣΟΧ1-ΙΑΝΟΣ) - 15-SEP-22-25/10/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,5249.68,self-referential (payroll/EFKA/FMY remittance)
64ΜΙ46906Α-4ΟΤ,2022-10-25,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1770/16.06.2022(ΣΟΧ5-ΚΨΥ ΔΤ) - 15-SEP-22-25/10/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,2067.22,self-referential (payroll/EFKA/FMY remittance)
ΡΚ0Γ46906Α-Λ5Ε,2022-10-25,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1770/16.06.2022(ΣΟΧ6-ΑΡΓΩ1) - 15-SEP-22-25/10/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,3481.29,self-referential (payroll/EFKA/FMY remittance)
ΨΘΑΜ46906Α-1Ν6,2022-10-25,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1770/16.06.2022(ΣΟΧ3-ΑΡΓΩ2) - 15-SEP-22-25/10/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,10929.43,self-referential (payroll/EFKA/FMY remittance)
954Χ46906Α-Π3Γ,2022-10-25,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1770/16.06.2022 (ΕΣΠΑ-COVID19) - 15-SEP-22-25/10/2022,999294028,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ Γ ΠΑΠΑΝΙΚΟΛΑΟΥ,24592.07,self-referential (payroll/EFKA/FMY remittance)
