ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΩΝΟΣ46906Β-30Α,2021-12-23,ΧΕ-6465 ΣΕΙΡΑ Α/2021 ΥΜΒΑΣΗ ΥΠΗΡΕΣΙΩΝ ΕΝΤΑΦΙΑΣΜΟΥ ΑΖΗΤΗΤΩΝ ΣΟΡΩΝ,108839325,ΚΟΥΡΟΥΚΛΙΔΗΣ ΓΕΩ. ΘΕΟΦΙΛΟΣ   ''ΚΟΙΜΗCIC'',0.00,no amount
6ΧΡ246906Β-ΩΛΜ,2021-12-23,ΧΕ-6419 ΣΕΙΡΑ Α/2021 ΕΞΩΣΥΜΒΑΤΙΚΑ ΥΛΙΚΑ 9ος/2021,800344879,"ΠΑΠΑΦΙΓΚΟΣ Ν. & ΣΙΑ Ε.Ε , ΦΟΙΝΙΞ ΑΝΑΛΥΤΙΚΕΣ ΣΥΣΚΕΥΕΣ",0.00,no amount
635546906Β-7ΣΖ,2021-12-23,ΧΕ-6344 ΣΕΙΡΑ Α/2021 ΕΞΩΣΥΜΒΑΤΙΚΑ ΥΛΙΚΑ 8ος/2021,998829748,ΑΦΟΙ ΧΡΙΣΤΟΔΟΥΛΙΔΗ Κ. Ο.Ε.,0.00,no amount
656Ρ46906Β-ΕΓ6,2021-12-18,ΧΕ-5823 ΣΕΙΡΑ Α/2021 ΕΞΩΣΥΜΒΑΤΙΚΑ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ 6ος/2021,800453513,ΚΑΛΑΒΡΙΑΣ ΓΕΩΡΓΙΟΣ ΚΑΙ ΣΙΑ Ο.Ε.,0.00,no amount
6ΕΑΡ46906Β-1ΛΔ,2021-12-08,Α*****,,,,no sponsor block
Ψ9ΗΟ46906Β-1ΕΑ,2021-12-07,Μ*****,,,,no sponsor block
6ΕΗΣ46906Β-ΠΗΝ,2021-12-07,Μ*****,,,,no sponsor block
641246906Β-2ΓΓ,2021-12-06,Α*****,,,,no sponsor block
Ω8ΖΙ46906Β-ΠΑΓ,2021-12-06,Α*****,,,,no sponsor block
6ΑΠ946906Β-7Γ6,2021-12-06,Μ*****,,,,no sponsor block
