month,n_payments,total_eur
2021-08,434,6902133.29
2021-09,374,3258796.87
2021-10,517,6147777.94
2021-11,38,961333.73
2021-12,1356,11802919.11
2022-01,23,409466.08
2022-02,767,9623982.72
2022-03,1553,15952563.26
2022-04,745,5859592.1
2022-05,234,2975496.42
2022-06,818,7254248.13
2022-07,114,2994106.53
2022-08,48,369589.73
2022-09,1167,10129984.75
2022-10,257,3333024.69
2022-11,1275,16088045.96
2022-12,282,3636909.86
2023-01,2,800.7
2023-02,662,6586999.12
2023-03,161,4492760.08
2023-04,1112,12520706.31
2023-05,319,1752000.08
2023-06,1160,17751655.98
2023-07,453,4777904.94
2023-08,85,4408820.9
2023-09,138,4618241.23
2023-10,700,7523477.4
2023-11,294,6115990.77
2023-12,98,3849188.35
2024-02,1387,18671094.04
2024-03,392,6745689.85
2024-04,1396,10344073.61
2024-05,362,2689629.92
2024-06,1318,8947951.94
2024-07,512,4809346.76
2024-08,165,1852695.85
2024-09,508,3833558.99
2024-10,929,7015870.42
2024-11,781,9847674.2
2024-12,865,9181891.53
2025-02,1576,13686484.98
2025-03,817,9486443.18
2025-04,595,8623969.49
2025-05,791,8678921.36
2025-06,222,1745362.53
2025-07,1457,9024427.55
2025-08,807,7077219.37
2025-09,881,8155893.82
2025-10,430,3041625.16
2025-11,853,5549301.57
2025-12,1832,16585446.34
2026-02,1275,8972421.26
2026-03,970,5658171.16
2026-04,957,7919015.04
2026-05,799,5260896.66
2026-06,1547,10441497.24
2026-07,836,4667000.81
2026-08,51,1028701.93
