month,n_payments,total_eur
2021-08,540,5292078.26
2021-09,166,2978258.39
2021-10,399,5106588.85
2021-11,604,9712836.11
2021-12,545,16371824.4
2022-02,19,6200514.7
2022-03,109,2777808.25
2022-04,502,89223097.28
2022-05,443,6561855.69
2022-06,317,13693731.94
2022-07,208,4670587.3
2022-08,6,38503.9
2022-09,59,499331.66
2022-10,395,14029549.83
2022-11,563,11404630.9
2022-12,232,3256936.83
2023-01,47,2564764.73
2023-02,94,2296296.86
2023-03,244,5153696.85
2023-04,42,1226506.19
2023-05,526,12832034.12
2023-06,428,17143406.77
2023-07,441,7150942.09
2023-08,77,2843217.63
2023-09,138,4307840.11
2023-10,484,6650290.41
2023-11,197,2624125.45
2023-12,236,3837834.36
2024-01,290,12880976.09
2024-03,129,950929.7
2024-04,740,9660751.93
2024-05,153,4079361.0
2024-06,337,4286067.65
2024-07,682,9723224.45
2024-08,125,2375702.77
2024-11,608,10189653.75
2024-12,21,6871.41
2025-01,609,11801106.77
2025-03,1,78694.35
2025-11,866,15303255.55
2025-12,542,10141429.64
2026-01,2535,31618105.63
2026-02,645,13674672.27
2026-03,434,5419020.86
2026-04,366,6211359.21
2026-07,1096,13113980.79
2026-08,118,2388681.44
