ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
9ΒΣΕ4690ΩΣ-ΛΟΦ,2022-04-29,ΕΦΗΜΕΡ ΙΑΤΡΩΝ ΕΣΥ ΜΑΡΤΙΟΥ 22-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
63ΑΛ4690ΩΣ-ΜΥΒ,2022-01-19,ΠΡΟΣΘΕΤΕΣ ΕΦΗΜΕΡΙΕΣ ΑΥΓΟΥΣΤΟΥ 21-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
6ΥΕΛ4690ΩΣ-ΖΡΔ,2022-10-21,ΠΑΝ/ΚΟΙ ΓΑΤΡΟΙ ΑΠΟΓ ΑΥΓΟΥΣΤΟΥ 22-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
6ΑΘ84690ΩΣ-175,2022-10-21,ΝΟΣΗΛ ΠΡΟΣ. ΑΜΟΙΒΗ ΑΠΟΓ.ΜΗΝΟΣ ΙΟΥΛΙΟΥ 22-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
ΨΡΚΧ4690ΩΣ-ΔΡ1,2022-09-28,ΜΙΣΘΟΔΟΣΙΑ ΕΣΠΑ  ΑΠΟΔ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 22-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
ΨΧΛΞ4690ΩΣ-29Ν,2023-03-01,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΠ844690ΩΣ-Ψ3Ρ,2023-03-01,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΑΦΓ4690ΩΣ-727,2023-03-01,ΠΛΗΡΩΜΗ,,,,no sponsor block
61ΡΛ4690ΩΣ-ΖΥΣ,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΔΑΜ4690ΩΣ-4Ξ1,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΩΧ4Ψ4690ΩΣ-Ι55,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
95ΓΛ4690ΩΣ-0ΕΘ,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΩΜΕ94690ΩΣ-Α49,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΨΝΤ4690ΩΣ-ΥΨΕ,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
618Ε4690ΩΣ-ΑΞΠ,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΘΟΩ4690ΩΣ-ΖΔΥ,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΞΚΚ4690ΩΣ-ΘΛΡ,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
6Ε5Κ4690ΩΣ-Θ9Τ,2022-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
Ψ2Κ44690ΩΣ-3ΧΛ,2022-12-16,ΠΛΗΡΩΜΗ,,,,no sponsor block
9Θ1Χ4690ΩΣ-ΡΛΥ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΩΤ4Π4690ΩΣ-ΤΕΡ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
9Γ0Η4690ΩΣ-ΖΦΩ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
6ΑΚΙ4690ΩΣ-ΧΣΣ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΩΖΚΚ4690ΩΣ-ΞΘΤ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΩΜΑΧ4690ΩΣ-4Μ3,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
6ΞΠΕ4690ΩΣ-Δ7Μ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΨΜ84690ΩΣ-1Ν6,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΙΙΡ4690ΩΣ-ΓΡ9,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΨΝΤ4690ΩΣ-ΩΡΚ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
9Ρ0Κ4690ΩΣ-1ΔΛ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
9Φ394690ΩΣ-ΞΜΠ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
Ψ4ΟΠ4690ΩΣ-1ΒΕ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
9Ε0Γ4690ΩΣ-356,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
Ψ33Τ4690ΩΣ-Ζ28,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
6ΡΘΗ4690ΩΣ-ΦΓΕ,2022-12-09,ΠΛΗΡΩΜΗ,,,,no sponsor block
