month,n_payments,total_eur
2021-08,58,682342.05
2021-09,214,2344725.63
2021-10,26,223259.09
2021-11,95,770135.81
2021-12,62,806773.5
2022-01,11,7693.96
2022-02,97,23427941.68
2022-03,178,3331285.91
2022-04,171,1496372.81
2022-05,17,592952.51
2022-06,27,55339.66
2022-07,86,345553.54
2022-08,20,6445.27
2022-09,104,1167265.26
2022-10,123,4757808.06
2022-11,149,1540648.73
2022-12,32,279862.74
2023-01,9,2129.79
2023-02,271,2593642.15
2023-03,16,16824.17
2023-04,22,112831.81
2023-05,128,2873628.17
2023-06,156,1929577.23
2023-07,138,1120939.34
2023-08,14,14167.09
2023-09,275,2386646.7
2023-10,47,1270887.4
2023-11,57,356262.49
2023-12,9,155.01
2024-01,70,845565.63
2024-02,213,1770792.34
2024-03,42,410497.07
2024-04,59,833248.22
2024-05,53,805331.76
2024-06,186,841697.67
2024-07,188,1122506.27
2024-08,51,308348.86
2024-09,24,46503.22
2024-10,206,3628018.56
2024-11,39,576366.41
2024-12,154,792704.0
2025-01,6,118.75
2025-02,137,825738.95
2025-03,113,699928.14
2025-04,30,135556.2
2025-05,203,1487336.94
2025-06,130,744950.43
2025-07,72,251304.29
2025-08,34,834875.98
2025-09,192,1263553.61
2025-10,51,135304.06
2025-11,206,1310094.12
2025-12,97,1428772.77
2026-01,7,691.26
2026-02,146,1046649.66
2026-03,184,1050034.24
2026-04,170,1112873.72
2026-05,99,666700.03
2026-06,162,1920546.5
2026-07,252,1213110.0
2026-08,12,68438.82
