ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
94ΟΦ4690Β6-ΘΝΞ,2021-12-28,Χ.Ε.Π. ΚΡΑΤΗΣΕΩΝ 12ου/2021,,,,no sponsor block
Ρ59Υ4690Β6-Φ84,2021-12-13,Χ.Ε.Π. ΚΡΑΤΗΣΕΩΝ 11ου/2021,,,,no sponsor block
ΨΕΕΙ4690Β6-2ΛΙ,2021-11-24,Χ.Ε.Π. ΚΡΑΤΗΣΕΩΝ ΕΑΠ ΕΣΠΑ 11ου/2021,,,,no sponsor block
6ΦΝΧ4690Β6-Ω6Ζ,2021-11-24,Χ.Ε.Π. ΚΡΑΤΗΣΕΩΝ ΕΑΠ 11ου/2021,,,,no sponsor block
Ψ3ΘΑ4690Β6-ΕΓ1,2021-10-22,Χ.Ε.Π. ΑΠΟΔΟΣΗΣ ΚΡΑΤΗΣΕΩΝ ΕΑΠ 10ου/2021,,,,no sponsor block
9ΨΕ24690Β6-ΚΕ6,2021-12-17,Χ.Ε.Π. ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ ΕΠΙΚ.ΠΡΟΣ.ΕΣΠΑ 11ου/2021,,,,no sponsor block
Ψ1ΠΙ4690Β6-ΨΑ7,2021-12-14,Χ.Ε.Π. ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ 10ου/2021 ΓΙΑ ΤΟ ΠΡΟΣΩΠΙΚΟ ΜΕ ΑΤΟΜΙΚΕΣ ΣΥΜΒΑΣΕΙΣ ΕΣΤΙΑΣΗΣ,,,,no sponsor block
ΩΙΧΜ4690Β6-8Τ3,2021-12-09,Χ.Ε.Π. ΠΡΟΣΘΕΤΩΝ ΕΦΗΜΕΡΙΩΝ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ COVID 5ου/2021,,,,no sponsor block
6ΘΣ54690Β6-ΩΣΨ,2021-12-14,Χ.Ε.Π. ΓΙΑ ΤΗΝ ΑΠΟΔΟΣΗ Φ.Μ.Υ. ΕΞΑΙΡ. ΑΠΑΣΧ. ΟΑΕΔ 10ου/2021,,,,no sponsor block
Ψ7ΞΦ4690Β6-ΦΑΧ,2021-12-09,Χ.Ε.Π. ΝΟΣΗΛΕΥΤΙΚΟΥ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΙΑ ΤΗΝ ΣΥΜΜΕΤΟΧΗ ΤΟΥ ΣΤΗΝ ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΤΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
6ΣΒΠ4690Β6-ΒΝ9,2021-12-09,Χ.Ε.Π. ΙΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΙΑ ΤΗΝ ΣΥΜΜΕΤΟΧΗ ΤΟΥ ΣΤΗΝ ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΤΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
63074690Β6-8Ρ0,2021-12-28,Χ.Ε.Π. ΓΙΑ ΤΙΣ ΑΠΟΔΟΧΕΣ ΑΣΘΕΝΕΙΑΣ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ COVID 12ου/2021,,,,no sponsor block
ΨΨΙΝ4690Β6-4ΤΒ,2021-12-28,Χ.Ε.Π. ΓΙΑ ΤΙΣ ΤΑΚΤΙΚΕΣ ΑΠΟΔΟΧΕΣ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ COVID 11ου/2021,,,,no sponsor block
9Μ7Δ4690Β6-ΟΚΦ,2021-12-28,Χ.Ε.Π. ΓΙΑ ΤΙΣ ΤΑΚΤΙΚΕΣ ΑΠΟΔΟΧΕΣ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ COVID 12/2021,,,,no sponsor block
6ΗΝΒ4690Β6-ΟΙ0,2021-12-28,Χ.Ε.Π. ΓΙΑ ΤΙΣ ΤΑΚΤΙΚΕΣ ΑΠΟΔΟΧΕΣ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ 12ου/2021,,,,no sponsor block
Ρ00Ν4690Β6-ΗΙΘ,2021-12-28,Χ.Ε.Π. ΓΙΑ ΤΙΣ ΤΑΚΤΙΚΕΣ ΑΠΟΔΟΧΕΣ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ COVID 12ου/2021,,,,no sponsor block
Ψ7ΗΡ4690Β6-4ΓΘ,2021-12-28,Χ.Ε.Π. ΓΙΑ ΤΑ ΕΞΟΔΑ ΧΡΗΣΗΣ POS 12ου/2021,,,,no sponsor block
9ΗΛΟ4690Β6-Β4Ψ,2021-12-28,Χ.Ε.Π. ΓΙΑ ΤΙΣ ΤΑΚΤΙΚΕΣ ΑΠΟΔΟΧΕΣ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΕΣΠΑ 12ου/2021,,,,no sponsor block
