ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
Ψ7ΜΨ4690ΒΜ-ΚΟΞ,2021-11-26,ΧΕ-2282 ΣΕΙΡΑ Β/2021 ΥΠΗΡΕΣΙΕΣ ΙΑΤΡΟΥ ΕΡΓΑΣΙΑΣ ΑΠΟ 1-5-2021 ΕΩΣ 31-8-2021,059922639,ΧΑΝΤΖΗΣ ΑΝΑΣΤΑΣΙΟΣ,2215.05,,0419.01
ΩΞΔΠ4690ΒΜ-ΜΒΣ,2021-09-28,ΧΕ-1817 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΟΡΘΟΠΕΔΙΚΟΥ ΥΛΙΚΟΥ.,800500360,ΜΕΝΤΙΠΛΑΤ ΕΠΕ,1205.66,,1313.02
ΩΣΣΞ4690ΒΜ-4ΩΔ,2021-08-17,ΧΕ-1432 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ ΣΥΡΙΓΓΕΣ ΒΕΛΟΝΕΣ (03.3553.01),094429990,TELEFLEX MEDICAL ΕΛΛΑΣ Α.Ε.Ε.,7004.14,,1311.02
ΨΡ574690ΒΜ-ΑΚ7,2021-09-07,ΧΕ-1585 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓ/ΚΟΥ ΥΛΙΚΟΥ. (3886.9),998170464,ΚΑΧΙΩΝΗΣ Α. Π. ΙΩΑΚΕΙΜΙΔΟΥ Ο.Ε. K-I CONSTRUCTIONS,36.46,,1311.01
ΨΓΧ14690ΒΜ-ΛΓΗ,2021-09-07,ΧΕ-1587 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓ/ΚΟΥ ΥΛΙΚΟΥ. (3886.11),094447320,ΜΕΝΤΙΣΑΠ  A.E (MEDI SUP),876.52,,1311.01
ΩΤ394690ΒΜ-6ΕΤ,2021-09-07,ΧΕ-1584 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓ/ΚΟΥ ΥΛΙΚΟΥ. (3886.8),800407176,Ι. Γ. ΡΟΔΟΠΟΥΛΟΣ & ΣΙΑ Ε.Ε. - TOPOMED,675.8,,1311.01
63ΧΖ4690ΒΜ-ΥΘΣ,2021-09-07,ΧΕ-1582 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓ/ΚΟΥ ΥΛΙΚΟΥ.(3886.5),094429990,TELEFLEX MEDICAL ΕΛΛΑΣ Α.Ε.Ε.,39.55,,1311.01
ΨΒΓ74690ΒΜ-ΠΕΧ,2021-09-06,"ΧΕ-1554 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓ/ΚΟΥ ΥΛΙΚΟΥ.(3886,01)",800834358,CARDIOSCIENCE PC,99.7,,1311.01
ΩΧΛ74690ΒΜ-9ΩΓ,2021-09-06,ΧΕ-1555 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓ/ΚΟΥ ΥΛΙΚΟΥ.(3886.2),998179225,MILONAS HEALTH Α.Ε.,64.53,,1311.01
ΨΝ4Λ4690ΒΜ-9Φ7,2021-09-06,ΧΕ-1556 ΣΕΙΡΑ Β/2021 ΠΡΟΜΗΘΕΙΑ ΥΓ/ΚΟΥ ΥΛΙΚΟΥ.(3886.3),099603280,NIVACO ΙΑΤΡΙΚΑ-ΥΠΗΡΕΣΙΕΣ-ΚΑΤΑΣΚΕΥΕΣ Μ.Ε.Π.Ε.,258.91,,1311.01
