ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
9ΙΠΚ4690ΒΧ-ΜΡΖ,2021-12-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1231-16/12/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,4166.15,self-referential (payroll/EFKA/FMY remittance)
6Η5Ξ4690ΒΧ-Δ8Ρ,2021-12-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1230-16/12/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,2508.53,self-referential (payroll/EFKA/FMY remittance)
642Φ4690ΒΧ-ΓΔ1,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1112-03/12/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,59904.72,self-referential (payroll/EFKA/FMY remittance)
68ΣΩ4690ΒΧ-Β61,2021-11-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1021-19/11/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,3809.13,self-referential (payroll/EFKA/FMY remittance)
ΨΧΘΚ4690ΒΧ-Ζ6Ψ,2021-11-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1002-17/11/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,5017.62,self-referential (payroll/EFKA/FMY remittance)
Ω3ΧΕ4690ΒΧ-Φ6Ι,2021-11-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 889-02/11/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,62544.64,self-referential (payroll/EFKA/FMY remittance)
6ΒΘΖ4690ΒΧ-ΙΦΧ,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 783-11/10/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,3886.34,self-referential (payroll/EFKA/FMY remittance)
6ΜΦ04690ΒΧ-2Χ5,2021-10-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 808-19/10/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,4774.66,self-referential (payroll/EFKA/FMY remittance)
ΩΘ4Κ4690ΒΧ-0ΓΗ,2021-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 742-01/10/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,62358.20,self-referential (payroll/EFKA/FMY remittance)
6Φ1Ν4690ΒΧ-Α55,2021-09-28,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 726-28/09/2021,800184070,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΛΕΥΚΑΔΑΣ,5394.22,self-referential (payroll/EFKA/FMY remittance)
