month,n_payments,total_eur
2021-08,94,498287.73
2021-09,187,483651.64
2021-10,186,736615.55
2021-11,209,616036.63
2021-12,214,1168046.3
2022-01,2,2318.44
2022-02,137,338099.01
2022-03,176,516072.04
2022-04,185,649492.39
2022-05,165,420942.74
2022-06,174,731754.44
2022-07,116,605713.75
2022-08,36,59169.24
2022-09,31,246654.44
2022-10,154,540219.92
2022-11,493,1698992.64
2022-12,46,217688.33
2023-02,37,221552.49
2023-03,1,1450.8
2023-04,219,960020.41
2023-05,152,829807.53
2023-06,120,846791.97
2023-07,265,1752614.11
2023-08,256,601347.8
2023-09,5,16310.98
2023-10,47,506021.6
2023-11,335,825430.07
2023-12,31,180922.39
2024-01,19,41688.01
2024-02,212,1330171.89
2024-03,235,834226.91
2024-04,185,935563.67
2024-05,302,1208016.24
2024-06,109,238737.29
2024-07,285,1369968.91
2024-08,60,172537.43
2024-09,215,854351.26
2024-10,126,921231.5
2024-11,249,525561.35
2024-12,316,1053558.79
2025-01,4,6814.46
2025-02,186,768939.8
2025-03,86,207633.71
2025-04,245,1165650.52
2025-05,43,205957.55
2025-06,172,728308.02
2025-07,315,1220779.7
2025-08,104,400675.92
2025-09,208,849846.67
2025-10,155,855204.65
2025-11,345,1759008.83
2025-12,230,1149394.23
2026-01,1,60.0
2026-02,153,881513.27
2026-03,315,1288515.55
2026-04,180,643896.3
2026-05,344,1029905.29
2026-06,266,1210692.27
2026-07,111,528798.32
2026-08,16,102628.22
