ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
Ψ5ΚΨ4690Β1-0ΑΑ,2021-12-16,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ    1875 Γ,,,,no sponsor block
ΨΟ9Ω4690Β1-ΓΦΗ,2021-12-20,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1885 Γ,,,,no sponsor block
Ψ4Η74690Β1-Τ97,2021-12-16,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1877 Γ,,,,no sponsor block
6Η1Λ4690Β1-84Υ,2021-12-16,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1876 Γ,,,,no sponsor block
ΨΨΖ74690Β1-ΙΕΧ,2021-12-16,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1874 Γ,,,,no sponsor block
69ΔΦ4690Β1-ΕΣ7,2021-12-16,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1871 Γ,,,,no sponsor block
Ω5ΦΩ4690Β1-ΓΨΥ,2021-12-21,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1894 Γ,,,,no sponsor block
ΨΙΜΔ4690Β1-ΓΜΛ,2021-12-21,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1893 Γ,,,,no sponsor block
60844690Β1-Γ4Υ,2021-12-21,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ   1892 Γ,,,,no sponsor block
ΩΙΘ24690Β1-Μ9Θ,2021-12-21,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1891 Γ,,,,no sponsor block
ΨΘΞΩ4690Β1-Σ4Π,2021-12-21,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1890 Γ,,,,no sponsor block
Ω2694690Β1-Ο4Σ,2021-12-21,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1889 Γ,,,,no sponsor block
69ΧΩ4690Β1-ΔΜΔ,2021-12-21,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1888 Γ,,,,no sponsor block
ΨΟ514690Β1-9ΟΙ,2021-12-20,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1887 Γ,,,,no sponsor block
Ψ72Ξ4690Β1-Τ9Δ,2021-12-20,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1886 Γ,,,,no sponsor block
Ψ68Α4690Β1-ΨΑΝ,2021-12-20,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1883 Γ,,,,no sponsor block
ΨΡ214690Β1-ΗΥΗ,2021-12-20,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ    1881 Γ,,,,no sponsor block
ΩΜ144690Β1-ΡΔΥ,2021-12-20,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1880 Γ,,,,no sponsor block
6ΤΝΞ4690Β1-2ΟΖ,2021-12-20,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1879 Γ,,,,no sponsor block
ΨΚΑΩ4690Β1-ΦΟΣ,2021-12-19,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1878 Γ,,,,no sponsor block
6ΘΜΣ4690Β1-ΘΙ7,2021-12-16,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1873 Γ,,,,no sponsor block
ΨΗΩΡ4690Β1-8ΡΘ,2021-12-12,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1872 Γ,,,,no sponsor block
ΨΡΡΖ4690Β1-7ΣΑ,2021-12-13,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     1763 Γ,,,,no sponsor block
Ψ07Θ4690Β1-21Υ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1870 Γ,,,,no sponsor block
90Ν94690Β1-7ΙΚ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1869 Γ,,,,no sponsor block
ΨΡΘ64690Β1-ΥΜΟ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1868 Γ,,,,no sponsor block
63ΒΨ4690Β1-ΚΞΟ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1867 Γ,,,,no sponsor block
6Ω9Ε4690Β1-ΞΩΝ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1866 Γ,,,,no sponsor block
97794690Β1-ΜΩΜ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1865 Γ,,,,no sponsor block
Ψ4ΛΠ4690Β1-Β6Μ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1864 Γ,,,,no sponsor block
ΩΝ9Σ4690Β1-5ΚΧ,2021-12-15,Χ Ρ Η Μ Α Τ Ι Κ Ο Ε Ν Τ Α Λ Μ Α Π Λ Η Ρ Ω Μ Η Σ 1863 Γ,,,,no sponsor block
