ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
6ΖΞ4469ΗΔ8-4ΛΙ,2024-03-06,ΧΕ 571/2024 CLEMIC ΚΟΙΝΟΧΡΗΣΤΑ ΣΟΛΩΝΟΣ 5,095291607,CLEMIC SERVICES ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΚΑΙ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΠΕΤΡΕΛΑΙΟΕΙΔΩΝ ΚΑΙ ΥΠΗΡΕΣΙΩΝ,0.05,,0813
9ΚΕΟ469ΗΔ8-ΖΦ5,2024-02-29,ΧΕ 307/2024 ΕΝΟΙΚΙΟ ΚΤΙΡΙΟΥ ΑΣΩΠΙΟΥ 2 02/2024,117350542,"ΚΥΠΡΙΑΔΗ,,ΦΑΝΗ ΧΡΙΣΤΙΝΑ,ΜΙΝΩΣ",1150.0,,0813
61ΓΚ469ΗΔ8-Θ6Ζ,2024-02-19,ΧΕ 235/2024 ΕΝΟΙΚΙΟ ΚΤΙΡΙΟΥ ΣΠΥΡΙΔΟΓΙΑΝΝΗ & ΑΜΥΚΗΣ 01/2024,045681785,"ΣΩΤΗΡΙΟΥ,,ΠΟΛΥΞΕΝΗ,ΣΩΤΗΡΙΟΣ",1700.0,,0813
6ΝΟΕ469ΗΔ8-8ΚΤ,2024-02-19,ΧΕ 234/2024 ΕΝΟΙΚΙΟ ΚΤΙΡΙΟΥ ΣΠΥΡΙΔΟΓΙΑΝΝΗ & ΑΜΥΚΗΣ 12/2023,045681785,"ΣΩΤΗΡΙΟΥ,,ΠΟΛΥΞΕΝΗ,ΣΩΤΗΡΙΟΣ",1700.0,,0813
Ρ5Ο1469ΗΔ8-ΩΓ5,2024-02-14,ΧΕ 168/2024 ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΑΕΡΙΟΥ ΑΤΤΙΚΗΣ ΑΕ,997104531,ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΑΕΡΙΟΥ ΑΤΤΙΚΗΣ ΕΛΛΗΝΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΝΕΡΓΕΙΑΣ,533.36,,0842
Ρ428469ΗΔ8-47Η,2024-02-14,ΧΕ 167/2024 ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΑΕΡΙΟΥ ΑΤΤΙΚΗΣ ΑΕ,997104531,ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΑΕΡΙΟΥ ΑΤΤΙΚΗΣ ΕΛΛΗΝΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΝΕΡΓΕΙΑΣ,870.8,,0842
6Χ8Ψ469ΗΔ8-ΔΕΟ,2024-02-14,ΧΕ 137/2024 ΔΕΗ ΑΕ,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,72780.0,,0842
6Β8Μ469ΗΔ8-ΜΜ5,2024-02-14,ΧΕ 134/2024 ΔΕΗ ΑΕ,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,119343.0,,0842
ΡΟΑΙ469ΗΔ8-ΕΟΜ,2024-02-13,ΧΕ 132/2024 ΔΕΗ ΑΕ,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,113606.0,,0842
6ΑΤΨ469ΗΔ8-591,2024-02-13,ΧΕ 130/2024 ΚΟΙΝΟΧΡΗΣΤΑ,026485420,"ΤΣΟΛΚΑΣ,,ΒΑΣΙΛΕΙΟΣ,ΠΑΝΑΓΙΩΤΗΣ",80.04,,0813
