ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
64Σ4469ΗΔ8-4ΞΔ,2022-05-16,Εκτέλεση  της αρ.3200/2022  Απόφασης  Διοικητικού  Πρωτοδικείου  Αθηνών,,,17654.20,anonymous sponsor (empty sponsorAFMName)
9ΩΤ4469ΗΔ8-Τ47,2022-05-04,Εκτέλεση  της  αριθμ. 3471/2014 Απόφασης  Μονομελούς  Πρωτοδικείου  Αθηνών  και της 2799/2014 Απόφασης  του  Μονομελούς Εφετείου Αθηνών,,,7194818.00,anonymous sponsor (empty sponsorAFMName)
965Ψ469ΗΔ8-ΙΟ9,2022-09-02,Εκτέλεση  της  αριθμ. 1923/2017 Απόφασης  Μονομελούς  Πρωτοδικείου  Αθηνών και της  αρ. 3221*/2019 Απόφασης  του Μονομελούς  Εφετείου  Αθηνών,090158739,ΑΝΤΙΚΑΡΚΙΝΙΚΟ ΟΓΚΟΛΟΓ ΝΟΣΟΚ ΑΘΗΝΩΝ Ο ΑΓΙΟΣ ΣΑΒΒΑΣ,11965632.00,self-referential (payroll/EFKA/FMY remittance)
Ψ0ΩΚ469ΗΔ8-0Χ7,2022-10-26,Εκτέλεση  της  αρ. 87/2022 Απόφασης  Μονομελούς  Εφετείου Αθηνών,,,63870312.00,anonymous sponsor (empty sponsorAFMName)
961Ι469ΗΔ8-ΠΡΧ,2024-01-17,Εκτέλεση  της αρ. 14400/2023  Απόφασης  Μονομελούς  Διοικητικού  Πρωτοδικείου  Αθηνών,,,1940540.00,anonymous sponsor (empty sponsorAFMName)
95ΤΒ469ΗΔ8-ΦΞΟ,2024-06-03,ΧΕ 1691/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,93.74,anonymous sponsor (empty sponsorAFMName)
9Η2Ψ469ΗΔ8-ΦΝΧ,2024-06-03,ΧΕ 1690/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,174.01,anonymous sponsor (empty sponsorAFMName)
ΕΒΗΜ469ΗΔ8-ΘΔ1,2024-06-03,ΧΕ 1689/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,616.84,anonymous sponsor (empty sponsorAFMName)
Ρ89Σ469ΗΔ8-ΛΙΒ,2024-06-03,ΧΕ 1688/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,386.09,anonymous sponsor (empty sponsorAFMName)
Ρ5Σ6469ΗΔ8-ΣΧ0,2024-06-03,ΧΕ 1687/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,79.07,anonymous sponsor (empty sponsorAFMName)
Ρ1ΥΗ469ΗΔ8-1ΒΝ,2024-06-03,ΧΕ 1686/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,124.00,anonymous sponsor (empty sponsorAFMName)
ΨΑΤΨ469ΗΔ8-63Ρ,2024-06-03,ΧΕ 1685/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,60.00,anonymous sponsor (empty sponsorAFMName)
9ΜΔ8469ΗΔ8-ΛΥΜ,2024-06-03,ΧΕ 1684/2024 ΥΠΟΛΟΓΟΣ ΠΑΓΙΑΣ,,,24.39,anonymous sponsor (empty sponsorAFMName)
