ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΞΕΚ469Η2Π-Β6Η,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΛΟΙΠΟΥ ΠΡΟΣΩΠΙΚΟΥ 12/2021. ΚΑΤΑΒΟΛΗ ΜΕ ΕΠΙΧΟΡΗΓΗΣΗ ΜΕΣΩ ΕΣΠΑ,,,,no sponsor block
9Ι7Ε469Η2Π-Ξ8Λ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΙΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ 12/2021. ΚΑΤΑΒΟΛΗ ΜΕ ΕΠΙΧΟΡΗΓΗΣΗ ΜΕΣΩ ΕΣΠΑ,,,,no sponsor block
9Λ6Κ469Η2Π-ΚΥΕ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΛΟΙΠΟΥ EΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ COVID 12/2021  ΚΑΤΑΒΟΛΗ ΕΚΤΟΣ ΕΣΠΑ,,,,no sponsor block
64Ψ6469Η2Π-Ψ7Υ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ 12/2021 ΠΡΟΣΩΠΙΚΟΥ COVID ΚΑΤΑΒΟΛΗ ΕΚΤΟΣ ΕΣΠΑ,,,,no sponsor block
ΩΝΝ8469Η2Π-ΥΡΝ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΛΟΙΠΟΥ ΕΠΙΚΟΥΡΙΚΟΥ  ΠΡΟΣΩΠΙΚΟΥ 12/2021,,,,no sponsor block
ΨΦΦ8469Η2Π-ΨΓΣ,2021-12-28,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΕΠΙΚΟΥΡΙΚΩΝ ΙΑΤΡΩΝ 12/2021,,,,no sponsor block
ΩΧΥΛ469Η2Π-39Φ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΣΟΧ ΕΣΤΙΑΣΗΣ 12/2021,,,,no sponsor block
ΨΙ4Ρ469Η2Π-ΘΑ0,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΣΟΧ ΚΑΘΑΡΙΟΤΗΤΑΣ ΜΗΝΟΣ 12/2021,,,,no sponsor block
6ΔΠ0469Η2Π-Ε47,2021-12-28,ΤΕΛΗ ΠΑΡΑΒΟΛΟΥ,,,,no sponsor block
9ΨΞΕ469Η2Π-Λ3Ρ,2021-12-16,ΑΠΟΔΟΣΗ ΕΙΔΙΚΟΥ ΤΕΛΟΥΣ,,,,no sponsor block
Ψ9ΚΩ469Η2Π-35Ζ,2021-12-22,ΑΜΟΙΒΕΣ ΝΟΣΗΛΕΥΤΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΑΠΟ ΑΠΑΣΧΌΛΗΣΗ ΤΟΥΣ ΣΤΑ ΑΠΟΓΕΥΜΑΤΙΝΑ ΙΑΤΡΕΙΑ 09-11/2021,,,,no sponsor block
Ψ8ΚΦ469Η2Π-ΔΥΦ,2021-12-22,ΑΜΟΙΒΕΣ ΝΟΣΗΛΕΥΤΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΑΠΟ ΑΠΑΣΧΌΛΗΣΗ ΤΟΥΣ ΣΤΑ ΑΠΟΓΕΥΜΑΤΙΝΑ ΙΑΤΡΕΙΑ 03-08/2021,,,,no sponsor block
6ΨΕΓ469Η2Π-ΡΙ1,2021-12-22,ΚΑΤΑΒΟΛΗ ΑΜΟΙΒΗΣ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΑΠΟ ΑΠΑΣΧΟΛΗΣΗ ΤΟΥ ΣΤΑ ΑΠΟΓΕΥΜΑΤΙΝΑ ΙΑΤΡΕΙΑ 07-11/2021,,,,no sponsor block
ΩΜΥΝ469Η2Π-ΥΦ7,2021-12-21,ΚΑΤΑΒΟΛΗ ΤΟΚΩΝ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α346/2020.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3324/2021,,,,no sponsor block
6ΡΤΞ469Η2Π-Ω0Α,2021-12-21,ΚΑΤΑΒΟΛΗ ΠΟΣΟΥ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α346/2020.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3324/2021,,,,no sponsor block
65Χ7469Η2Π-6ΛΣ,2021-12-21,ΚΑΤΑΒΟΛΗ ΤΟΚΩΝ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α346/2020.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3324/2021,,,,no sponsor block
Ω04Λ469Η2Π-ΨΘΥ,2021-12-21,ΚΑΤΑΒΟΛΗ ΠΟΣΟΥ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α346/2020.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ,,,,no sponsor block
ΨΙΝΑ469Η2Π-Γ2Φ,2021-12-20,ΚΑΤΑΒΟΛΗ ΤΟΚΩΝ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α116/2019.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3315/2021.,,,,no sponsor block
62ΨΑ469Η2Π-ΧΔ4,2021-12-20,ΚΑΤΑΒΟΛΗ ΠΟΣΟΥ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α116/2019.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3315/2021.,,,,no sponsor block
ΨΚΩΘ469Η2Π-ΡΛΨ,2021-12-20,ΚΑΤΑΒΟΛΗ ΤΟΚΩΝ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α116/2019.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3315/2021.,,,,no sponsor block
ΨΠΑ1469Η2Π-Ρ7Τ,2021-12-20,ΚΑΤΑΒΟΛΗ ΠΟΣΟΥ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α116/2019.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3315/2021.,,,,no sponsor block
ΨΝΓΘ469Η2Π-ΝΩΣ,2021-12-20,ΚΑΤΑΒΟΛΗ ΤΟΚΩΝ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α116/2019.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3315/2021.,,,,no sponsor block
Ω5ΥΜ469Η2Π-9ΝΙ,2021-12-20,ΚΑΤΑΒΟΛΗ ΠΟΣΟΥ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΠΡΩΤΟΔΙΚΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. Α116/2019.,,,,no sponsor block
94ΡΜ469Η2Π-Ι3Σ,2021-12-20,ΚΑΤΑΒΟΛΗ ΤΟΚΩΝ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΕΦΕΤΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. 274/2020.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3313/2021.,,,,no sponsor block
97ΧΣ469Η2Π-ΚΔ7,2021-12-20,ΚΑΤΑΒΟΛΗ ΠΟΣΟΥ ΚΑΤΟΠΙΝ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΙΚΟΥ ΕΦΕΤΕΙΟΥ ΤΡΙΠΟΛΗΣ. ΠΛΗΡΩΜΗ ΜΕΣΩ ΕΠΙΧΟΡΗΓΗΣΗΣ. ΑΠ. 274/2020.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ.,,,,no sponsor block
Ψ7Ξ7469Η2Π-1ΗΔ,2021-12-20,ΕΚΔΟΣΗ ΣΥΜΨΗΦΙΣΤΙΚΟΥ ΕΝΤΑΛΜΑΤΟΣ ΠΡΟΣ ΤΑΚΤΟΠΟΙΗΣΗ ΒΑΣΕΙ ΤΗΣ ΜΕ ΑΡ. 909/17.01.2019 ΑΠΟΦΑΣΗΣ ΤΟΥ ΔΙΟΙΚΗΤΗ ΤΟΥ ΠΓΝ ΤΡΙΠΟΛΗΣ ΜΗΝΑΣ 11/2021,,,,no sponsor block
6ΘΑΚ469Η2Π-4Ρ2,2021-12-17,ΚΑΤΑΒΟΛΗ ΕΡΓΟΔΟΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΣΠΟΥΔΑΣΤΩΝ ΙΕΚ - ΕΠΑΛ ΜΗΝΟΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6ΤΥΗ469Η2Π-ΡΕΣ,2021-12-17,ΜΙΣΘΟΔΟΣΙΑ ΣΠΟΥΔΑΣΤΩΝ ΤΕΙ ΜΗΝΟΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6ΚΩΒ469Η2Π-ΓΑΨ,2021-12-16,ΑΠΟΖΗΜΙΩΣΗ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΕΜΒΟΛΙΑΣΤΙΚΟΥ ΜΗΝΟΣ 10/2021,,,,no sponsor block
9Η2Λ469Η2Π-ΑΦΞ,2021-12-16,ΑΠΟΖΗΜΙΩΣΗ ΕΦΗΜΕΡΙΩΝ ΔΙΑΚΟΜΙΔΩΝ ΙΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,,no sponsor block
9ΣΚΑ469Η2Π-ΩΜΕ,2021-12-16,ΑΠΟΖΗΜΙΩΣΗ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΕΜΒΟΛΙΑΣΤΙΚΟΥ ΜΗΝΟΣ 10/2021,,,,no sponsor block
Ψ4ΟΚ469Η2Π-ΙΗΠ,2021-12-16,ΑΠΟΖΗΜΙΩΣΗ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΕΜΒΟΛΙΑΣΤΙΚΟΥ ΜΗΝΟΣ 11/2021,,,,no sponsor block
9ΣΠ8469Η2Π-6ΡΞ,2021-12-16,ΚΑΤΑΒΟΛΗ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ ΕΜΒΟΛΙΑΣΤΙΚΟΥ  11/2021.,,,,no sponsor block
Ψ7ΠΑ469Η2Π-ΙΦΗ,2021-12-16,ΜΙΣΘΟΔΟΣΙΑ ΛΟΙΠΟΥ ΠΡΟΣΩΠΙΚΟΥ COVID ΕΚΤΟΣ ΠΔΕ 11/2021,,,,no sponsor block
ΩΧΣ9469Η2Π-27Α,2021-12-16,ΑΠΟΖΗΜΙΩΣΕΙΣ ΕΜΒΟΛΙΑΣΤΙΚΟΥ ΚΕΝΤΡΟΥ 10-11/2021,,,,no sponsor block
61ΥΒ469Η2Π-2Ω3,2021-12-16,ΑΠΟΖΗΜΙΩΣΕΙΣ ΕΜΒΟΛΙΑΣΤΙΚΟΥ ΚΕΝΤΡΟΥ 10-11/2021,,,,no sponsor block
6ΜΧ4469Η2Π-6Ξ8,2021-12-16,ΑΠΟΖΗΜΙΩΣΕΙΣ ΕΜΒΟΛΙΑΣΤΙΚΟΥ ΚΕΝΤΡΟΥ 10-11/2021,,,,no sponsor block
ΨΓ6Θ469Η2Π-ΧΥΣ,2021-12-15,ΚΑΤΑΒΟΛΗ ΥΠΕΡΩΡΙΩΝ ΚΑΙ ΝΥΧΤΕΡΙΝΩΝ ΕΞΑΙΡΕΣΙΜΩΝ 11/2021. ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3245/2021. ΚΑΤΑΒΟΛΗ ΜΕΣΩ ΕΣΠΑ,,,,no sponsor block
ΩΘΕΨ469Η2Π-ΓΝ7,2021-12-15,ΚΑΤΑΒΟΛΗ ΠΡΟΣΘΕΤΩΝ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ 8/2021.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3232/2021. ΚΑΤΑΒΟΛΗ ΜΕΣΩ ΕΣΠΑ,,,,no sponsor block
61ΧΤ469Η2Π-ΥΦΜ,2021-12-15,ΚΑΤΑΒΟΛΗ ΠΡΟΣΘΕΤΩΝ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ 7/2021.  ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3229/2021 ΚΑΤΑΒΟΛΗ ΜΕΣΩ ΕΣΠΑ,,,,no sponsor block
6Ρ1Ψ469Η2Π-ΡΞΒ,2021-12-15,ΚΑΤΑΒΟΛΗ ΥΠΕΡΩΡΙΩΝ ΚΑΙ ΝΥΧΤΕΡΙΝΩΝ ΕΞΑΙΡΕΣΙΜΩΝ 10/2021. ΕΠΙΣΥΝΑΨΗ ΔΕΣΜΕΥΣΕΩΝ ΚΑΙ ΔΙΚΑΙΟΛΟΓΗΤΙΚΩΝ ΣΤΟ ΧΕΠ 3223/2021. ΚΑΤΑΒΟΛΗ ΜΕΣΩ ΕΣΠΑ,,,,no sponsor block
