ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
9Π3Χ4690ΒΦ-ΗΣ0,2021-12-28,ΧΕ Β/2522 - 28/12/2021 ΔΟΥ ( ΜΕΣΩ ΚΑΤΑΣΧΕΣΗΣ),,ΔΟΥ ( ΜΕΣΩ ΚΑΤΑΣΧΕΣΗΣ),102.60,anonymous sponsor (empty sponsorAFMName)
Ψ6ΙΟ4690ΒΦ-ΞΕΙ,2021-12-28,ΧΕ Ε/263 - 28/12/2021 BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,,BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,5897.00,anonymous sponsor (empty sponsorAFMName)
Ψ6ΙΟ4690ΒΦ-ΞΕΙ,2021-12-28,ΧΕ Ε/263 - 28/12/2021 BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,,BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,45174.48,anonymous sponsor (empty sponsorAFMName)
Ψ6ΙΟ4690ΒΦ-ΞΕΙ,2021-12-28,ΧΕ Ε/263 - 28/12/2021 BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,,BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,1546.67,anonymous sponsor (empty sponsorAFMName)
Ψ6ΙΟ4690ΒΦ-ΞΕΙ,2021-12-28,ΧΕ Ε/263 - 28/12/2021 BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,,BRAHIMI ALIDA ΚΑΙ 61 ΔΙΚΑΙΟΥΧΟΙ,13640.94,anonymous sponsor (empty sponsorAFMName)
ΨΘΤΠ4690ΒΦ-ΨΥ7,2021-12-28,ΧΕ Ε/262 - 28/12/2021 BRAHIMI ALIDA ΚΑΙ 8 ΔΙΚΑΙΟΥΧΟΙ,,BRAHIMI ALIDA ΚΑΙ 8 ΔΙΚΑΙΟΥΧΟΙ,0.58,anonymous sponsor (empty sponsorAFMName)
ΨΘΤΠ4690ΒΦ-ΨΥ7,2021-12-28,ΧΕ Ε/262 - 28/12/2021 BRAHIMI ALIDA ΚΑΙ 8 ΔΙΚΑΙΟΥΧΟΙ,,BRAHIMI ALIDA ΚΑΙ 8 ΔΙΚΑΙΟΥΧΟΙ,340.13,anonymous sponsor (empty sponsorAFMName)
ΨΘΤΠ4690ΒΦ-ΨΥ7,2021-12-28,ΧΕ Ε/262 - 28/12/2021 BRAHIMI ALIDA ΚΑΙ 8 ΔΙΚΑΙΟΥΧΟΙ,,BRAHIMI ALIDA ΚΑΙ 8 ΔΙΚΑΙΟΥΧΟΙ,86.59,anonymous sponsor (empty sponsorAFMName)
6ΛΟΓ4690ΒΦ-ΜΔ5,2021-12-28,ΧΕ Ε/261 - 28/12/2021 ΚΑΡΑΜΠΕΤΣΟΣ ΒΑΣΙΛΕΙΟΣ & 7  ΔΙΚΑΙΟΥΧΟΙ,,ΚΑΡΑΜΠΕΤΣΟΣ ΒΑΣΙΛΕΙΟΣ & 7  ΔΙΚΑΙΟΥΧΟΙ,2240.00,anonymous sponsor (empty sponsorAFMName)
6ΛΟΓ4690ΒΦ-ΜΔ5,2021-12-28,ΧΕ Ε/261 - 28/12/2021 ΚΑΡΑΜΠΕΤΣΟΣ ΒΑΣΙΛΕΙΟΣ & 7  ΔΙΚΑΙΟΥΧΟΙ,,ΚΑΡΑΜΠΕΤΣΟΣ ΒΑΣΙΛΕΙΟΣ & 7  ΔΙΚΑΙΟΥΧΟΙ,14020.00,anonymous sponsor (empty sponsorAFMName)
