ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
ΨΥ3Ο469069-ΞΨΔ,2021-12-15,Χ/Ε 3172/2021,081308853,ΑΦΟΙ ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΟΕ,4339.3,39223100-2,"1129, 1381"
ΨΓ71469069-ΕΕΙ,2021-12-07,Χ/Ε 3279/2021,999216929,ΑΦΟΙ ΛΙΑΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΕΜΠΟΡΙΑ ΕΙΣΑΓΩΓΕΣ ΑΥΤΟΚΙΝΗΤΩΝ ΑΝΤΑΛΛΑΚΤΙΚΩΝ ΚΑΙ ΣΥΝΕΡΓΕΙΑ ΚΤΗΜΑΤ ΞΕΝΟΔ ΠΑΡΑΓΩΓΗ ΚΑΙ ΠΩΛ ΗΛΕΚΤ,2786.79,34330000-9,1431
9ΠΓΧ469069-ΝΟ3,2021-12-10,Χ/Ε 3339/2021,999324154,ΜΑΡΙΝΑ ΓΕΩΡΓΑΚΗ ΚΑΙ ΣΙΑ ΕΕ,3273.6,33140000-3,1311
ΩΔΑΒ469069-Ψ9Φ,2021-12-10,Χ/Ε 3338/2021,058415318,"ΜΑΥΡΟΔΗΜΗΤΡΑΚΗΣ,,ΕΜΜΑΝΟΥΗΛ,ΙΩΑΝΝΗΣ",548.33,33140000-3,1311
66ΥΤ469069-ΩΥΝ,2021-12-10,Χ/Ε 3337/2021,131700090,"ΣΤΑΥΡΙΔΟΥ,,ΧΡΙΣΤΙΝΑ,ΑΝΤΩΝΙΟΣ",6618.6,33140000-3,1311
6ΔΕ4469069-6ΑΠ,2021-12-10,Χ/Ε 3334/2021,061362880,"ΚΩΛΕΤΣΗ,,ΒΑΣΙΛΙΚΗ,ΠΑΝΑΓΙΩΤΗΣ",13.73,37442800-8,1899
6ΠΖ3469069-ΟΝ8,2021-12-10,Χ/Ε 3333/2021,999999999,ΚΟΥΡΟΥΠΑΣ ΓΕΩΡΓΙΟΣ,195.98,98390000-3,0813
Ω3Ι7469069-1ΛΟ,2021-12-10,Χ/Ε 3332/2021,999999999,ΒΑΣΙΛΕΙΟΥ ΕΥΘΥΜΙΑ,29.54,98390000-3,0813
ΨΚΦΖ469069-636,2021-12-10,Χ/Ε 3331/2021,800423625,MEDIMEL ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,1324.57,33140000-3,1311
ΩΘ25469069-ΧΗ5,2021-12-10,Χ/Ε 3330/2021,800820495,SPET MEDICAL I K E,1377.92,33140000-3,1311
Ψ2ΗΚ469069-8Κ4,2021-12-10,Χ/Ε 3329/2021,094177075,ΜΔΚΑΛΑΠΟΔΗΣ ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΜΗΧΑΝΩΝ ΚΑΙ ΥΛΙΚΩΝ ΓΡΑΦΕΙΟΥ,3731.55,98390000-3,0887
ΨΠΑΩ469069-ΗΙΟ,2021-09-21,Χ/Ε 2374/2021,095250011,COMPUTER STUDIO ΣΥΣΤΗΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ ΕΜΠΟΡΙΑ ΚΑΙ ΥΠΗΡΕΣΙΕΣ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,6169.02,98390000-3,0887
ΩΧΟΙ469069-ΙΒΥ,2021-12-03,ΧΕ 3213/21,094159555,ROCHE ΕΛΛΑΣ ΑΕ,195114.7,,1312
6ΝΛΙ469069-ΠΥΚ,2021-12-03,ΧΕ 3210/21,800606012,BGP ΦΑΡΜΑΚΕΥΤΙΚΑ ΠΡΟΙΟΝΤΑ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,20357.35,,1312
6ΠΝ0469069-ΤΨΨ,2021-12-03,ΧΕ 3206/21,094056437,BAYER ΕΛΛΑΣ ΑΒΕΕ,6933.15,,1312
6951469069-ΛΝΤ,2021-12-14,ΧΕ 3362/21,999999999,ΑΒΡΑΜΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ & ΑΛΛΟΙ 636,94996.95,,"0261,0263"
ΨΛ6Σ469069-ΔΜ8,2021-12-14,ΧΕ 3363/21,999999999,ΑΓΓΕΛΙΔΗΣ ΝΙΚΟΛΑΟΣ & ΑΛΛΟΙ 297,21791.78,,"0261,0263"
94ΤΖ469069-2ΛΘ,2021-12-14,ΧΕ 3364/21,999999999,ΑΚΡΙΒΙΔΟΥ ΔΕΣΠΟΙΝΑ & ΑΛΛΟΙ 24,20434.93,,"0261,0263"
6Θ00469069-ΣΟΣ,2021-12-14,ΧΕ 3365/21,999999999,ΑΔΑΜΟΠΟΥΛΟΣ ΑΔΑΜ & ΑΛΛΟΙ 13,15087.22,,0418
ΩΖΓΛ469069-8ΞΧ,2021-12-14,ΧΕ 3366/21,999999999,ΑΓΑΠΗΤΟΥ ΘΕΩΝΗ & ΑΛΛΟΙ 332,293754.13,,0277
Ω5ΔΚ469069-ΖΝΞ,2021-12-14,ΧΕ 3367/21,999999999,ΑΘΑΝΑΣΙΟΥ ΚΑΛΟΜΟΙΡΑ & ΑΛΛΟΙ 11,12064.93,,0277
9Ο2Ε469069-ΩΩΑ,2021-12-14,ΧΕ 3368/21,999999999,ΑΓΓΕΛΗ ΛΑΜΠΡΙΝΗ & ΑΛΛΟΙ 147,17413.61,,9416
6Ε94469069-Θ30,2021-12-14,ΧΕ 3369/21,999999999,ΓΙΑΝΝΑΚΑΚΗ ΜΑΡΙΑ & ΑΛΛΟΙ 4,3923.36,,9416
6ΨΘΩ469069-Χ08,2021-12-10,ΧΕ 3321/21,999999999,ΑΓΓΕΛΙΔΗΣ ΝΙΚΟΛΑΟΣ & ΑΛΛΟΙ 307,26821.15,,"0261,0263"
ΨΙΨΞ469069-ΑΓΔ,2021-12-10,ΧΕ 3322/21,999999999,ΑΚΡΙΒΙΔΟΥ ΔΕΣΠΟΙΝΑ & ΑΛΛΟΙ 24,21568.29,,"0261,0263"
6ΩΦ9469069-05Τ,2021-12-10,ΧΕ 3323/21,999999999,ΑΔΑΜΟΠΟΥΛΟΣ ΑΔΑΜ & ΑΛΛΟΙ 13,15087.22,,0418
ΩΔ13469069-8Φ2,2021-12-10,ΧΕ 3324/21,999999999,ΑΓΑΠΗΤΟΥ ΘΕΩΝΗ & ΑΛΛΟΙ 330,278586.51,,0277
ΩΑΑ0469069-8ΕΝ,2021-12-10,ΧΕ 3325/21,999999999,ΑΘΑΝΑΣΙΟΥ ΚΑΛΟΜΟΙΡΑ & ΑΛΛΟΙ 11,13136.29,,0277
66ΘΕ469069-Κ5Μ,2021-12-10,ΧΕ 3326/21,999999999,ΓΕΩΡΓΙΑΔΗ ΑΔΑΜΑΝΤΙΑ & ΑΛΛΟΙ 5,4954.16,,9416
ΨΚ8Η469069-ΨΝΙ,2021-12-10,ΧΕ 3327/21,999999999,ΑΓΓΕΛΗ ΛΑΜΠΡΙΝΗ & ΑΛΛΟΙ 144,19529.25,,9416
ΨΠ6Π469069-51Π,2021-12-10,ΧΕ 3320/21,999999999,ΑΒΡΑΜΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ & ΑΛΛΟΙ 621,93913.0,,"0261,0263"
Ψ4ΙΖ469069-Ο3Φ,2021-11-30,ΧΕ 3095/21,999999999,PLERI LENTIA & ΑΛΛΟΣ 1,352.16,,0289
Ψ3ΡΠ469069-ΖΥΧ,2021-11-30,ΧΕ 3096/21,999999999,ΚΑΝΑΚΗ ΜΑΡΙΑ,176.08,,0289
6ΜΜΧ469069-624,2021-11-30,ΧΕ 3097/21,999999999,ABDELNABI AHMED & ΑΛΛΟΙ 182,137229.44,,"0224,0212,0251"
Ψ6ΤΠ469069-Ρ5Α,2021-11-30,ΧΕ 3098/21,999999999,ΖΑΡΚΑΛΗΣ ΒΑΣΙΛΕΙΟΣ & ΑΛΛΟΣ 1,353.75,,0224
ΨΒΤΖ469069-ΜΑ3,2021-11-30,ΧΕ 3099/21,999999999,ΡΟΥΜΠΗ ΑΙΚΑΤΕΡΙΝΗ,2141.0,,"0219,0223,0224,0257"
ΨΩΕΓ469069-5ΟΩ,2021-11-30,ΧΕ 3100/21,999999999,ΝΤΕΛΗ ΑΛΕΞΑΝΔΡΑ & ΑΛΛΟΙ 2,717.0,,"0219,0224"
ΩΘΕ7469069-ΙΥ1,2021-11-30,ΧΕ 3101/21,999999999,NAKANWAGI MAGDAL & ΑΛΛΟΙ 202,221580.23,,9411
6ΚΓΒ469069-06Κ,2021-11-30,ΧΕ 3102/21,999999999,ΜΠΟΥΡΑΖΑΝΑ ΕΛΕΝΗ & ΑΛΛΟΙ 2,699.15,,9411
Ω0ΚΘ469069-ΛΨΜ,2021-11-30,ΧΕ 3103/21,999999999,ΓΕΩΡΓΙΑΔΗ ΑΔΑΜΑΝΤΙΑ & ΑΛΛΟΙ 7,15404.73,,9411
Ω8ΓΠ469069-Ι84,2021-11-30,ΧΕ 3104/21,999999999,ΓΙΑΝΝΑΚΑΚΗ ΜΑΡΙΑ & ΑΛΛΟΙ 2,478.53,,9411
65Γ8469069-ΞΜΘ,2021-11-30,ΧΕ 3105/21,999999999,FUNDUKAS ALEKSIS & ΑΛΛΟΙ 24,50760.5,,"0219,0223,0224,0257"
ΩΧΤ1469069-ΟΛ1,2021-11-30,ΧΕ 3106/21,999999999,ΝΙΚΟΛΑΚΟΠΟΥΛΟΥ ΑΣΗΜΙΝΑ,67.6,,0219
ΩΞΚΣ469069-ΞΗ0,2021-11-30,ΧΕ 3107/21,999999999,ΑΓΑΣ ΑΠΟΣΤΟΛΟΣ & ΑΛΛΟΙ 16,19424.0,,"0219,0224,0259"
6ΔΝΤ469069-Γ9Θ,2021-11-30,ΧΕ 3108/21,999999999,ΑΒΡΑΜΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ & ΑΛΛΟΣ 1,456.66,,0219
63Ζ5469069-ΦΑΨ,2021-11-30,ΧΕ 3109/21,999999999,MARKU JOANA & ΑΛΛΟΙ 61,72015.8,,"0219,0224,0259"
ΩΓΛ4469069-ΛΗ5,2021-11-30,ΧΕ 3110/21,999999999,CAKONI MIRANDA & ΑΛΛΟΙ 110,110802.33,,"0219,0224,0259"
6ΧΣ7469069-9Θ0,2021-12-28,Χ/Ε 3539/2021,999999999,ΛΑΓΟΜΙΤΖΗΣ ΠΑΝΑΓΙΩΤΗΣ & ΑΛΛΟΙ 2 ΕΑΠ,709.82,98390000-3,9411
Ω1ΙΓ469069-455,2021-12-28,Χ/Ε 3538/2021,999999999,NAKANWAGI MAGDAL & ΑΛΛΟΙ 200 ΕΑΠ,216968.83,98390000-3,9411
ΩΑΕΘ469069-Κ7Ο,2021-12-28,Χ/Ε 3537/2021,999999999,ΓΙΑΝΝΑΚΑΚΗ ΜΑΡΙΑ & ΑΛΛΟΙ 6 ΕΑΠ,14611.0,98390000-3,9411
ΨΝ8Κ469069-ΘΣΜ,2021-12-28,Χ/Ε 3534/2021,999999999,ΦΕΤΣΗ ΑΛΙΚΗ ΕΑΠ,199.83,98390000-3,0219
ΨΧ2Λ469069-ΠΝ1,2021-12-28,Χ/Ε 3533/2021,999999999,MARKU JOANA & ΑΛΛΟΙ 60 ΕΑΠ,71135.77,98390000-3,"0219, 0224, 0259"
900Κ469069-ΤΚΠ,2021-12-28,Χ/Ε 3531/2021,999999999,FUNDUKAS ALEKSIOS & ΑΛΛΟΙ 23 ΕΑΠ,44944.56,98390000-3,"0219, 0223, 0224, 0257"
ΩΧ0Ζ469069-ΦΡ3,2021-12-28,Χ/Ε 3530/2021,999999999,ΑΓΑΣ ΑΠΟΣΤΟΛΟΣ & ΑΛΛΟΙ 16 ΕΑΠ,19484.0,98390000-3,"0219, 0224, 0259"
9Ι6Κ469069-ΦΥ9,2021-12-28,Χ/Ε 3529/2021,999999999,ABDELNABI AHMED & ΑΛΛΟΙ 184 ΕΑΠ,136747.69,98390000-3,"0224, 0212, 0251"
9ΤΑΟ469069-Η02,2021-12-28,X/E 3528/2021,999999999,ΡΟΥΜΠΗ ΑΙΚΑΤΕΡΙΝΗ ΕΑΠ,2141.0,98390000-3,"0219, 0223, 0224, 0257"
6ΦΕΚ469069-ΦΥΦ,2021-12-28,Χ/Ε 3527/2021,999999999,PLERI LENTIA & ΑΛΛΟΙ 2 ΕΑΠ,52824.0,98390000-3,0289
ΩΣ5Ω469069-Ω4Γ,2021-11-30,ΧΕ 3094/21,094355230,ΑΦΟΙ Η ΦΟΥΦΑ ΑΕ,6175.47,,1511
ΨΞ8Χ469069-ΨΑ1,2021-11-30,ΧΕ 3093/21,099720133,ΑΜΑΝΤΑ ΕΜΠΟΡΙΚΗ ΕΙΣΑΓΩΓΙΚΗ ΚΑΙ ΕΞΑΓΩΓΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΤΡΟΦΙΜΩΝ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΞΕΝΟΔΟΧΕΙΑΚΗ ΜΕΣΙΤΙΚΗ,433.69,,1511
Ψ2ΠΘ469069-Δ61,2021-11-30,ΧΕ 3092/21,095627710,ΤΡΟΦΟΕΜΠΟΡΙΚΗ ΕΜΠΟΡΙΑ ΤΡΟΦΙΜΩΝ ΚΑΙ ΕΙΔΩΝ ΠΑΝΤΟΠΩΛΕΙΟΥ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,3413.33,,1511
ΩΘΕΚ469069-Τ5Η,2021-11-30,ΧΕ 3091/21,997565624,ΑΙΓΑΙΟΝ ΓΕΝΙΚΗ ΠΡΟΜΗΘΕΥΤΙΚΗ ΤΡΟΦΙΜΩΝ ΕΠΕ,192.31,,1511
ΨΝΨ3469069-44Ω,2021-11-30,ΧΕ 3090/21,099001901,ΔΙΒΑΡΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,3426.52,,1511
ΩΥΧΛ469069-2ΣΤ,2021-11-30,ΧΕ3089/21,093252125,ΓΑΛΑΚΤΟΚΟΜΙΚΑ ΜΑΝΔΡΕΚΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,12.21,,1511
64ΘΣ469069-Λ7Β,2021-11-30,ΧΕ 3088/21,997565624,ΑΙΓΑΙΟΝ ΓΕΝΙΚΗ ΠΡΟΜΗΘΕΥΤΙΚΗ ΤΡΟΦΙΜΩΝ ΕΠΕ,145.77,,1511
Ψ5ΟΡ469069-2ΞΞ,2021-11-30,ΧΕ 3087/21,094340092,ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΙΣΑΓΩΓΙΚΗ Κ ΕΞΑΓΩΓ ΕΤΑΙΡ ΕΜΠ ΚΡΕΑΤΟΣ Κ ΠΑΡΑΓ ΑΥΤΟΥ ΚΑΘΩΣ Κ ΕΜΠ ΤΡΟΦΙΜΩΝ ΕΙΔΩΝ SUPER MARKET ΛΑΚΡΕ ΑΕ,257.08,,1511
6714469069-Λ3Η,2021-11-30,ΧΕ 3086/21,099720133,ΑΜΑΝΤΑ ΕΜΠΟΡΙΚΗ ΕΙΣΑΓΩΓΙΚΗ ΚΑΙ ΕΞΑΓΩΓΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΤΡΟΦΙΜΩΝ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΞΕΝΟΔΟΧΕΙΑΚΗ ΜΕΣΙΤΙΚΗ,314.37,,1511
ΨΧΕ3469069-ΟΑΘ,2021-11-17,ΧΕ 2946/21,999575729,DEPLOYMED ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,934.04,,1311
Ψ3ΜΠ469069-ΩΤΑ,2021-11-17,ΧΕ 2925/21,999869222,EDWARDS LIFESCIENCES HELLAS  ΕΝΤΟΥΑΡΝΤΣ ΛΑΙΦΣΑΙΕΝΣΕΣ ΕΛΛΑΣ ΜΟΝ  ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡ ΕΥΘΥΝΗΣ ΕΙΣΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡ ΙΑΤΡΙΚ ΕΙΔΩΝ,8083.46,,1311
ΨΨΠΗ469069-4ΓΦ,2021-11-17,ΧΕ 2929/21,094503580,ΕΝΟΡΑΣΙΣ ΑΝ ΕΜΕΤ ΦΑΡΜΑΚΕΥΤ ΙΑΤΡΙΚ ΥΛΙΚΩΝ ΜΗΧΑΝΗΜΑΤΩΝ,3793.78,,1311
ΨΨΠΗ469069-4ΓΦ,2021-11-17,ΧΕ 2929/21,094503580,ΕΝΟΡΑΣΙΣ ΑΝ ΕΜΕΤ ΦΑΡΜΑΚΕΥΤ ΙΑΤΡΙΚ ΥΛΙΚΩΝ ΜΗΧΑΝΗΜΑΤΩΝ,954.8,,1359
69ΦΕ469069-9ΜΜ,2021-11-17,ΧΕ 2924/21,095530045,ΜΠΑΞΤΕΡ ΕΛΛΑΣ ΕΠΕ,32728.29,,1311
ΩΗΣΦ469069-1ΜΑ,2021-10-13,ΧΕ 2542/21,094027257,ABBOTT LABORATORIES ΕΛΛΑΣ ABEE,14351.0,,1359
ΩΘΔΟ469069-ΞΥΜ,2021-12-07,ΧΕ 3275/21,094041553,DEMO ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ,29587.29,,1312
ΩΝ7Φ469069-6ΒΡ,2021-12-07,ΧΕ 3274/21,094041553,DEMO ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ,29212.96,,1312
6Χ09469069-Υ1Ω,2021-12-07,ΧΕ 3273/21,094041553,DEMO ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ,62469.31,,1312
ΨΔΡΤ469069-ΣΗΝ,2021-12-07,ΧΕ 3270/21,094012336,ΠΦΑΙΖΕΡ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΚΤΗΝΟΤΡΟΦΩΝ,117270.25,,1312
ΨΗΖ0469069-ΞΩ1,2021-12-07,ΧΕ 3269/21,094012336,ΠΦΑΙΖΕΡ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΚΤΗΝΟΤΡΟΦΩΝ,248655.56,,1312
6ΣΑΝ469069-ΒΡΑ,2021-12-07,ΧΕ 3271/21,094002423,ΜΠΡΙΣΤΟΛ ΜΑΓΙΕΡΣ ΣΚΟΥΙΜΠ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ ΚΑΛΛΥΝΤΙΚΩΝ ΚΑΙ ΚΑΤΑΝΑΛΩΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ,162441.81,,1312
6Υ3Π469069-6Τ9,2021-12-07,XE 3272/21,094041553,DEMO ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ,41548.17,,1312
ΨΔΞΔ469069-ΡΛΨ,2021-12-07,ΧΕ 3281/21,094041553,DEMO ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ,30075.57,,1312
ΨΛΔΔ469069-Ε7Α,2021-12-07,χε 3280/21,800878331,AMOMED ΦΑΡΜΑΚΕΥΤΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,146166.9,,1312
