month,n_payments,total_eur
2021-08,310,6436790.48
2021-09,299,3579241.46
2021-10,287,15529306.77
2021-11,415,8363713.15
2021-12,422,6956665.91
2022-01,65,1590652.5
2022-02,52,23633303.71
2022-03,288,25421116.38
2022-04,312,6036585.38
2022-05,514,45322440.49
2022-06,395,4522684.4
2022-07,355,6656179.0
2022-08,280,3253082.9
2022-09,484,6887457.78
2022-10,497,10281338.33
2022-11,729,9157658.2
2022-12,344,25718789.6
2023-01,101,2894167.79
2023-02,171,2502864.98
2023-03,722,6439658.12
2023-04,481,8251276.15
2023-05,563,9152688.75
2023-06,480,7684981.4
2023-07,472,10682947.48
2023-08,304,5134741.08
2023-09,431,5871392.83
2023-10,476,5413484.89
2023-11,254,4592001.41
2023-12,246,8440823.8
2024-01,12,24198444.8
2024-02,327,4585654.69
2024-03,363,8234819.59
2024-04,522,31201479.76
2024-05,433,6231354.4
2024-06,419,25259630.2
2024-07,419,4347390.22
2024-08,373,19156200.5
2024-09,449,6043756.35
2024-10,571,4571421.77
2024-11,384,307302513.34
2024-12,286,9016119.25
2025-01,95,805515.86
2025-02,331,33128389.57
2025-03,348,37613773.07
2025-04,276,19602484.96
2025-05,305,16907953.8
2025-06,341,4394520.37
2025-07,380,3608295.52
2025-08,254,4767590.94
2025-09,349,123494573.44
2025-10,492,5482293.75
2025-11,359,7234448.79
2025-12,335,7833105.62
2026-01,84,1678835.77
2026-02,313,5760654.43
2026-03,487,8017703.62
2026-04,409,106615050.6
2026-05,56,1313431.94
2026-06,1,19904.4
2026-07,100,806039.92
2026-08,31,473932.84
