ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
Ψ8ΠΕ4690ΩΧ-955,2021-12-16,ΑΝΤΑΛΑΚΤΙΚΑ ΙΑΤΡΟΤΕΧΝΟΛΟΓΙΚΩΝ ΜΗΧΑΝΗΜΑΤΩΝ Χ.Ε. 4028,094504367,ΕΝΔΟΣΚΟΠΙΚΗ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,1413.6,,
ΨΒ5Β4690ΩΧ-ΒΛΨ,2021-11-26,ΑΝΤΙΔΡΑΣΤΗΡΙΑ Χ.Ε. 3576,800356020,LERIVA ΔΙΑΓΝΩΣΤΙΚΑ ΥΓΕΙΑΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,83124.24,,
Ω1ΙΥ4690ΩΧ-0ΑΔ,2021-08-09,2459 2021__Ένταλμα_Πληρωμής,090145420,ΕΙΔΙΚΟΣ ΛΟΓΑΡΙΑΣΜΟΣ ΕΡΕΥΝΑΣ ΠΑΝΕΠΙΣΤΗΜΙΟΥ ΑΘΗΝΩΝ,283644.0,,42499
ΨΗΥ24690ΩΧ-ΖΜ1,2022-05-04,ΑΝΤΑΛΑΚΤΙΚΑ ΙΑΤΡΟΤΕΧ/ΚΩΝ ΜΗΧ/ΤΩΝ Χ.Ε. 1379,095617490,ΜΕΝΤΙΠΛΑΝ ΕΠΕ,560.48,,
6ΝΤ44690ΩΧ-ΝΑΝ,2022-04-19,ΑΝΤΙΔΡΑΣΤΗΡΙΑ Χ.Ε. 1159,094128820,Ι Μ ΚΥΡΙΑΚΙΔΗΣ ΑΝΤΙΠΡΟΣΩΠΕΙΑΙ ΕΜΠΟΡΙΟΝ ΕΙΣΑΓΩΓΑΙ ΤΟΥΡΙΣΤΙΚΑΙ ΚΑΙ ΤΕΧΝΙΚΑΙ ΕΠΙΧΕΙΡΗΣΕΙΣ,28514.0,,
Ω80Φ4690ΩΧ-7ΗΘ,2022-04-04,838-22 ΥΓΕΙΟΝΟΜΙΚΟ ΥΛΙΚΟ,095367968,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΕΙΔΩΝ,28836.82,,41311Β
Ψ1ΨΩ4690ΩΧ-ΑΣΔ,2022-02-23,ΑΝΤΙΔΡΣΤΗΡΙΑ Χ.Ε. 326,094286962,LYRITIS BIOLINE EIΣΑΓΩΓΙΚΗ ΕΞΑΓΩΓΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,18435.13,,
67Θ14690ΩΧ-5ΣΒ,2022-08-12,ΧΕΠ 2905-2022 ΥΓΕΙΟΝΟΜΙΚΟ ΥΛΙΚΟ,095530045,ΜΠΑΞΤΕΡ ΕΛΛΑΣ ΕΠΕ,25287.2,,41311Α
9ΠΗ04690ΩΧ-ΖΜ4,2022-08-05,ΧΕ 2711-2022 ΤΡΟΦΙΜΑ,093252125,ΓΑΛΑΚΤΟΚΟΜΙΚΑ ΜΑΝΔΡΕΚΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,3139.8,,41511Α
6ΜΨΛ4690ΩΧ-Χ1Ξ,2022-07-22,ΧΕΠ 2376-2022,094446311,NUMIL HELLAS EΜΠΟΡΙΚΗ ΚΑΙ BΙΟΜΗΧΑΝΙΚΗ AE ΠΡΟΙΟΝΤΩΝ ΕΙΔΙΚΗΣ ΔΙΑΤΡΟΦΗΣ,4715.94,,41511Α
