ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
Ω31Ψ4690ΩΣ-ΩΔΚ,2022-02-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3807-24/11/2021,094472918,GE HEALTHCARE ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,65720.0,,
6ΖΧΗ4690ΩΣ-Μ1Π,2022-09-23,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 16088-23/09/2022,998476416,ΑΝΑΠΛΑΣΗ ΣΥΜΒΟΥΛΟΙ ΜΗΧΑΝΙΚΟΙ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,21678.3,,
ΨΒΧ84690ΩΣ-4ΝΖ,2022-09-23,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 16089-23/09/2022,999632058,ΕΜΠΕΙΡΙΑ  ΣΥΜΒΟΥΛΟΙ  ΜΗΧΑΝΙΚΟΙ  ΕΤΑΙΡΕΙΑ  ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,16470.3,,
Ω28Β4690ΩΣ-2Θ2,2022-06-01,ΠΛΗΡΩΜΗ,094442268,ΠΡΩΤΟΝ Α Ε ΑΝΤΙΠΡ ΙΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΕΙΔΩΝ  ΜΗΧΑΝΗΜ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΑΣΦΑΛΕΙΑΣ ΙΔΙΩΤ ΕΠΙΧ ΠΑΡΟΧ ΥΠΗΡΕΣΙΩΝ ΑΣΦΑΛΕΙΑΣ,2169.65,,41439Β
Ψ4Ε44690ΩΣ-ΣΗΟ,2023-03-03,ΠΛΗΡΩΜΗ,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,873.0,,40842Α
9ΣΝΓ4690ΩΣ-2ΔΙ,2022-11-24,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 20255-24/11/2022,094442268,ΠΡΩΤΟΝ Α Ε ΑΝΤΙΠΡ ΙΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΕΙΔΩΝ  ΜΗΧΑΝΗΜ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΑΣΦΑΛΕΙΑΣ ΙΔΙΩΤ ΕΠΙΧ ΠΑΡΟΧ ΥΠΗΡΕΣΙΩΝ ΑΣΦΑΛΕΙΑΣ,499720.0,,
ΡΒΒ24690ΩΣ-ΝΡΝ,2022-11-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19788-17/11/2022,998476416,ΑΝΑΠΛΑΣΗ ΣΥΜΒΟΥΛΟΙ ΜΗΧΑΝΙΚΟΙ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,24295.21,,
9Τ644690ΩΣ-619,2022-11-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 19787-17/11/2022,999632058,ΕΜΠΕΙΡΙΑ  ΣΥΜΒΟΥΛΟΙ  ΜΗΧΑΝΙΚΟΙ  ΕΤΑΙΡΕΙΑ  ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,18267.79,,
692Μ4690ΩΣ-ΛΑΝ,2023-07-28,ΠΛΗΡΩΜΗ,094027257,ABBOTT LABORATORIES ΕΛΛΑΣ ABEE,34857.85,,41311Β
96Η84690ΩΣ-ΚΕΧ,2024-01-16,ΠΛΗΡΩΜΗ,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,1295.0,,40842Α
9ΗΕ54690ΩΣ-38Ψ,2024-01-03,ΠΛΗΡΩΜΗ,095003061,ΛΕΟ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,28672.78,,41312Α
948Λ4690ΩΣ-Ξ6Ω,2023-12-11,ΠΛΗΡΩΜΗ,094356041,ΙΝΕΞ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡ ΙΑΤΡΙΚΩΝ ΝΟΣΟΚΟΜΕΙΑΚ ΕΙΔΩΝ,10248.66,,41311Α
ΨΧΟΠ4690ΩΣ-ΝΗ5,2023-11-30,ΠΛΗΡΩΜΗ,099999268,ΦΛΩΡΟΣ ΚΟΝΤΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ ΟΕ,3689.44,,41311Α
9ΛΥ64690ΩΣ-ΒΒΖ,2023-11-22,ΠΛΗΡΩΜΗ,082592704,ΚΟΤΤΗΣ ΧΑΡΤΙΚΑ ΑΕ,477.81,,41261Α
ΨΞΚΧ4690ΩΣ-Ι24,2023-11-22,ΠΛΗΡΩΜΗ,081734344,Κ ΓΕΡΜΑΝΟΣ ΙΑΤΡΙΚΑ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΚΑΙ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ,202.74,,41311Α
ΨΠΨΟ4690ΩΣ-ΔΩΥ,2023-11-22,ΠΛΗΡΩΜΗ,095530045,ΜΠΑΞΤΕΡ ΕΛΛΑΣ ΕΠΕ,197.76,,41311Α
9ΒΛΧ4690ΩΣ-ΠΙΦ,2023-10-18,ΠΛΗΡΩΜΗ,997565095,ΠΑΠΠΑΣ Ν ΚΑΙ ΣΙΑ ΟΕ,1098.0,,47131Α
ΨΡΛΝ4690ΩΣ-ΑΞΩ,2023-10-04,ΠΛΗΡΩΜΗ,094075360,ΚΩΣΤΑΣ Α ΠΑΠΑΕΛΛΗΝΑΣ ΕΛΛΑΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡIΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,2410.49,,41899Α
ΨΣΦΟ4690ΩΣ-ΥΛΝ,2024-05-16,ΠΛΗΡΩΜΗ,094442268,ΠΡΩΤΟΝ Α Ε ΑΝΤΙΠΡ ΙΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΕΙΔΩΝ  ΜΗΧΑΝΗΜ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΑΣΦΑΛΕΙΑΣ ΙΔΙΩΤ ΕΠΙΧ ΠΑΡΟΧ ΥΠΗΡΕΣΙΩΝ ΑΣΦΑΛΕΙΑΣ,19756.48,,47131Β
9ΒΦΦ4690ΩΣ-ΤΚ1,2024-05-09,ΠΛΗΡΩΜΗ,094355230,ΑΦΟΙ Η ΦΟΥΦΑ ΑΕ,5366.24,,41511Β
9ΥΣΙ4690ΩΣ-Ψ4Ν,2024-04-25,ΠΛΗΡΩΜΗ,094031965,ΒΙΑΝΕΞ ΑΕ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΟΒΙΟΜΗΧΑΝΙΚΗ ΤΟΥΡΙΣΤΙΚΗ ΞΕΝΟΔΟΧΕΙΑΚΗ ΚΑΙ ΝΑΥΤΙΛΙΑΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,8373.73,,41312Β
9ΣΘΕ4690ΩΣ-ΔΜ9,2024-04-25,ΠΛΗΡΩΜΗ,094373861,Γ ΣΑΜΑΡΑΣ ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΣΤΗΜΑΤΑ ΙΑΤΡΙΚΩΝ ΑΕΡΙΩΝ,232.0,,40863Β
6ΣΨ54690ΩΣ-ΧΒΟ,2024-04-24,ΠΛΗΡΩΜΗ,998333221,ΠΡΟΗΓΜΕΝΑ ΙΑΤΡΙΚΑ ΠΡΟΙΟΝΤΑ ΚΑΙ ΥΠΗΡΕΣΙΕΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,3774.49,,41311Β
ΨΘΣΥ4690ΩΣ-ΤΡΧ,2024-04-24,ΠΛΗΡΩΜΗ,051714229,"ΜΙΓΚΛΗΣ,,ΑΝΤΩΝΙΟΣ,ΔΗΜΗΤΡΙΟΣ",13414.23,,40863Β
ΨΑΖ84690ΩΣ-9ΘΑ,2024-04-22,ΠΛΗΡΩΜΗ,095367968,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΕΙΔΩΝ,19466.22,,41311Β
6ΗΑΨ4690ΩΣ-Τ34,2024-04-19,ΠΛΗΡΩΜΗ,094450895,ΑΛΚΟΝ ΛΑΜΠΟΡΑΤΟΡΙΣ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,322.46,,41312Β
ΨΚΣΕ4690ΩΣ-0ΛΗ,2024-04-18,ΠΛΗΡΩΜΗ,094356041,ΙΝΕΞ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡ ΙΑΤΡΙΚΩΝ ΝΟΣΟΚΟΜΕΙΑΚ ΕΙΔΩΝ,31971.17,,41311Β
9ΙΡΣ4690ΩΣ-ΓΚΨ,2024-04-17,ΠΛΗΡΩΜΗ,051157377,"ΣΤΑΥΡΟΠΟΥΛΟΣ,,ΙΩΑΝΝΗΣ,ΒΑΣΙΛΕΙΟΣ",1241.67,,40813Α
ΨΙΛ84690ΩΣ-ΦΗ4,2024-04-17,ΠΛΗΡΩΜΗ,800852813,ΠΑΝΟΣ Ε ΑΓΓΕΛΟΠΟΥΛΟΣ ΣΙΑ Ε Ε,18023.0,,41311Β
ΨΣΞ94690ΩΣ-ΒΞΟ,2024-04-17,ΠΛΗΡΩΜΗ,094043896,MERCK SHARP & DOHME ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΜΠΟΡΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,125274.78,,41312Β
Ψ00Χ4690ΩΣ-5Χ3,2024-04-17,ΠΛΗΡΩΜΗ,094450895,ΑΛΚΟΝ ΛΑΜΠΟΡΑΤΟΡΙΣ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,3016.47,,41311Β
ΨΞΕΙ4690ΩΣ-5Ο2,2024-04-16,ΠΛΗΡΩΜΗ,095031152,ΣΕΡΒΙΕ ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,25333.99,,41312Β
6ΕΜΟ4690ΩΣ-ΞΨΤ,2024-04-16,ΠΛΗΡΩΜΗ,999636520,VERISFIELD ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ,487.6,,41312Β
