ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΩΔΣ44690ΩΣ-0ΨΘ,2021-12-13,«Εξόφληση δαπάνης για εργαστηριακές αναλύσεις δειγμάτων τεστ για SARS-CoV-2 προς το Ίδρυμα Ιατροβιολογικών Ερευνών της Ακαδημίας Αθηνών από 01-07-2021 μέχρι 05-11-2021»,,,115600.00,anonymous sponsor (empty sponsorAFMName)
ΨΥ2Ψ4690ΩΣ-ΡΦΡ,2021-12-13,«Υποβολή προς έγκριση εκτέλεσης της υπ’ αριθ. 7430/2021 απόφασης του Μονομελούς Πρωτοδικείου Αθηνών.»,,,23793.49,anonymous sponsor (empty sponsorAFMName)
Ψ39Ρ4690ΩΣ-790,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3843-29/11/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,93028.15,self-referential (payroll/EFKA/FMY remittance)
96254690ΩΣ-ΤΞΔ,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3864-30/11/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,5077.00,self-referential (payroll/EFKA/FMY remittance)
Ω5ΘΨ4690ΩΣ-Π14,2021-12-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3865-30/11/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,6821.87,self-referential (payroll/EFKA/FMY remittance)
6ΩΡΨ4690ΩΣ-ΘΡ1,2021-11-29,Υποβολή προς έγκριση εκτέλεσης της υπ΄αριθμ. 2812/2021 Απόφασης του Διοικητικού Εφετείου Αθηνών,,,171114.13,anonymous sponsor (empty sponsorAFMName)
ΩΧΟ64690ΩΣ-Θ3Ξ,2021-11-29,«Έγκριση φαρμακευτικής αγωγής REBLOZYL 75mg,,,220013.96,anonymous sponsor (empty sponsorAFMName)
64ΝΞ4690ΩΣ-ΨΟ7,2021-11-29,«Έγκριση φαρμακευτικής αγωγής ADAKVEO 100mg,,,30243.59,anonymous sponsor (empty sponsorAFMName)
Ω8384690ΩΣ-ΤΜ1,2021-11-29,«Έγκριση πρόσθετων εφημεριών Ιατρικού προσωπικού μηνός Δεκεμβρίου 2021»,,,33000.00,anonymous sponsor (empty sponsorAFMName)
ΩΧ4Θ4690ΩΣ-ΩΦΨ,2021-11-29,«Έγκριση προγραμμάτων εφημεριών Επιστημονικού προσωπικού μηνός Δεκεμβρίου 2021»,,,16000.00,anonymous sponsor (empty sponsorAFMName)
67ΓΗ4690ΩΣ-ΕΝ8,2021-11-29,«Έγκριση προγραμμάτων Εφημεριών Ιατρικού προσωπικού μηνός Δεκεμβρίου 2021»,,,266666.66,anonymous sponsor (empty sponsorAFMName)
6ΦΖΕ4690ΩΣ-ΗΗ9,2021-10-27,«Εξόφληση της υπ΄αριθμ. 173/2021 Απόφασης του Διοικητικού Εφετείου Αθηνών»,,,5354.52,anonymous sponsor (empty sponsorAFMName)
61Υ94690ΩΣ-7ΘΓ,2021-10-27,«Εξόφληση δαπάνης για εργαστηριακές αναλύσεις δειγμάτων τεστ για SARS-CoV-2 προς το Ίδρυμα Ιατροβιολογικών Ερευνών της Ακαδημίας Αθηνών από 17-03-2021 μέχρι 30-06-2021».,,,123920.00,anonymous sponsor (empty sponsorAFMName)
ΩΜ264690ΩΣ-9ΦΤ,2021-11-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3582-29/10/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,5325.08,self-referential (payroll/EFKA/FMY remittance)
Ω1ΚΩ4690ΩΣ-ΟΚ9,2021-11-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3581-29/10/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,5622.07,self-referential (payroll/EFKA/FMY remittance)
ΩΑΡΠ4690ΩΣ-ΨΑ7,2021-11-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3553-29/10/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,95819.81,self-referential (payroll/EFKA/FMY remittance)
6ΦΒΤ4690ΩΣ-ΖΑΦ,2021-10-27,«Έγκριση πρόσθετων εφημεριών Ιατρικού προσωπικού μηνός Νοεμβρίου 2021»,,,26000.00,anonymous sponsor (empty sponsorAFMName)
61ΞΘ4690ΩΣ-ΓΦΦ,2021-10-27,«Έγκριση προγραμμάτων εφημεριών Επιστημονικού προσωπικού μηνός Νοεμβρίου 2021»,,,16000.00,anonymous sponsor (empty sponsorAFMName)
ΩΞ7Φ4690ΩΣ-4ΚΣ,2021-09-30,"«Προμήθεια υλικών με την διαδικασία της έρευνας αγοράς για τις ανάγκες του Νοσοκομείου για το χρονικό διάστημα από 01.08.2021 έως 31.08.2021 συνολικής δαπάνης 1.087.025,18€ συμπ/νου ΦΠΑ»",,,1087025.18,anonymous sponsor (empty sponsorAFMName)
ΨΤ8Ψ4690ΩΣ-ΦΛΛ,2021-09-30,"«Προμήθεια υλικών με την διαδικασία της έρευνας αγοράς για τις ανάγκες του Νοσοκομείου για το χρονικό διάστημα από 01.07.2021 έως 31.07.2021 συνολικής δαπάνης 1.254.439,69€ συμπ/νου ΦΠΑ»",,,1254439.69,anonymous sponsor (empty sponsorAFMName)
ΨΤΨΩ4690ΩΣ-Β2Σ,2021-09-30,«Έγκριση πρόσθετων εφημεριών Ιατρικού προσωπικού μηνός Ιουλίου 2021»,,,27100.00,anonymous sponsor (empty sponsorAFMName)
ΩΙΥ14690ΩΣ-Ρ1Θ,2021-09-30,«Έγκριση πρόσθετων εφημεριών Ιατρικού προσωπικού μηνός Ιουνίου 2021»,,,27200.00,anonymous sponsor (empty sponsorAFMName)
6ΩΡΤ4690ΩΣ-6ΓΟ,2021-09-30,«Έγκριση προγραμμάτων Εφημεριών Ιατρικού προσωπικού μηνός Οκτωβρίου 2021»,,,266666.66,anonymous sponsor (empty sponsorAFMName)
636Λ4690ΩΣ-9ΧΑ,2021-09-30,«Έγκριση πρόσθετων εφημεριών Ιατρικού προσωπικού μηνός Οκτωβρίου 2021»,,,30000.00,anonymous sponsor (empty sponsorAFMName)
ΩΘΚΤ4690ΩΣ-6ΧΝ,2021-09-30,«Έγκριση προγραμμάτων εφημεριών Επιστημονικού προσωπικού μηνός Οκτωβρίου 2021»,,,17200.00,anonymous sponsor (empty sponsorAFMName)
6Η984690ΩΣ-ΧΟΗ,2021-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3132-28/09/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,93705.08,self-referential (payroll/EFKA/FMY remittance)
97544690ΩΣ-9ΞΕ,2021-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3154-29/09/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,5556.66,self-referential (payroll/EFKA/FMY remittance)
6ΝΡΘ4690ΩΣ-Α0Ν,2021-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3155-29/09/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,6887.08,self-referential (payroll/EFKA/FMY remittance)
6Ψ354690ΩΣ-3ΧΖ,2021-08-30,«Εξόφληση της υπ΄αριθμ. 507/2020 Απόφασης του Ειρηνοδικείου Αθηνών»,,,2398.51,anonymous sponsor (empty sponsorAFMName)
ΨΚΨ54690ΩΣ-0ΦΤ,2021-08-30,«Εξόφληση δαπάνης για εργαστηριακές αναλύσεις δειγμάτων τεστ για SARS-CoV-2 προς το Ίδρυμα Ιατροβιολογικών Ερευνών της Ακαδημίας Αθηνών από 14-12-2020 μέχρι 16-03-2021»,,,129520.00,anonymous sponsor (empty sponsorAFMName)
Ψ8Κ14690ΩΣ-ΖΣ2,2021-08-30,«Έγκριση προγραμμάτων εφημεριών Επιστημονικού προσωπικού μηνός Σεπτεμβρίου 2021»,,,16000.00,anonymous sponsor (empty sponsorAFMName)
ΩΘΧΟ4690ΩΣ-ΗΑΛ,2021-08-30,«Έγκριση προγραμμάτων Εφημεριών Ιατρικού προσωπικού μηνός Σεπτεμβρίου 2021»,,,266666.66,anonymous sponsor (empty sponsorAFMName)
9Κ0Δ4690ΩΣ-8ΓΞ,2021-08-30,«Έγκριση πρόσθετων εφημεριών Ιατρικού προσωπικού μηνός Σεπτεμβρίου 2021»,,,26000.00,anonymous sponsor (empty sponsorAFMName)
ΡΔΦΙ4690ΩΣ-ΜΣ5,2021-09-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2455-31/08/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,4753.81,self-referential (payroll/EFKA/FMY remittance)
6Β824690ΩΣ-Ε0Η,2021-09-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2456-31/08/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,6220.81,self-referential (payroll/EFKA/FMY remittance)
676Κ4690ΩΣ-ΦΟΙ,2021-09-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2444-30/08/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,105187.39,self-referential (payroll/EFKA/FMY remittance)
6ΡΞ04690ΩΣ-ΒΧΔ,2021-08-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2050-27/07/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,105335.01,self-referential (payroll/EFKA/FMY remittance)
6Ρ3Ρ4690ΩΣ-ΚΣΧ,2021-08-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2097-29/07/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,7187.07,self-referential (payroll/EFKA/FMY remittance)
6ΡΤ84690ΩΣ-Κ2Δ,2021-08-03,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2098-29/07/2021,999332732,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ ΙΠΠΟΚΡΑΤΕΙΟ,5870.33,self-referential (payroll/EFKA/FMY remittance)
6ΗΚΖ4690ΩΣ-Η6Μ,2022-05-27,«Έγκριση πρόσθετων εφημεριών Ιατρικού προσωπικού μηνός Ιουνίου 2022»,,,30000.00,anonymous sponsor (empty sponsorAFMName)
Ω3Ι94690ΩΣ-3ΕΠ,2022-05-27,«Έγκριση προγραμμάτων εφημεριών Επιστημονικού προσωπικού μηνός Ιουνίου 2022»,,,17500.00,anonymous sponsor (empty sponsorAFMName)
6Κ3Ρ4690ΩΣ-4Ι1,2022-05-27,«Έγκριση προγραμμάτων Εφημεριών Ιατρικού προσωπικού μηνός Ιουνίου 2022»,,,266666.66,anonymous sponsor (empty sponsorAFMName)
6ΑΜΙ4690ΩΣ-2ΨΟ,2022-05-16,"«Εξόφληση της υπ΄αριθμ. 6604/2021 Απόφασης του Μονομελούς Πρωτοδικείου Αθηνών, επί της από 24.09.2014 Αγωγής της εταιρείας SIEMENS HEALTHCARE MON.A.B.E.E.»",,,4043.46,anonymous sponsor (empty sponsorAFMName)
9ΞΞΟ4690ΩΣ-Τ7Π,2022-05-16,«Εξόφληση της υπ΄αριθμ. 2078/2021 Απόφασης του Ειρηνοδικείου Αθηνών επί της από 07.08.2019 Αγωγής της εταιρείας ROCHE HELLAS A.E.»,,,8729.57,anonymous sponsor (empty sponsorAFMName)
