month,n_payments,total_eur
2024-02,252,2243760.59
2024-03,610,7117271.15
2024-04,378,5221858.57
2024-05,417,5827557.6
2024-06,246,6156678.4
2024-07,744,6655489.68
2024-08,139,1776257.5
2024-09,199,8850532.11
2024-10,379,4849915.75
2024-11,267,2707840.04
2024-12,313,5361711.43
2025-01,68,927230.5
2025-02,463,3663248.09
2025-03,293,2382615.13
2025-04,653,4871095.69
2025-05,302,2403051.77
2025-06,658,6572006.78
2025-07,538,5047040.98
2025-08,343,2534403.35
2025-09,584,3606091.11
2025-10,353,3314785.48
2025-11,277,1725290.13
2025-12,227,2257219.49
2026-01,27,28246.34
2026-02,8,373699.3
2026-03,388,3595680.38
2026-04,643,5786597.2
2026-05,102,1433382.91
2026-06,357,3000287.37
2026-07,439,3262812.29
2026-08,59,1964754.42
