ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΕΩΤΖ469ΗΔ8-ΜΤΦ,2024-06-13,ΧΕ 2172/2024 ΥΠΟΧΡ.ΜΙΣΘΟΔΟΣΙΑΣ ΑΜΟΙΒΗ ΠΡΟΣΩΠ.ΚΑΘΑΡΙΟΤΗΤΑΣ,,,,no sponsor block
ΨΖΚΟ469ΗΔ8-Λ2Γ,2024-06-13,ΧΕ 2184/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ ΠΡΟΣΘ.ΑΜΟΙΒΕΣ ΚΑΘΑΡΙΟΤΗΤΑΣ,,,,no sponsor block
Ρ2ΠΩ469ΗΔ8-ΩΘΡ,2024-06-13,ΧΕ 2175/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ ΠΡΟΣΘ.ΑΜΟΙΒΕΣ ΛΟΙΠΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,,no sponsor block
ΨΔΡΩ469ΗΔ8-ΥΞΝ,2024-06-13,ΧΕ 2175/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ ΠΡΟΣΘ.ΑΜΟΙΒΕΣ ΦΥΛΑΞΗΣ,,,,no sponsor block
6ΓΧ2469ΗΔ8-Ω9Γ,2024-06-13,ΧΕ 2031/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
6ΧΨΤ469ΗΔ8-ΑΙΧ,2024-06-12,ΧΕ 1981/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΥΠΕΡ ΕΦΚΑ,,,,no sponsor block
913Β469ΗΔ8-5Η4,2024-06-12,ΧΕ 1966/2024 ΑΠΟΔ.ΚΡΑΤ.ΦΟΡΟΙ ΤΕΛΗ ΑΜΟΙΒΩΝ ΠΡΟΣ.,,,,no sponsor block
Ψ1ΖΧ469ΗΔ8-Μ9Ρ,2024-06-12,ΧΕ 1964/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ. ΜΤΠΥ,,,,no sponsor block
6ΩΥΝ469ΗΔ8-ΩΦΔ,2024-06-12,ΧΕ 1958/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΦΟΡΟΣ ΕΙΣΟΔ.ΑΠΟ ΑΠΟΓΕΥΜ.ΙΑΤΡΕΙΑ,,,,no sponsor block
ΨΩΟΙ469ΗΔ8-Θ4Ψ,2024-06-12,ΧΕ 1957/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΥΠΕΡ ΑΛΛΗΛΕΓΓΥΗΣ,,,,no sponsor block
6ΦΙΔ469ΗΔ8-Π7Ω,2024-06-12,ΧΕ 2036/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΑΕΠΠ,,,,no sponsor block
9ΖΥΦ469ΗΔ8-Ρ0Ψ,2024-06-12,ΧΕ 2033/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ. ΧΑΡΤΟΣΗΜΟ ΕΑΑΔΗΣΥ,,,,no sponsor block
9ΔΑ7469ΗΔ8-ΘΨΑ,2024-06-12,ΧΕ 1183/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣ. ΧΑΡΤ.& ΟΓΑ ΤΟΚΩΝ,,,,no sponsor block
9ΣΟΗ469ΗΔ8-ΞΙΜ,2024-06-12,ΧΕ 2035/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ. ΦΟΡΟΙ ΤΕΛΗ ΑΜΟΙΒΩΝ ΤΡΙΤΩΝ,,,,no sponsor block
6ΦΧΓ469ΗΔ8-ΦΛΩ,2024-06-12,ΧΕ 2034/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΦΟΡΟΣ ΠΡΟΜΗΘΕΥΤΩΝ,,,,no sponsor block
ΡΝ7Φ469ΗΔ8-ΙΤΝ,2024-06-12,ΧΕ 2037/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΥΠΕΡ ΕΑΑΔΗΣΥ,,,,no sponsor block
ΡΩΚΨ469ΗΔ8-16Η,2024-06-12,ΧΕ 2038/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΑΡΘΡ.3 Ν.3580/2007,,,,no sponsor block
Ε9ΕΚ469ΗΔ8-Η1Α,2024-06-12,ΧΕ 1469/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
ΡΨ4Α469ΗΔ8-Α24,2024-06-12,ΧΕ 2032/2024 ΑΠΟΔΟΣΗ ΚΡΑΤ.ΥΠΕΡ ΑΕΠΠ,,,,no sponsor block
90ΒΙ469ΗΔ8-2Τ2,2024-06-12,ΧΕ 1975/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
Ρ8ΛΞ469ΗΔ8-Δ9Ψ,2024-06-12,ΧΕ 1976/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
ΕΩΣΩ469ΗΔ8-Ο15,2024-06-12,ΧΕ 1983/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
9ΦΓ6469ΗΔ8-5ΨΟ,2024-06-12,ΧΕ 1984/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
Ρ25Π469ΗΔ8-93Ρ,2024-06-12,ΧΕ 1985/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
ΡΨΑΕ469ΗΔ8-0Υ7,2024-06-12,ΧΕ 1987/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
ΨΓΤΧ469ΗΔ8-Β5Ν,2024-06-12,ΧΕ 1968/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
94ΨΝ469ΗΔ8-5ΣΓ,2024-06-12,ΧΕ 1969/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
ΡΤΣ9469ΗΔ8-Σ4Χ,2024-06-12,ΧΕ 1970/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
ΨΕΚΧ469ΗΔ8-36Η,2024-06-12,ΧΕ 1971/2024 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΗΣ,,,,no sponsor block
ΨΑΨΖ469ΗΔ8-ΤΡΤ,2024-06-05,ΧΕ 1740/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
ΡΝΒΥ469ΗΔ8-ΨΨΓ,2024-06-03,XE 2005/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ ( ΠΡΟΓΡΑΜΜΑ DIOPTRA),,,,no sponsor block
ΡΣΠ9469ΗΔ8-6ΑΒ,2024-06-03,ΧΕ 2004/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ (ΠΡΟΓΡΑΜΜΑ DIOPTRA),,,,no sponsor block
Ρ21Δ469ΗΔ8-ΜΒΙ,2024-06-03,ΧΕ 1880/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
ΡΟ9Π469ΗΔ8-5Ψ5,2024-06-03,ΧΕ 2028/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
ΕΞΦΘ469ΗΔ8-ΡΕΠ,2024-06-03,ΧΕ 2030/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
9ΝΑΔ469ΗΔ8-92Σ,2024-06-03,ΧΕ 1862/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
ΨΜ1Υ469ΗΔ8-7ΩΘ,2024-06-03,ΧΕ 2029/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
Ρ706469ΗΔ8-229,2024-06-03,ΧΕ 1998/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
6ΩΩΝ469ΗΔ8-ΗΜ9,2024-06-03,ΧΕ 1995/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
Ψ6Η2469ΗΔ8-Η5Μ,2024-06-03,ΧΕ 1996/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
Ψ9ΛΙ469ΗΔ8-Λ51,2024-05-15,ΧΕ 1739/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
ΕΡΥΛ469ΗΔ8-ΞΩΦ,2024-05-13,ΧΕ 1716/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ (ΠΡΟΓΡ.PROCANCER i),,,,no sponsor block
ΡΛΚΙ469ΗΔ8-ΞΩ4,2024-05-13,ΧΕ 1570/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
9ΥΘΧ469ΗΔ8-ΣΩΟ,2024-05-13,ΧΕ 1569/2024,,,,no sponsor block
ΕΕΧΣ469ΗΔ8-ΩΞΥ,2024-05-13,ΧΕ 1568/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
ΕΕ9Α469ΗΔ8-ΑΤΨ,2024-05-13,ΧΕ 1567/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
Ρ93Π469ΗΔ8-ΣΔΝ,2024-05-13,ΧΕ 1622/2024 ΥΠΟΧΡΕΩΣΕΙΣ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
