month,n_payments,total_eur
2021-08,102,353883.25
2021-09,194,1356902.84
2021-10,140,438864.4
2021-11,176,938368.3
2021-12,190,1254327.65
2022-01,24,337341.33
2022-02,87,479576.19
2022-03,93,674272.87
2022-04,216,2004587.32
2022-05,136,768572.56
2022-06,240,1605212.86
2022-07,91,400482.55
2022-08,82,506223.56
2022-09,203,1269675.68
2022-10,81,417532.01
2022-11,147,857028.25
2022-12,139,636900.23
2023-01,32,177166.2
2023-02,109,479837.62
2023-03,226,1703045.31
2023-04,105,966403.48
2023-05,175,1181857.07
2023-06,159,766575.21
2023-07,140,417816.29
2023-08,62,425997.1
2023-09,57,382764.59
2023-10,103,1737049.59
2023-11,136,1415071.36
2023-12,41,450342.52
2024-01,44,412594.43
2024-02,115,1405310.15
2024-03,133,839873.27
2024-04,187,1131386.15
2024-05,170,1651708.48
2024-06,110,610084.68
2024-07,92,612183.91
2024-08,96,633837.86
2024-09,116,583473.74
2024-10,98,614019.85
2024-11,55,487855.65
2024-12,177,1790073.47
2025-01,28,276083.91
2025-02,119,845321.2
2025-03,109,767532.79
2025-04,118,760284.77
2025-05,54,928887.11
2025-06,74,485180.3
2025-07,86,935454.4
2025-08,94,515977.34
2025-09,140,1541885.73
2025-10,148,911349.4
2025-11,127,436803.29
2025-12,129,1152830.81
2026-01,9,43920.67
2026-02,94,622429.52
2026-03,111,920460.64
2026-04,97,932746.66
2026-05,97,651936.83
2026-06,145,1352288.58
2026-07,99,857548.34
2026-08,53,328917.64
