ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
65Ν34690ΒΑ-Μ9Ο,2021-12-21,ΧΕ 1-1646,,,,no sponsor block
ΩΚ524690ΒΑ-ΔΔΦ,2021-12-21,ΧΕ 1-1645,,,,no sponsor block
ΩΧΔΙ4690ΒΑ-ΣΞ6,2021-12-21,ΧΕ 1-1644,,,,no sponsor block
ΨΟ3Β4690ΒΑ-14Δ,2021-12-21,ΧΕ 1-1643,,,,no sponsor block
68Ζ14690ΒΑ-ΜΘΚ,2021-12-21,ΧΕ 1-1642,,,,no sponsor block
ΩΗ0Ο4690ΒΑ-8ΘΣ,2021-12-20,ΧΕ 1-1630,,,,no sponsor block
64Ω44690ΒΑ-ΩΤΝ,2021-12-17,ΧΕ 1-1629,,,,no sponsor block
ΩΝΖΕ4690ΒΑ-Μ90,2021-12-17,ΧΕ 1-1628,,,,no sponsor block
68ΝΞ4690ΒΑ-487,2021-12-17,ΧΕ 1-1627,,,,no sponsor block
67ΤΠ4690ΒΑ-ΑΟ0,2021-12-17,ΧΕ 1-1626,,,,no sponsor block
6ΔΤΦ4690ΒΑ-ΠΙΠ,2021-12-17,ΧΕ 1-1625,,,,no sponsor block
9Η574690ΒΑ-ΙΑ2,2021-12-17,ΧΕ 1-1624,,,,no sponsor block
6ΩΞΧ4690ΒΑ-4ΚΣ,2021-12-17,ΧΕ 1-1623,,,,no sponsor block
96ΚΙ4690ΒΑ-ΞΒ9,2021-12-17,ΧΕ 1-1622,,,,no sponsor block
ΨΗ8Ρ4690ΒΑ-Γ1Υ,2021-12-17,ΧΕ 1-1621,,,,no sponsor block
6ΚΧΩ4690ΒΑ-ΓΥ5,2021-12-17,ΧΕ 1-1620,,,,no sponsor block
ΨΘΜ64690ΒΑ-ΛΨ7,2021-12-17,ΧΕ 1-1608,,,,no sponsor block
ΩΑΣΓ4690ΒΑ-ΣΑΦ,2021-12-17,ΧΕ 1-1607,,,,no sponsor block
ΩΙΝΨ4690ΒΑ-ΡΕ2,2021-12-17,ΧΕ 1-1606,,,,no sponsor block
ΩΓ4Ψ4690ΒΑ-Η27,2021-12-16,ΧΕ 1-1605,,,,no sponsor block
6ΤΝΨ4690ΒΑ-Δ2Γ,2021-12-16,ΧΕ 1-1604,,,,no sponsor block
ΨΖ404690ΒΑ-ΥΓΑ,2021-12-16,ΧΕ 1-1602,,,,no sponsor block
6Υ4Λ4690ΒΑ-ΣΔ0,2021-12-16,ΧΕ 1-1603,,,,no sponsor block
Ψ7944690ΒΑ-ΤΒ2,2021-12-16,ΧΕ 1-1601,,,,no sponsor block
Ψ3ΧΜ4690ΒΑ-9ΧΟ,2021-12-16,ΧΕ 1-1600,,,,no sponsor block
ΨΟΚ34690ΒΑ-Κ1Σ,2021-12-16,ΧΕ 1-1599,,,,no sponsor block
Ψ8ΓΥ4690ΒΑ-ΤΥ5,2021-12-16,ΧΕ 1-1598,,,,no sponsor block
ΨΥΠΥ4690ΒΑ-2ΓΜ,2021-12-16,ΧΕ 1-1597,,,,no sponsor block
9ΘΧΥ4690ΒΑ-ΧΝΚ,2021-12-16,ΧΕ 1-1596,,,,no sponsor block
6ΙΘΛ4690ΒΑ-Μ2Ξ,2021-12-16,ΧΕ 1-1595,,,,no sponsor block
6ΩΓΝ4690ΒΑ-ΖΦΑ,2021-12-16,ΧΕ 1-1594,,,,no sponsor block
938Φ4690ΒΑ-1Γ8,2021-12-16,ΧΕ 1-1593,,,,no sponsor block
6ΝΧΟ4690ΒΑ-ΜΙΕ,2021-12-16,ΧΕ 1-1592,,,,no sponsor block
ΨΧΜ24690ΒΑ-Θ6Ξ,2021-12-16,ΧΕ 1-1591,,,,no sponsor block
96ΞΕ4690ΒΑ-ΧΣΗ,2021-12-16,ΧΕ 1-1590,,,,no sponsor block
ΨΓΘ04690ΒΑ-ΙΤΥ,2021-12-16,ΧΕ 1-1589,,,,no sponsor block
ΩΧΡΘ4690ΒΑ-ΠΝΩ,2021-12-16,ΧΕ 1-1587,,,,no sponsor block
9Ι6Ν4690ΒΑ-ΝΣΒ,2021-12-16,ΧΕ 1-1588,,,,no sponsor block
6Ω1Ψ4690ΒΑ-Μ7Ζ,2021-12-16,ΧΕ 1-1586,,,,no sponsor block
91Χ74690ΒΑ-ΖΙΤ,2021-12-16,ΧΕ 1-1585,,,,no sponsor block
ΨΘ6Ξ4690ΒΑ-81Ψ,2021-12-16,ΧΕ 1-1584,,,,no sponsor block
ΨΠΥΩ4690ΒΑ-4ΑΚ,2021-12-16,ΧΕ 1-1583,,,,no sponsor block
6Κ6Χ4690ΒΑ-05Ζ,2021-12-16,ΧΕ 1-1582,,,,no sponsor block
ΩΘΣΩ4690ΒΑ-ΚΕΧ,2021-12-16,ΧΕ 1-1581,,,,no sponsor block
ΩΞΠΑ4690ΒΑ-ΞΒΛ,2021-12-16,ΧΕ 1-1580,,,,no sponsor block
ΨΤΥΡ4690ΒΑ-1Υ1,2021-12-16,ΧΕ 1-1579,,,,no sponsor block
6ΟΠΘ4690ΒΑ-Ξ5Η,2021-12-16,ΧΕ 1-1578,,,,no sponsor block
6ΙΕ44690ΒΑ-ΛΚΡ,2021-12-16,ΧΕ 1-1577,,,,no sponsor block
ΨΚΕΓ4690ΒΑ-ΘΦΕ,2021-12-16,ΧΕ 1-1576,,,,no sponsor block
Ψ8Β14690ΒΑ-ΛΨΔ,2021-12-16,ΧΕ 1-1574,,,,no sponsor block
60Φ54690ΒΑ-5ΡΙ,2021-12-16,ΧΕ 1-1573,,,,no sponsor block
ΨΟΨ14690ΒΑ-ΗΧΕ,2021-12-16,ΧΕ 1-1572,,,,no sponsor block
ΩΖ3Ρ4690ΒΑ-Ο0Υ,2021-12-16,ΧΕ 1-1571,,,,no sponsor block
6ΡΩ94690ΒΑ-4ΛΨ,2021-12-16,ΧΕ 1-157,,,,no sponsor block
62Θ34690ΒΑ-Β16,2021-12-16,ΧΕ 1-1569,,,,no sponsor block
6ΤΗΣ4690ΒΑ-ΚΦ9,2021-12-16,ΧΕ 1-1568,,,,no sponsor block
ΩΚΝΗ4690ΒΑ-6Ν6,2021-12-16,ΧΕ 1-1567,,,,no sponsor block
6ΟΥΗ4690ΒΑ-Μ60,2021-12-16,ΧΕ 1-1566,,,,no sponsor block
ΨΓΕ44690ΒΑ-1Λ6,2021-12-16,ΧΕ 1-1565,,,,no sponsor block
ΩΙΛ34690ΒΑ-753,2021-12-16,ΧΕ 1-1564,,,,no sponsor block
ΨΣΗ44690ΒΑ-9ΘΖ,2021-12-14,ΧΕ 1-1550,,,,no sponsor block
6ΕΚΥ4690ΒΑ-251,2021-12-14,ΧΕ 1-1549,,,,no sponsor block
6Σ394690ΒΑ-ΞΝΛ,2021-12-13,ΧΕ 1-1542,,,,no sponsor block
9ΕΑΕ4690ΒΑ-Φ1Φ,2021-12-13,ΧΕ 1-1541,,,,no sponsor block
66ΟΑ4690ΒΑ-Η3Ν,2021-12-13,ΧΕ 1-1538,,,,no sponsor block
ΨΦΞΟ4690ΒΑ-Ω8Ο,2021-12-13,ΧΕ 1-1535,,,,no sponsor block
97ΚΘ4690ΒΑ-ΦΤ1,2021-12-13,ΧΕ 1-1532,,,,no sponsor block
ΩΖ614690ΒΑ-5ΨΙ,2021-12-10,ΧΕ 1-1521,,,,no sponsor block
623Λ4690ΒΑ-ΖΓΦ,2021-12-10,ΧΕ 1-1519,,,,no sponsor block
63ΝΒ4690ΒΑ-ΨΨΔ,2021-12-10,ΧΕ 1-1518,,,,no sponsor block
64Χ34690ΒΑ-1ΚΗ,2021-12-10,ΧΕ 1-1517,,,,no sponsor block
ΩΣΕΤ4690ΒΑ-3ΝΡ,2021-12-10,ΧΕ 1-1516,,,,no sponsor block
ΩΖΓΗ4690ΒΑ-Τ9Χ,2021-12-10,ΧΕ 1-1515,,,,no sponsor block
941Μ4690ΒΑ-6ΟΡ,2021-12-10,ΧΕ 1-1514,,,,no sponsor block
Ω8ΣΖ4690ΒΑ-9ΛΩ,2021-12-10,ΧΕ 1-1513,,,,no sponsor block
6ΒΓΡ4690ΒΑ-210,2021-12-10,ΧΕ 1-1512,,,,no sponsor block
ΨΒΥΩ4690ΒΑ-7ΨΖ,2021-12-10,ΧΕ 1-1511,,,,no sponsor block
627Λ4690ΒΑ-ΥΥΚ,2021-12-10,ΧΕ 1-1510,,,,no sponsor block
ΨΣΦΥ4690ΒΑ-2Υ1,2021-12-10,ΧΕ 1-1506,,,,no sponsor block
ΨΛ444690ΒΑ-ΧΣΣ,2021-12-10,ΧΕ 1-1504,,,,no sponsor block
Ψ7Ν44690ΒΑ-ΝΥΧ,2021-12-10,ΧΕ 1-1503,,,,no sponsor block
98Ο74690ΒΑ-8ΩΨ,2021-12-09,ΧΕ 1-1502,,,,no sponsor block
9ΚΨΙ4690ΒΑ-0ΓΞ,2021-12-09,ΧΕ 1-1501,,,,no sponsor block
6ΓΑΦ4690ΒΑ-1ΟΞ,2021-12-09,ΧΕ 1-1500,,,,no sponsor block
Ω1ΚΖ4690ΒΑ-ΠΡ4,2021-12-09,ΧΕ 1-1499,,,,no sponsor block
ΨΞΡ54690ΒΑ-Ι64,2021-12-09,ΧΕ 1-1498,,,,no sponsor block
94ΟΝ4690ΒΑ-3Ξ8,2021-12-09,ΧΕ 1-1497,,,,no sponsor block
6Ξ7Κ4690ΒΑ-ΧΑΟ,2021-12-09,ΧΕ 1-1496,,,,no sponsor block
ΨΞΒΒ4690ΒΑ-Χ5Ω,2021-12-09,ΧΕ 1-1495,,,,no sponsor block
ΩΗΝ24690ΒΑ-ΟΧ7,2021-12-09,ΧΕ 1-1494,,,,no sponsor block
