ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΦΧΑ4690Ω3-ΛΞΖ,2021-12-28,ΧΕ 3567Σ1,,,,no sponsor block
ΨΠΤΝ4690Ω3-7ΕΞ,2021-12-28,ΧΕ 3566Σ1,,,,no sponsor block
67Ω44690Ω3-ΑΟ2,2021-12-28,ΧΕ 3568Σ1,,,,no sponsor block
6ΣΓ34690Ω3-1ΜΡ,2021-12-28,ΧΕ 3565Σ1,,,,no sponsor block
Ω8ΠΣ4690Ω3-151,2021-12-28,ΧΕ 3564Σ1,,,,no sponsor block
6ΡΙΞ4690Ω3-Λ0Γ,2021-12-28,ΧΕ 3563Σ1,,,,no sponsor block
9ΤΩΩ4690Ω3-Π01,2021-12-28,ΧΕ 3562Σ1,,,,no sponsor block
Ψ88Β4690Ω3-ΗΔΙ,2021-12-28,ΧΕ 3561Σ1,,,,no sponsor block
9ΗΠΖ4690Ω3-ΤΡ5,2021-12-28,ΧΕ 3560Σ1,,,,no sponsor block
Ω5954690Ω3-Β1Ρ,2021-12-28,ΧΕ 3559Σ1,,,,no sponsor block
ΩΤ7Ι4690Ω3-Ζ9Ο,2021-12-28,ΧΕ 3557Σ1,,,,no sponsor block
ΨΙΑΥ4690Ω3-ΞΡ0,2021-12-28,ΧΕ 3553Σ1,,,,no sponsor block
ΩΔΚΟ4690Ω3-6Ρ5,2021-12-28,ΧΕ 3552Σ1,,,,no sponsor block
ΨΦΙΙ4690Ω3-ΖΦΖ,2021-12-28,ΧΕ 3551Σ1,,,,no sponsor block
ΨΟ1Ρ4690Ω3-ΣΧΤ,2021-12-28,ΧΕ 3550Σ1,,,,no sponsor block
6ΩΠΨ4690Ω3-Φ6Σ,2021-12-27,ΧΕ 3549Σ1,,,,no sponsor block
6ΝΟΗ4690Ω3-2ΗΝ,2021-12-27,ΧΕ 3547Σ1,,,,no sponsor block
6ΒΘ04690Ω3-ΝΣΩ,2021-12-27,ΧΕ 3546Σ1,,,,no sponsor block
608Π4690Ω3-ΖΞΑ,2021-12-27,ΧΕ 3545Σ1,,,,no sponsor block
ΨΤΣΜ4690Ω3-ΛΑ2,2021-12-27,ΧΕ 3544Σ1,,,,no sponsor block
9ΗΜΞ4690Ω3-Θ44,2021-12-23,ΧΕ 3531Σ1,,,,no sponsor block
Ψ0Ζ24690Ω3-Φ49,2021-12-23,ΧΕ 3530Σ1.,,,,no sponsor block
94ΙΟ4690Ω3-Κ1Ν,2021-12-23,ΧΕ 3527Σ1,,,,no sponsor block
ΨΠ3Ξ4690Ω3-Θ9Ζ,2021-12-23,ΧΕ 3526Σ1,,,,no sponsor block
ΩΑΜΞ4690Ω3-67Β,2021-12-23,ΧΕ 3525Σ1,,,,no sponsor block
ΩΗ3Φ4690Ω3-ΔΓΓ,2021-12-23,ΧΕ 3524Σ1,,,,no sponsor block
6Σ4Δ4690Ω3-ΙΞΧ,2021-12-16,ΧΕ 3420Σ1,,,,no sponsor block
9Π5Υ4690Ω3-Β2Η,2021-12-21,ΧΕ 3511Σ1,,,,no sponsor block
ΨΛ3Κ4690Ω3-2ΔΨ,2021-12-21,ΧΕ 3510Σ1,,,,no sponsor block
ΩΣΚΘ4690Ω3-ΕΜΝ,2021-12-21,ΧΕ 3508Σ1,,,,no sponsor block
ΨΕΧ74690Ω3-ΠΗΧ,2021-12-21,ΧΕ 3507Σ1,,,,no sponsor block
ΨΖ1Ξ4690Ω3-ΔΜ1,2021-12-21,ΧΕ 3495Σ1,,,,no sponsor block
ΩΑ024690Ω3-Μ7Η,2021-12-21,ΧΕ 3488Σ1,,,,no sponsor block
69ΟΠ4690Ω3-Λ76,2021-12-20,ΧΕ 3479Σ1,,,,no sponsor block
ΩΑ6Π4690Ω3-Ε30,2021-12-20,ΧΕ 3473Σ1,,,,no sponsor block
61ΧΓ4690Ω3-ΓΕ5,2021-12-20,ΧΕ 3472Σ1,,,,no sponsor block
ΩΔ4Λ4690Ω3-ΧΛΙ,2021-12-20,ΧΕ 3471Σ1,,,,no sponsor block
637Ε4690Ω3-5ΛΝ,2021-12-20,ΧΕ 3470Σ1,,,,no sponsor block
ΩΑ054690Ω3-ΔΧΒ,2021-12-20,ΧΕ 3469Σ1,,,,no sponsor block
Ω1Ζ34690Ω3-3ΜΘ,2021-12-20,ΧΕ 3468Σ1,,,,no sponsor block
6ΡΧ04690Ω3-3Ο5,2021-12-20,ΧΕ 3467Σ1,,,,no sponsor block
ΨΞ294690Ω3-ΡΨΘ,2021-12-20,ΧΕ 3466Σ1,,,,no sponsor block
ΩΜΔΛ4690Ω3-ΗΟΟ,2021-12-20,ΧΕ 3465Σ1,,,,no sponsor block
Ω3ΠΕ4690Ω3-ΚΧΒ,2021-12-21,ΧΕ 3464Σ1,,,,no sponsor block
ΩΥΤΘ4690Ω3-70Ι,2021-12-21,ΧΕ 3463Σ1,,,,no sponsor block
67ΚΑ4690Ω3-ΠΔΕ,2021-12-20,ΧΕ 3462Σ1,,,,no sponsor block
Ψ7ΧΣ4690Ω3-ΩΨ6,2021-12-20,ΧΕ 3461Σ1,,,,no sponsor block
ΩΣΙΕ4690Ω3-ΥΟΟ,2021-12-20,ΧΕ 3460Σ1,,,,no sponsor block
64ΡΥ4690Ω3-ΑΡΔ,2021-12-17,ΧΕ 3443Σ1,,,,no sponsor block
63ΖΡ4690Ω3-8ΦΖ,2021-12-17,ΧΕ 3440Σ1,,,,no sponsor block
6ΠΩ94690Ω3-ΚΕΙ,2021-12-17,ΧΕ 3439Σ1,,,,no sponsor block
ΨΩΟΣ4690Ω3-0Δ3,2021-12-17,ΧΕ 3438Σ1,,,,no sponsor block
6ΞΞΘ4690Ω3-5ΕΑ,2021-12-17,ΧΕ 3437Σ1,,,,no sponsor block
64Κ14690Ω3-64Γ,2021-12-17,ΧΕ 3436Σ1,,,,no sponsor block
64504690Ω3-7ΜΘ,2021-12-17,ΧΕ 3435Σ1,,,,no sponsor block
6ΨΖΗ4690Ω3-ΩΝΡ,2021-12-17,ΧΕ 3434Σ1,,,,no sponsor block
ΨΚΥΩ4690Ω3-Μ45,2021-12-17,ΧΕ 3433Σ1,,,,no sponsor block
ΩΜ6Θ4690Ω3-ΡΡΥ,2021-12-17,ΧΕ 3432Σ1,,,,no sponsor block
65ΨΛ4690Ω3-ΠΜΘ,2021-12-17,ΧΕ 3431Σ1,,,,no sponsor block
6ΙΘΦ4690Ω3-9ΕΛ,2021-12-17,ΧΕ 3424Σ1,,,,no sponsor block
64ΝΜ4690Ω3-ΗΦ9,2021-12-16,ΧΕ 3423Σ1,,,,no sponsor block
6ΞΕ14690Ω3-ΞΞΕ,2021-12-16,ΧΕ 3422Σ1,,,,no sponsor block
ΩΖΕΥ4690Ω3-34Υ,2021-12-16,ΧΕ 3421Σ1,,,,no sponsor block
Ρ9ΥΣ4690Ω3-ΜΞ4,2021-12-15,ΧΕ 3394Σ1,,,,no sponsor block
6ΖΣΟ4690Ω3-ΨΤ4,2021-12-15,ΧΕ 3380Σ1,,,,no sponsor block
ΩΦΤ04690Ω3-ΚΟ8,2021-12-15,ΧΕ 3379Σ1,,,,no sponsor block
ΡΡΨ54690Ω3-ΠΡΖ,2021-12-15,ΧΕ 3378Σ1,,,,no sponsor block
Ψ2ΔΜ4690Ω3-ΖΚ5,2021-12-15,ΧΕ 3377Σ1,,,,no sponsor block
ΡΒΛ04690Ω3-ΞΘ6,2021-12-15,ΧΕ 3376Σ1,,,,no sponsor block
6ΟΙΕ4690Ω3-36Χ,2021-12-15,ΧΕ 3375Σ1,,,,no sponsor block
ΨΨΧΔ4690Ω3-Γ5Η,2021-12-10,ΧΕ 3312Σ1,,,,no sponsor block
ΩΔΝ94690Ω3-Ο08,2021-12-10,ΧΕ 3313Σ1,,,,no sponsor block
ΡΗΨΟ4690Ω3-3Κ2,2021-12-10,ΧΕ 3314Σ1,,,,no sponsor block
68ΛΒ4690Ω3-ΘΧΣ,2021-12-10,ΧΕ 3315Σ1,,,,no sponsor block
ΡΠ0Α4690Ω3-69Ρ,2021-12-10,ΧΕ 3316Σ1,,,,no sponsor block
6ΕΧΣ4690Ω3-ΘΔ0,2021-12-10,ΧΕ 3317Σ1,,,,no sponsor block
Ρ9ΩΜ4690Ω3-ΤΣ0,2021-12-10,ΧΕ 3318Σ1,,,,no sponsor block
Ψ8494690Ω3-ΔΟ7,2021-12-10,ΧΕ 3319Σ1,,,,no sponsor block
ΨΟΨ24690Ω3-Ε3Φ,2021-12-10,ΧΕ 3320Σ1,,,,no sponsor block
6ΠΓΦ4690Ω3-2ΔΤ,2021-12-10,ΧΕ 3321Σ1,,,,no sponsor block
9ΘΠΦ4690Ω3-ΔΩ4,2021-12-10,ΧΕ 3322Σ1,,,,no sponsor block
9ΨΕΞ4690Ω3-ΗΙΩ,2021-12-10,ΧΕ 3323Σ1,,,,no sponsor block
9ΦΖΠ4690Ω3-ΨΝΩ,2021-12-10,ΧΕ 3324Σ1,,,,no sponsor block
Ψ2ΩΚ4690Ω3-Χ30,2021-12-10,ΧΕ 3325Σ1,,,,no sponsor block
60Π24690Ω3-9ΜΗ,2021-12-14,ΧΕ 3355Σ1,,,,no sponsor block
60ΗΟ4690Ω3-50Ρ,2021-12-09,ΧΕ 3283Σ1,,,,no sponsor block
6ΟΗΡ4690Ω3-ΘΛΡ,2021-12-09,ΧΕ 3285Σ1,,,,no sponsor block
6Ε2Ο4690Ω3-19Ζ,2021-12-08,ΧΕ 3267Σ1,,,,no sponsor block
92ΒΝ4690Ω3-3Θ0,2021-12-08,ΧΕ 3266Σ1,,,,no sponsor block
6ΟΥΗ4690Ω3-ΣΦ6,2021-12-08,ΧΕ 3265Σ1,,,,no sponsor block
9ΥΣΟ4690Ω3-8ΑΞ,2021-12-07,ΧΕ 3251Σ1,,,,no sponsor block
ΨΟ6Π4690Ω3-Γ2Λ,2021-12-07,ΧΕ 3244Σ1,,,,no sponsor block
ΨΠΚ84690Ω3-ΟΨΩ,2021-12-07,ΧΕ 3243Σ1,,,,no sponsor block
ΨΤΗΣ4690Ω3-ΛΥ3,2021-12-07,ΧΕ 3245Σ1,,,,no sponsor block
ΨΙ944690Ω3-ΨΕΓ,2021-12-07,ΧΕ 3241Σ1,,,,no sponsor block
ΩΞΖΣ4690Ω3-ΙΝΡ,2021-12-07,ΧΕ 3240Σ1,,,,no sponsor block
ΨΣΨΟ4690Ω3-ΓΩΛ,2021-12-03,ΧΕ 3218Σ1,,,,no sponsor block
ΩΔΣΦ4690Ω3-ΕΝ2,2021-12-03,ΧΕ 3219Σ1,,,,no sponsor block
6ΧΙ14690Ω3-Β6Ε,2021-12-03,ΧΕ 3217Σ1,,,,no sponsor block
6ΥΩΟ4690Ω3-ΘΚ5,2021-12-02,ΧΕ 3199Σ1,,,,no sponsor block
6ΣΝ84690Ω3-ΨΣΞ,2021-12-02,ΧΕ 3198Σ1,,,,no sponsor block
6ΗΤΚ4690Ω3-0Ρ2,2021-12-02,ΧΕ 3197Σ1,,,,no sponsor block
ΨΦΗΥ4690Ω3-Ω1Ω,2021-12-02,ΧΕ 3196Σ1,,,,no sponsor block
ΨΝΔ54690Ω3-ΟΩΕ,2021-12-02,ΧΕ 3195Σ1,,,,no sponsor block
6Φ8Υ4690Ω3-5Κ1,2021-12-02,ΧΕ 3194Σ1,,,,no sponsor block
ΨΧΧΩ4690Ω3-389,2021-11-26,ΧΕ 3123Σ1.,,,,no sponsor block
6ΑΑΧ4690Ω3-ΔΦ6,2021-11-30,ΧΕ 3171Σ1,,,,no sponsor block
67ΥΠ4690Ω3-8ΙΩ,2021-11-30,ΧΕ 3170Σ1,,,,no sponsor block
643Θ4690Ω3-ΙΧΣ,2021-11-29,ΧΕ 3157Σ1,,,,no sponsor block
ΩΓΦ74690Ω3-ΖΜΒ,2021-11-29,ΧΕ 3156Σ1,,,,no sponsor block
ΨΛΘ14690Ω3-Ψ4Κ,2021-11-29,ΧΕ 3155Σ1,,,,no sponsor block
ΩΖ7Υ4690Ω3-ΤΞ9,2021-11-29,ΧΕ 3154Σ1,,,,no sponsor block
Ψ1Ζ54690Ω3-ΔΧ0,2021-11-29,ΧΕ 3153Σ1,,,,no sponsor block
ΨΟΨ94690Ω3-ΓΛ6,2021-11-30,ΧΕ 3168Σ1,,,,no sponsor block
Ψ6Ψ94690Ω3-59Ν,2021-11-29,ΧΕ 3146Σ1,,,,no sponsor block
ΩΔΓ84690Ω3-ΦΓ8,2021-11-26,ΧΕ 3143Σ1,,,,no sponsor block
ΨΚΜΨ4690Ω3-ΛΗΣ,2021-11-26,ΧΕ 3142Σ1,,,,no sponsor block
6Χ134690Ω3-Ζ2Ε,2021-11-26,ΧΕ 3141Σ1,,,,no sponsor block
ΩΞΨΣ4690Ω3-6Ξ3,2021-11-26,ΧΕ 3137Σ1,,,,no sponsor block
Ψ9Α74690Ω3-6ΑΓ,2021-11-25,ΧΕ 3130Σ1,,,,no sponsor block
ΨΡΥΓ4690Ω3-ΠΘΠ,2021-11-25,ΧΕ 3129Σ1,,,,no sponsor block
Ω2ΞΦ4690Ω3-ΦΔΗ,2021-11-25,ΧΕ 3128Σ1,,,,no sponsor block
6ΑΣ04690Ω3-16Ι,2021-11-25,ΧΕ 3127Σ1,,,,no sponsor block
6ΗΠΠ4690Ω3-8ΝΗ,2021-11-25,ΧΕ 3126Σ1,,,,no sponsor block
Ψ8Ρ64690Ω3-ΣΩ7,2021-11-25,ΧΕ 3125Σ1,,,,no sponsor block
Ω1ΘΛ4690Ω3-ΙΟΣ,2021-11-24,ΧΕ 3104Σ1,,,,no sponsor block
6ΥΦ34690Ω3-ΙΙ9,2021-11-24,ΧΕ 3102Σ1,,,,no sponsor block
