month,n_payments,total_eur
2021-08,121,2903729.52
2021-09,564,8526026.44
2021-10,401,11511267.04
2021-11,724,55378036.73
2021-12,252,10588465.71
2022-01,94,4098991.07
2022-02,399,8660088.03
2022-03,219,6053701.11
2022-04,170,4546817.93
2022-05,230,8378044.13
2022-06,164,4859570.55
2022-07,284,5945421.2
2022-08,182,2900662.99
2022-09,218,7463995.53
2022-10,332,9243759.1
2022-11,225,6894375.88
2022-12,185,11646477.06
2023-01,231,6502168.23
2023-02,268,9552973.58
2023-03,151,8664187.64
2023-04,306,5749210.74
2023-05,267,9541199.31
2023-06,193,6122980.51
2023-07,290,7840241.97
2023-08,50,2579542.15
2023-09,56,1279608.8
2023-10,497,25320930.95
2023-11,224,6652923.13
2023-12,181,7887546.47
2024-01,101,2112091.0
2024-02,381,36914158.48
2024-03,225,4627919.33
2024-04,227,16294446.27
2024-05,235,7649168.22
2024-06,218,4933496.58
2024-07,159,11088746.22
2024-08,186,6197543.45
2024-09,204,4559190.95
2024-10,147,3372826.74
2024-11,113,3570578.26
2024-12,351,14039396.52
2025-01,24,765007.15
2025-02,416,10698934.73
2025-03,269,7976930.88
2025-04,134,7912430.23
2025-05,175,4674016.63
2025-06,440,13728494.07
2025-07,352,9722412.72
2025-08,292,8117004.42
2025-09,356,9416056.32
2025-10,252,7750726.61
2025-11,241,5667406.77
2025-12,380,12619689.72
2026-01,8,593310.18
2026-02,225,6727237.49
2026-03,328,13627447.36
2026-04,343,8502291.22
2026-05,238,9796569.9
2026-06,259,8794726.33
2026-07,292,9206621.51
2026-08,47,1100405.57
