ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
68ΑΡ4690ΒΓ-ΟΨ4,2021-12-10,XE3301,094138676,ΒΙΟΔΥΝΑΜΙΚΗ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΤΕΧΝΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,1215.2,,
6Τ384690ΒΓ-Θ1Γ,2021-10-18,XE2455,041571292,"ΓΙΑΖΙΤΖΗΣ,,ΓΕΩΡΓΙΟΣ,ΙΩΑΚΕΙΜ",2728.53,,
ΨΗΑ14690ΒΓ-ΖΧΔ,2022-04-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 8626-19/04/2022,099936534,SB BIOANALYTICA ΕΜΠΟΡΙΚΗ ΒΙΟΤΕΧΝΟΛΟΓΙΚΩΝ ΕΦΑΡΜΟΓΩΝ ΕΡΕΥΝΗΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,14198.0,,
6ΘΚΨ4690ΒΓ-4ΟΤ,2022-04-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 8624-19/04/2022,998361490,KARL STORZ ENDOSKOPE GREECE GMBH ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,173104.0,,
ΩΖΛ04690ΒΓ-91Υ,2022-04-11,ΧΕ604,094437885,ΖΙΜΜΕR ΒΙΟΜΕΤ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΚΑΙ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ,3705.27,,131302
9ΟΘ14690ΒΓ-5ΞΦ,2022-04-06,ΧΕ466,029032400,"ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ,,ΣΠΥΡΙΔΩΝ,ΚΩΝΣΤΑΝΤΙΝΟΣ",1240.0,,138102
ΨΗ6Β4690ΒΓ-ΖΜΧ,2022-03-11,ΧΕ53/22,094012336,ΠΦΑΙΖΕΡ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΚΤΗΝΟΤΡΟΦΩΝ,25935.3,,
ΨΜΗ94690ΒΓ-Ζ2Ρ,2022-03-02,ΧΕ396,998429034,ΟΛΓΑ ΚΕΧΑΓΙΑ ΚΑΙ ΣΙΑ ΕΕ,29043.42,,131302
ΨΦΧΩ4690ΒΓ-ΨΤ5,2022-03-02,ΧΕ449,998429034,ΟΛΓΑ ΚΕΧΑΓΙΑ ΚΑΙ ΣΙΑ ΕΕ,8248.49,,131302
ΩΧΙ04690ΒΓ-ΚΨ4,2022-09-28,ΧΕ2087,047098167,"ΔΑΜΙΑΝΟΥ,,ΔΕΣΠΟΙΝΑ,ΙΩΑΝΝΗΣ",1193.02,,151101
