ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
ΨΩΠΤ46907Κ-Β34,2021-10-12,XE 841,095506715,ΝΟΜΙΚΗ ΒΑΣΗ ΠΛΗΡΟΦΟΡΙΩΝ ΕΠΕ,744.0,,
6ΒΥΩ46907Κ-ΑΜΜ,2021-09-09,XE 1141,033300246,"ΚΑΣΕΡΗΣ,,ΠΑΥΛΟΣ,ΓΕΩΡΓΙΟΣ",644.8,,
ΨΟΠΗ46907Κ-ΦΕΝ,2021-09-09,XE 1142,099975770,ΓΕΩΡΓΙΟΣ ΨΑΘΑΣ ΚΥΠΑΡΙΣΣΙΑ ΧΡΥΣΟΥ ΚΑΙ ΣΙΑ ΟΕ,1046.56,,
Ω8ΖΤ46907Κ-ΛΤ0,2021-09-09,XE 1143,800495412,ΣΤΑΥΡΟΥΛΗΣ ΣΤΕΦΑΝΟΣ ΚΑΙ ΥΙΟΙ ΟΕ,1895.6,,
ΩΦΤ546907Κ-ΦΕ9,2021-09-09,XE 1144,099658646,ΓΕΝΙΚΗ ΚΛΙΝΙΚΗ ΔΩΔΕΚΑΝΗΣΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,1398.0,,
6Κ3746907Κ-ΔΤΞ,2021-09-09,ΧΕ 1145,094100000,DALCOCHEM ΑΕ ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΥΤΟΦΑΡΜΑΚΩΝ ΚΑΙ ΑΠΟΛΥΜΑΝΣΕΩΝ,1236.53,,
ΩΔ9Γ46907Κ-ΘΒΔ,2021-09-09,ΧΕ 1146,094343647,ΟΛΟΚΛΗΡΩΜΕΝΑ ΣΥΣΤΗΜΑΤΑ ΚΑΘΑΡΙΣΜΟΥ ΑΒΕΕ,756.51,,
6ΔΝ246907Κ-ΜΓΩ,2021-09-09,ΧΕ 1147,099603280,NIVACO ΙΑΤΡΙΚΑ ΥΠΗΡΕΣΙΕΣ ΚΑΤΑΣΚΕΥΕΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,4364.8,,
6ΧΜΛ46907Κ-ΘΒΟ,2021-09-09,ΧΕ 1148,094058260,SOL ΣΟΛ ΕΛΛΑΣ ΕΛΛΗΝΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΠΑΡΑΓΩΓΗΣ ΑΕΡΙΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,201.64,,
ΨΒ6Ζ46907Κ-69Τ,2021-09-10,ΧΕ 1149,081808560,ΑΙΑΝΤΑΣ ΤΡΟΦΟΔΟΣΙΕΣ ΕΙΣΑΓΩΓΙΚΗ ΚΑΙ ΕΞΑΓΩΓΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,1439.85,,
6ΟΦΑ46907Κ-ΓΚΚ,2021-09-10,ΧΕ 1150,999485865,VODACHEM  Ε Π Ε,390.6,,
Ω2ΗΤ46907Κ-6ΦΦ,2021-09-10,ΧΕ 1152,038824682,"ΜΠΕΛΕΤΗΣ,,ΑΝΤΩΝΙΟΣ,ΣΠΥΡΙΔΩΝ",111.6,,
60ΘΠ46907Κ-4ΨΞ,2021-09-10,ΧΕ 1153,997822621,ΝΙΚΟΛΑΟΣ ΛΟΗΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,719.2,,
6ΨΤΔ46907Κ-ΠΕΧ,2021-09-10,ΧΕ 1154,094497279,SANTAIR ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΦΑΡΜΟΓΩΝ,929.25,,
ΩΥΔ546907Κ-89Λ,2021-09-10,ΧΕ 1155,099430615,ΑΠΟΣΤΟΛΙΔΗΣ ΑΕΒΕ,43.6,,
ΨΩΞ646907Κ-6ΨΩ,2021-10-14,ΧΕ 1373,094073495,ΤΕΧΝΙΚΑ ΑΕΡΙΑ ΕΛΛΑΔΟΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ,7239.75,,
Ψ3ΔΧ46907Κ-Ω8Ε,2021-12-20,ΧΕ 1780,095356794,ΟΡΘΟΛΟΓΙΣΜΟΣ ΟΙΚΟΝΟΜΙΚΕΣ ΛΟΓΙΣΤΙΚΕΣ ΣΥΜΒΟΥΛΕΥΤΙΚΕΣ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,5763.94,,
ΨΓΓΒ46907Κ-ΝΨΩ,2021-12-20,ΧΕ 1782,998586666,ΑΝΩΝΥΜΗ MONOMETOXIKH ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΕΤΟΙΜΩΝ ΓΕΥΜΑΤΩΝ,34960.23,,
6ΕΜ846907Κ-3ΤΛ,2021-12-20,ΧΕ 1786,094351703,ΚΟΜΠΙΟΥΤΕΡ ΚΟΝΤΡΟΛ ΣΥΣΤΕΜΣ ΕΝΤΖΙΝΙΕΡΙΝΓΚ ΡΙΣΕΡΤΣ ΚΑΙ ΝΤΙΖΑΙΝ,6169.0,,
65ΞΨ46907Κ-ΘΣΞ,2021-12-20,ΧΕ 1787,998413534,SPINE ACTION ΕΠΕ ΕΙΣΑΓΩΓΩΝ ΕΞΑΓΩΓΩΝ ΚΑΙ ΕΜΠΟΡΙΑΣ ΙΑΤΡΙΚΩΝ ΥΛΙΚΩΝ ΕΜΦΥΤΕΥΣΙΜΩΝ Η ΜΗ ΙΑΤΡΙΚΩΝ ΕΡΓΑΛΕΙΩΝ ΕΙΔΩΝ ΕΞΟΠΛΙΣΜΟΥ,547.18,,
ΨΓ1Γ46907Κ-ΖΨΕ,2021-12-20,ΧΕ 1788,997563888,ΤΕΧΝΙΚΗ ΥΠΟΣΤΗΡΙΞΗ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ,34968.0,,
ΩΝΕ146907Κ-ΥΜΥ,2021-12-23,ΧΕ 1810,996866969,ΤΡΑΠΕΖΑ EUROBANK ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,547.2,,
ΨΚΗΖ46907Κ-Μ74,2021-12-20,ΧΕ 1795,996866969,ΤΡΑΠΕΖΑ EUROBANK ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,239.21,,
ΨΒΔΨ46907Κ-ΠΤ8,2021-12-21,ΧΕ 1801,131003284,"ΠΑΠΑΔΗΜΗΤΡΙΟΥ,,ΑΠΟΣΤΟΛΟΣ,ΧΡΗΣΤΟΣ",4555.51,,
