ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΕΖΜ46904Χ-ΥΓΦ,2025-09-11,ΧΕ Α/727 - 11/09/2025 ΕΤΕΑΕΠ (ΥΠΕΡ ΤΕΚΑ),,,,no sponsor block
ΡΗ3Ξ46904Χ-ΜΥΦ,2025-09-11,ΧΕ Α/726 - 11/09/2025 ΕΤΕΑΕΠ (ΥΠΕΡ ΤΕΚΑ),,,,no sponsor block
6ΥΗΝ46904Χ-071,2025-09-16,ΧΕ Α/742 - 16/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ,,,,no sponsor block
9ΤΑΓ46904Χ-ΞΧΗ,2025-09-16,ΧΕ Α/745 - 16/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ,,,,no sponsor block
94ΦΜ46904Χ-8ΤΤ,2025-09-16,ΧΕ Α/743 - 16/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ,,,,no sponsor block
6ΜΦΣ46904Χ-ΜΦ0,2025-08-06,ΧΕ Α/636 - 06/08/2025 ΕΤΕΑΠ (ΥΠΕΡ ΤΕΚΑ),,,,no sponsor block
ΨΑΥΥ46904Χ-93Θ,2025-08-06,ΧΕ Α/635 - 06/08/2025 ΕΤΕΑΠ (ΥΠΕΡ ΤΕΚΑ),,,,no sponsor block
ΨΖΡΣ46904Χ-7ΥΩ,2025-09-12,ΧΕ Α/738 - 12/09/2025 Μ.Τ.Π.Υ.- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
ΨΧΧΣ46904Χ-ΖΔΘ,2025-09-12,ΧΕ Α/737 - 12/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
934Ν46904Χ-ΦΚΩ,2025-09-12,ΧΕ Α/736 - 12/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
ΨΛ4Β46904Χ-ΗΡΠ,2025-09-12,ΧΕ Α/735 - 12/09/2025 ΕΝΙΑΙΟ ΤΑΜ. ΕΠΙΚ.ΑΣΦ.- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
9ΜΑΚ46904Χ-ΥΩ4,2025-09-12,ΧΕ Α/734 - 12/09/2025 Μ.Τ.Π.Υ.-ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
Ψ0ΗΚ46904Χ-ΛΑΞ,2025-09-12,ΧΕ Α/733 - 12/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
6ΙΦ846904Χ-ΣΣΡ,2025-09-12,ΧΕ Α/732 - 12/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
ΨΛΖ246904Χ-ΝΝ1,2025-09-12,ΧΕ Α/731 - 12/09/2025 Μ.Τ.Π.Υ.- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
ΨΞΙ246904Χ-ΛΕΩ,2025-09-12,ΧΕ Α/730 - 12/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
988546904Χ-ΞΦΤ,2025-09-12,ΧΕ Α/729 - 12/09/2025 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,,,,no sponsor block
9Κ1446904Χ-ΙΡΩ,2025-09-22,ΧΕ Α/760 - 22/09/2025 ΕΦΚΑ,,,,no sponsor block
