ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6ΙΦΞ4690ΒΛ-ΣΟΝ,2021-11-29,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΠΡΟΜΗΘΕΙΑΣ  ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,,,23635.35,anonymous sponsor (empty sponsorAFMName)
Ψ3894690ΒΛ-ΣΡΥ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ,,,60000.00,anonymous sponsor (empty sponsorAFMName)
ΨΕΓΜ4690ΒΛ-87Δ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ ΕΚΤΑΚΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,204282.70,anonymous sponsor (empty sponsorAFMName)
ΨΕΓΜ4690ΒΛ-87Δ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ ΕΚΤΑΚΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,210.00,anonymous sponsor (empty sponsorAFMName)
ΨΕΓΜ4690ΒΛ-87Δ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ ΕΚΤΑΚΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,7500.00,anonymous sponsor (empty sponsorAFMName)
ΨΕΓΜ4690ΒΛ-87Δ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ ΕΚΤΑΚΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,43000.00,anonymous sponsor (empty sponsorAFMName)
ΨΕΓΜ4690ΒΛ-87Δ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ ΕΚΤΑΚΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,1000.00,anonymous sponsor (empty sponsorAFMName)
ΨΕΓΜ4690ΒΛ-87Δ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ ΕΚΤΑΚΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,31500.00,anonymous sponsor (empty sponsorAFMName)
ΨΕΓΜ4690ΒΛ-87Δ,2021-12-28,ΑΠΟΦΑΣΗ ΣΥΜΠΛΗΡΩΜΑΤΙΚΗΣ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΜΙΣΘΟΔΟΣΙΑ ΕΚΤΑΚΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,80000.00,anonymous sponsor (empty sponsorAFMName)
97ΩΜ4690ΒΛ-ΓΥΖ,2021-12-28,ΑΠΟΦΑΣΗ ΔΕΣΜΕΥΣΗΣ ΠΙΣΤΩΣΗΣ ΔΑΠΑΝΗΣ ΓΙΑ ΣΥΝΤΗΡΗΣΗ & ΕΠΙΣΚΕΥΗ ΛΟΙΠΩΝ ΜΗΧΑΝΗΜΑΤΩΝ,,,956.04,anonymous sponsor (empty sponsorAFMName)
