ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
6Ω104690ΒΛ-ΩΤΕ,2024-05-15,ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,094007897,ΚΟΠΕΡ ΦΑΡΜΑΚΟΒΙΟΜΗΧΑΝΙΑΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,277.14,,131102
9ΑΕ84690ΒΛ-ΥΜΕ,2024-05-15,ΠΡΟΜΗΘΕΙΑ ΑΠΟΛΥΜΑΝΤΙΚΟΥ ΥΛΙΚΟΥ,999685389,ΠΕΤΡΟΣ ΧΑΡ ΚΟΣΜΙΔΗΣ ΚΑΙ ΣΙΑ ΕΕ,2968.05,,135102
93Σ14690ΒΛ-ΝΔΥ,2024-05-15,ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,094503580,ΕΝΟΡΑΣΙΣ ΑΝΩΝΥΜΗ ΕΜΠ  ΙΑΤΡΙΚΩΝ ΥΛΙΚΩΝ ΚΑΙ  ΜΗΧΑΝΗΜΑΤΩΝ ΚΑΙ ΙΑΤΡΙΚΩΝ ΥΛΙΚΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤ,405.48,,131102
6ΓΤ84690ΒΛ-Ω4Ξ,2024-05-15,ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,999640490,ΔΟΥΡΜΟΥΣΟΓΛΟΥ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,397.76,,131102
60ΕΦ4690ΒΛ-ΤΑΧ,2024-05-15,ΛΟΙΠΕΣ ΑΜΟΙΒΕΣ ΝΟΜΙΚΩΝ ΠΡΟΣ.ΠΟΥ ΕΚΤΕΛΟΥΝ ΕΙΔΙΚΕΣ ΥΠΗΡΕΣΙΕΣ,131146098,"ΧΑΤΖΗΧΡΗΣΤΟΥ,,ΔΗΜΗΤΡΙΟΣ,ΝΙΚΟΛΑΟΣ",566.63,,043902
Ρ48Β4690ΒΛ-ΕΡ0,2024-05-15,ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,099007886,ΒΙΟΠΡΟΜΗΘΕΥΤΙΚΗ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΕΙΣΑΓΩΓΗ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ  ΕΥΘΥΝΗΣ,432.14,,131102
65ΞΡ4690ΒΛ-ΞΧΤ,2024-05-15,ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,094074824,ΕΛΛΕΝΚΟ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ  ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,354.64,,131102
9Α7Ζ4690ΒΛ-ΒΥΡ,2024-06-10,ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,999789340,HEALTH WAY ΕΙΣΑΓΩΓΗ ΕΜΠΟΡΙΑ ΚΑΙ ΕΚΜΕΤΑΛΛΕΥΣΗ ΙΑΤΡΙΚΟΥ ΚΑΙ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ ΕΠΕ,2404.08,,131102
65ΕΔ4690ΒΛ-1Σ2,2024-06-10,ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,800715333,EUROSUP ΑΕ,85.63,,131102
Ψ5ΧΧ4690ΒΛ-1ΝΧ,2025-03-20,"ΑΜΟΙΒΕΣ ΥΓΕΙΝ.ΠΟΥ ΕΚΤ.ΕΙΔ.ΥΠΗΡ.ΜΕ ΤΗΝ ΙΔΙΟΤ,ΕΛΕΥΘ.ΕΠΑΓΓΕΛΜ",108619654,"ΑΠΟΣΤΟΛΙΔΟΥ ΚΙΟΥΤΗ,,ΦΑΝΗ,ΔΗΜΟΣΘΕΝΗΣ",1500.0,,0413
9ΛΣΥ4690ΒΛ-ΨΞΞ,2025-12-03,"ΑΜΟΙΒΕΣ ΥΓΕΙΝ.ΠΟΥ ΕΚΤ.ΕΙΔ.ΥΠΗΡ.ΜΕ ΤΗΝ ΙΔΙΟΤ,ΕΛΕΥΘ.ΕΠΑΓΓΕΛΜ.",123967560,"ΠΕΤΡΙΔΗΣ,,ΔΗΜΗΤΡΙΟΣ,ΕΥΣΤΑΘΙΟΣ",4250.0,,0413
9Ρ214690ΒΛ-ΘΡ2,2026-07-31,Απόφαση Δέσμευσης Πίστωσης Δαπάνης για την προμήθεια Υγειονομικού υλικού,800366706,BIOSENSE ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,3348.0,,1311
