month,n_payments,total_eur
2021-08,179,1713782.16
2021-09,34,243833.48
2021-10,31,266444.87
2021-11,181,1910059.26
2021-12,400,2825909.72
2022-01,69,344489.23
2022-02,296,2044190.6
2022-03,178,1226203.04
2022-04,326,3441997.74
2022-05,257,2862239.76
2022-06,191,835371.64
2022-07,135,1067297.27
2022-08,274,1104538.6
2022-09,56,419991.83
2022-10,103,1292707.24
2022-11,58,402349.43
2022-12,22,251841.42
2023-01,41,255332.12
2023-02,117,1589569.55
2023-03,277,2561475.1
2023-04,107,677985.28
2023-05,352,2482746.19
2023-06,421,4038231.31
2023-07,154,1431171.55
2023-08,46,435342.71
2023-09,55,536103.08
2023-10,166,1221393.43
2023-11,97,652534.19
2023-12,94,538767.63
2024-01,238,2702560.82
2024-02,294,2002751.32
2024-03,59,502711.28
2024-04,234,2173658.59
2024-05,196,1770678.79
2024-06,241,1311807.14
2024-07,106,1618899.53
2024-08,161,951519.54
2024-09,123,824928.31
2024-10,42,609655.21
2024-11,114,802046.46
2024-12,144,1249142.97
2025-01,120,332602.68
2025-02,190,1639655.87
2025-03,229,1046553.28
2025-04,139,1092310.21
2025-05,177,1353160.73
2025-06,146,882507.09
2025-07,274,1509890.96
2025-08,71,473190.03
2025-09,162,1400556.65
2025-10,128,1077312.63
2025-11,167,642423.42
2025-12,279,2124518.12
2026-01,28,340447.71
2026-02,227,1019290.81
2026-03,172,1032414.89
2026-04,116,664399.23
2026-05,243,1269410.56
2026-06,245,1298059.71
2026-07,333,1639543.85
2026-08,81,643901.62
