ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
675Λ469071-Ω3Σ,2021-12-28,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΜΑΘΗΤΕΙΑ ΕΠΑΛ-ΕΠΑΣ ΟΑΕΔ ΜΗΝΟΣ 12/21,,,,no sponsor block
ΩΥΡ1469071-Μ3Ρ,2021-12-27,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΜΗΝΟΣ 12/21,,,,no sponsor block
ΩΝΣΚ469071-ΠΛ3,2021-12-27,ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ  ΑΠΟ ΧΕ ΠΡΟΜΗΘΕΥΤΩΝ 12ος 2021,999218370,ΛΟΙΠΑ ΤΑΜΕΙΑ,132031.41,self-referential (payroll/EFKA/FMY remittance)
ΨΡΗΖ469071-ΩΚ0,2021-12-27,ΚΑΤΑΒΟΛΗ ΥΠΕΡΩΡΙΩΝ ΜΗΝΟΣ 11/21,,,,no sponsor block
ΨΛΤΗ469071-ΔΨΡ,2021-12-24,ΚΑΤΑΒΟΛΗ ΑΝΑΔΡΟΜΙΚΩΝ ΑΠΟΔΟΧΩΝ ΣΕ ΚΑΘΑΡΙΟΤΗΤΑ,,,,no sponsor block
6ΓΒΕ469071-64Ψ,2021-12-24,ΚΑΤΑΒΟΛΗ ΧΙΛΙΟΜΕΤΡΙΚΗΣ & ΕΚΤΟΣ ΕΔΡΑΣ ΑΠΟΖΗΜΙΩΣΗΣ ΜΗΝΩΝ 08/21-11/21,,,,no sponsor block
Ψ7ΒΔ469071-ΑΔΤ,2021-12-24,ΚΑΤΑΒΟΛΗ ΑΠΟΖΗΜΙΩΣΗΣ ΜΕΛΩΝ ΔΣ ΜΗΝΩΝ 08/21-11/21,,,,no sponsor block
67ΟΖ469071-7ΔΒ,2021-12-24,ΚΑΤΑΒΟΛΗ ΥΠΕΡΩΡΙΩΝ ΣΕ ΕΜΒΟΛΙΑΣΤΙΚΟ ΚΕΝΤΡΟ ΜΗΝΟΣ 07/21-10/21,,,,no sponsor block
ΨΩΗΩ469071-Φ4Φ,2021-12-24,ΚΑΤΑΒΟΛΗ ΥΠΕΡΩΡΙΩΝ ΣΕ ΕΜΒΟΛΙΑΣΤΙΚΟ ΚΕΝΤΡΟ ΜΗΝΟΣ 11/21,,,,no sponsor block
6Χ48469071-ΚΞ5,2021-12-23,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΙΕΚ ΜΗΝΟΣ 12/21,,,,no sponsor block
657Γ469071-ΠΞ6,2021-12-23,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 12/21,,,,no sponsor block
Ω5Π5469071-8ΗΧ,2021-12-23,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΦΥΛΑΞΗΣ ΜΗΝΟΣ 12/21,,,,no sponsor block
ΨΠΑΗ469071-ΖΒΧ,2021-12-23,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ  ΤΡΑΠΕΖΟΚΟΜΩΝ ΜΗΝΟΣ 12/21,,,,no sponsor block
60ΧΜ469071-7ΧΤ,2021-12-23,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΜΑΓΕΙΡΩΝ ΜΗΝΟΣ 12/21,,,,no sponsor block
ΩΗΘ5469071-ΜΗ2,2021-12-23,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΚΑΘΑΡΙΟΤΗΤΑ ΜΗΝΟΣ 12/21,,,,no sponsor block
ΨΦ67469071-Λ0Ε,2021-12-23,ΚΑΤΑΒΟΛΗ ΑΠΟΔΟΧΩΝ ΑΣΘΕΝΕΙΑΣ ΣΕ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ,,,,no sponsor block
Ψ68Μ469071-ΜΣ0,2021-12-22,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 12/21,,,,no sponsor block
6ΡΥΜ469071-86Λ,2021-12-22,ΚΑΤΑΒΟΛΗ ΜΙΘΣΟΔΟΣΙΑΣ ΣΕ ΣΠΟΥΔΑΣΤΗ,,,,no sponsor block
ΨΒΘΔ469071-3ΗΞ,2021-12-22,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΣΠΟΥΔΑΣΤΗ,,,,no sponsor block
6ΗΔ1469071-Ε3Σ,2021-12-22,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΣΠΟΥΔΑΣΤΕΣ ΜΗΝΟΣ 12/21,,,,no sponsor block
ΩΙ8Α469071-ΟΦΒ,2021-12-21,ΚΑΤΑΒΟΛΗ ΑΝΑΔΡΟΜΙΚΩΝ ΣΕ ΕΠΙΚΟΥΡΙΚΟ 11/21,,,,no sponsor block
ΩΑ18469071-1Ω4,2021-12-21,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 12/21,,,,no sponsor block
Ω0ΞΒ469071-3ΜΓ,2021-12-17,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΝΕΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 11/21,,,,no sponsor block
ΩΔΤΑ469071-ΜΟΗ,2021-12-17,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΝΕΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 10/21,,,,no sponsor block
Ψ0ΝΙ469071-ΠΣΒ,2021-12-16,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΕΠΙΚΟΥΡΙΚΟ ΤΡΙΜΗΝΟΥ  ΜΗΝΟΣ 12/21,,,,no sponsor block
ΨΡΒ3469071-ΑΡΠ,2021-12-16,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 11/21,,,,no sponsor block
6ΓΡ6469071-Δ4Ι,2021-12-15,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ  ΝΕΟ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 11/21,,,,no sponsor block
Ω5Σ7469071-ΣΙΙ,2021-12-15,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΝΕΟ ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣΩΠΙΚΟ ΜΗΝΟΣ 12/21,,,,no sponsor block
6ΕΟ3469071-ΚΕΙ,2021-12-14,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ ΣΕ ΕΠΙΚΟΥΡΙΚΟΥΣ ΓΙΑΤΡΟΥΣ 12/21,,,,no sponsor block
ΨΕΞΔ469071-ΞΝΜ,2021-12-14,ΚΑΤΑΒΟΛΗ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
