month,n_payments,total_eur
2022-07,2,2447.45
2022-08,9,23472.38
2022-09,172,821469.15
2022-10,227,5454424.33
2022-11,320,5393728.09
2022-12,561,11217744.15
2023-01,21,459473.91
2023-02,478,3425647.11
2023-03,530,3571098.03
2023-04,235,3931070.93
2023-05,626,7963394.2
2023-06,470,4292375.32
2023-07,238,1111933.04
2023-08,148,3772220.98
2023-09,166,2738913.9
2023-10,827,6065488.64
2023-11,301,1714877.47
2023-12,150,7658579.86
2024-01,54,1689710.7
2024-02,514,3600044.7
2024-03,291,4278902.23
2024-04,695,4097726.34
2024-05,518,5248607.05
2024-06,322,2837559.51
2024-07,135,3279191.12
2024-08,29,391360.49
2024-09,80,1833831.88
2024-10,52,1097719.1
2024-11,162,2148952.4
2024-12,736,13259253.19
2025-01,62,1742608.08
2025-02,195,1722547.19
2025-03,152,1289262.11
2025-04,264,1959694.5
2025-05,121,6163704.46
2025-06,99,3949603.89
2025-07,487,3959152.22
2025-08,548,4633249.94
2025-09,339,1998440.71
2025-10,173,1691506.49
2025-11,117,2142442.79
2025-12,326,3616951.3
2026-01,11,111253.51
2026-02,133,1444046.63
2026-03,763,4422055.71
2026-04,354,2545318.65
2026-05,320,3983140.53
2026-06,566,4447954.48
2026-07,216,1557320.25
2026-08,46,449076.73
