ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
9ΤΣ146906Ε-20Χ,2022-09-15,ΧΕ,095444407,ΜΑΓΕΙΡΑΣ ΔΙΑΓΝΩΣΤΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΑΕ,2348.5,,
ΩΧ2Π46906Ε-Κ2Θ,2022-10-06,ΧΕ,801437479,NEXTGEN MEDICALS ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ,549.99,,
Ω37Λ46906Ε-Ξ74,2022-09-19,ΧΕ,998016682,HELLAS ENVIRONMMENT ΤΕΧΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΙΚΩΝ ΜΕΤΑΛΛΕΥΤΙΚΩΝ ΕΦΑΡΜΟΓΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,6808.84,,
ΨΜΝΛ46906Ε-6ΛΜ,2022-08-30,ΧΕ,094029091,NESTLE ΕΛΛΑΣ  ΜΟΝΟΠΡΟΣΩΠΗ  Α Ε,56.95,,
948Ο46906Ε-Η4Φ,2022-08-29,XE,094029091,NESTLE ΕΛΛΑΣ  ΜΟΝΟΠΡΟΣΩΠΗ  Α Ε,3051.0,,
9ΦΕΝ46906Ε-Ζ5Μ,2022-09-27,ΧΕ,094029091,NESTLE ΕΛΛΑΣ  ΜΟΝΟΠΡΟΣΩΠΗ  Α Ε,650.88,,
Ψ9ΕΨ46906Ε-05Χ,2022-10-05,ΧΕ,998691560,ΓΡ ΒΑΣΙΟΣ ΚΑΙ ΣΙΑ ΕΕ,1798.0,,
ΨΤΘΞ46906Ε-Χ0Π,2022-10-07,ΧΕ,094456967,ANGELINI PHARMA HELLAS ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΦΑΡΜΑΚΩΝ,253.04,,
6ΚΞΑ46906Ε-ΣΓΓ,2022-07-22,ΧΕ,801648025,Ο Β Β Ο  Ε Ε,992.0,,
6ΚΓΧ46906Ε-Θ15,2022-10-14,ΧΕ,035335402,"ΣΤΑΥΡΟΥΛΑΚΗ,,ΣΤΑΥΡΟΥΛΑ,ΕΥΤΥΧΙΟΣ",127.23,,
ΨΩΒ346906Ε-ΦΒ8,2022-10-12,ΧΕ,094030004,ΝΟΡΜΑ ΕΛΛΑΣ ΒΙΟΜΗΧΑΝΙΑ ΦΑΡΜΑΚΩΝ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,1561.26,,
64ΡΝ46906Ε-ΦΙΔ,2022-10-14,ΧΕ,094125994,UCB ΑΝΩΝΥΜΗ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ,1108.71,,
6ΙΙΔ46906Ε-ΖΛΗ,2022-10-14,XE,999636520,VERISFIELD ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ,2034.55,,
9Ψ3Ι46906Ε-Α3Ι,2022-10-05,ΧΕ,081063808,ΜΑΜΑΛΗΣ ΑΝΩΝ ΒΙΟΤ ΕΜΠΟ ΕΤΑΙ ΕΜΦΙ ΚΑΙ ΣΥΣΚΕΥΑΣΙΩΝ,296.8,,
Ω32Τ46906Ε-ΕΗΔ,2022-10-17,ΧΕ,999600478,CSL BEHRING ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚH ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,328613.82,,
ΨΚΠΚ46906Ε-ΘΤΕ,2022-10-10,ΧΕ,094159555,ROCHE ΕΛΛΑΣ ΑΕ,675982.68,,
Ψ81146906Ε-ΘΥ0,2022-09-19,XE,800508891,ΣΥΣΤΗΜΑΤΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΥΔΑΤΟΣ ΧΗΜΙΚΑ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,3075.2,,
