month,n_payments,total_eur
2021-08,151,523084.69
2021-09,204,880998.48
2021-10,163,712701.01
2021-11,250,1273040.76
2021-12,247,1063925.3
2022-01,15,124799.7
2022-02,149,365957.07
2022-03,78,548030.09
2022-04,222,832603.17
2022-05,46,301842.54
2022-06,207,656275.65
2022-07,77,428486.06
2022-08,72,471368.54
2022-09,205,945826.13
2022-10,177,941265.82
2022-11,170,1365903.58
2022-12,252,1174695.22
2023-01,10,8954.16
2023-02,103,525011.26
2023-03,145,949562.93
2023-04,127,939006.19
2023-05,307,1426663.73
2023-06,119,471761.67
2023-07,105,648651.04
2023-08,88,624218.56
2023-09,82,748734.55
2023-10,272,1141930.2
2023-11,236,944777.14
2023-12,203,964672.72
2024-01,79,220047.9
2024-02,60,896895.7
2024-03,152,939919.34
2024-04,301,1502581.52
2024-05,213,616199.35
2024-06,205,721387.99
2024-07,119,649141.77
2024-08,70,227302.56
2024-09,104,601762.59
2024-10,93,313218.87
2024-11,66,364081.97
2024-12,245,1684797.44
2025-01,114,296769.36
2025-02,83,383255.94
2025-03,156,420068.03
2025-04,145,919268.51
2025-05,126,792624.31
2025-06,94,286527.76
2025-07,229,1421251.26
2025-08,138,642117.36
2025-09,54,130764.57
2025-10,263,916275.84
2025-11,74,338244.55
2025-12,158,851803.53
2026-01,25,192492.89
2026-02,177,713069.87
2026-03,92,437343.48
2026-04,164,698908.36
2026-05,185,1201806.17
2026-06,157,1022738.15
2026-07,246,898849.29
2026-08,9,30438.44
