month,n_payments,total_eur
2021-08,331,1801316.5
2021-09,25,258323.75
2021-10,311,6357663.76
2021-11,433,12244247.65
2021-12,447,9883759.41
2022-02,334,4914138.79
2022-03,186,1590261.81
2022-04,486,9978690.61
2022-05,547,6576635.25
2022-06,270,2887853.0
2022-07,208,4744491.69
2022-08,521,5197028.06
2022-09,224,3908256.51
2022-10,664,11193482.37
2022-11,533,9294774.29
2022-12,142,41362521.94
2023-01,4,742300.88
2023-02,24,2227916.99
2023-03,413,5052653.56
2023-04,212,4314665.15
2023-05,370,5014821.82
2023-06,538,10568759.42
2023-07,309,7690838.97
2023-08,122,1675465.77
2023-09,162,4296838.01
2023-10,361,2890524.88
2023-11,439,7288524.44
2023-12,208,5488369.97
2024-01,31,2381033.63
2024-02,573,10339282.04
2024-03,113,4284816.01
2024-04,524,8095657.1
2024-05,362,5700913.0
2024-06,428,7155433.23
2024-07,136,3735349.1
2024-08,94,2881377.65
2024-09,92,1178609.02
2024-10,556,6590264.1
2024-11,129,4967871.61
2024-12,383,5124638.84
2025-01,15,256505.28
2025-02,179,2423075.99
2025-03,350,4275111.06
2025-04,504,10685154.69
2025-05,211,3736325.44
2025-06,286,4936662.66
2025-07,505,27425243.41
2025-08,451,5992823.12
2025-09,380,6340205.24
2025-10,161,4154977.45
2025-11,138,2211037.82
2025-12,334,5439300.58
2026-02,24,843099.8
2026-03,449,7582882.91
2026-04,310,9417326.62
2026-05,356,3593957.55
2026-06,534,8026614.82
2026-07,409,7124091.72
2026-08,36,579897.84
