ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
916546907Ο-136,2023-08-11,ΧΕ-1759 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΑΠΟΖΗΜΙΩΣΗΣ ΓΙΑ ΕΝΤΟΣ ΕΔΡΑΣ ΜΕΤΑΚΙΝΗΣΕΙΣ ΓΙΑ ΤΟΝ ΜΗΝΑ ΙΟΥΛΙΟ 2023 (ΑΠΟΦ. 11044/10-8-23),,,,no sponsor block
Ω83Β46907Ο-ΛΔ9,2023-08-09,ΧΕ-1757 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΑΠΟΖΗΜΙΩΣΗΣ ΓΙΑ ΕΚΤΟΣ ΕΔΡΑΣ ΜΕΤΑΚΙΝΗΣΕΙΣ Β' ΤΡΙΜΗΝΟΥ 2023 (ΑΠ: 10963/8-8-23),,,,no sponsor block
9ΜΟ646907Ο-ΙΝΚ,2023-08-02,ΧΕ-1706 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗ ΚΑΤΑΒΟΛΗ ΕΦΗΜΕΡΙΩΝ ΜΗΝΟΣ ΙΟΥΝΙΟΥ 2023 ΙΑΤΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,,no sponsor block
6ΘΞ146907Ο-ΒΞ8,2023-08-03,"ΧΕ-1730 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΑΠΟΔΟΣΗ ΟΦΕΙΛΩΝ ΑΠΟ ΑΣΦΑΛΙΣΤΙΚΕΣ ΕΙΣΦΟΡΕΣ ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ ΜΗΝΟΣ ΑΠΡΙΛΙΟΥ 2023 (Γ.Ε.572, 571, 570/2023)",,,,no sponsor block
9ΝΧΥ46907Ο-ΗΧΡ,2023-08-03,"ΧΕ-1729 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΑΠΟΔΟΣΗ  Φ.Μ.Υ.  ΚΟΙΝΩΦ.ΠΡΟΓΡΑΜΜΑΤΟΣ ΟΑΕΔ ΜΗΝΟΣ  ΑΠΡΙΛΙΟΥ 2023 (Γ.Ε. 573, 574, 575, 576, 577/2023)",,,,no sponsor block
94ΞΦ46907Ο-ΔΜΟ,2023-08-02,ΧΕ-1720 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ 6ος 2023,,,,no sponsor block
6ΠΛΒ46907Ο-ΧΑΔ,2023-08-02,ΧΕ-1719 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ 6ος 2023,,,,no sponsor block
ΩΖΡΨ46907Ο-Ε7Ω,2023-08-02,ΧΕ-1718 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ 6ος 2023,,,,no sponsor block
6ΟΧ746907Ο-ΖΛΜ,2023-08-02,ΧΕ-1716 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΚΑΤΑΒΟΛΗ ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ 6ος 2023 ΠΡΟΣ ΣΥΜΠΛ.ΥΠΟΧΡ.ΒΑΣΗ ΔΙΚΑΣΤ.ΑΠΟΦ.217/13 & 155/14 ΠΕΡΙ ΑΣΦ.ΜΕΤΡΩΝ,,,,no sponsor block
9Β1946907Ο-ΔΚ6,2023-08-02,ΧΕ-1715 ΣΕΙΡΑ Β/2023 ΓΙΑ ΤΗΝ ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ 6ος 2023,,,,no sponsor block
