ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6Ι0Ζ46904Α-ΖΙ1,2024-06-13,ΧΕ-1135 ΣΕΙΡΑ Φ.100/2024,094159555,ROCHE HELLAS AE (210 6166100)  ( FAX : 210 6106773,-2.32,negative amount
94ΧΧ46904Α-ΗΔΠ,2024-06-05,"ΧΕ-1007 ΣΕΙΡΑ Φ.100/2024 01,02,03/2024. ΠΛΗΡΩΜΗ ΦΑΡΜΑΚΕΥΤΙΚΟΥ ΥΛΙΚΟΥ.",094041553,DEMO ΑΒΕΕ,-55.12,negative amount
970746904Α-ΑΜ3,2024-05-16,"ΧΕ-959 ΣΕΙΡΑ Φ.100/2024 05/2024, ΕΚΤΕΛΕΣΗ ΔΙΚΑΣΤΙΚΩΝ ΑΠΟΦΑΣΕΩΝ",,,,no sponsor block
ΨΩΑ346904Α-ΕΒΕ,2024-02-14,"ΧΕ-151 ΣΕΙΡΑ Φ.100/2024 ΝΟΕΜΒΡΙΟΣ 2023, ΚΡΑΤΗΣΕΙΣ ΥΠΕΡ ΦΜΥ ΓΙΑ ΕΡΓΑΖΟΜΕΝΟΥΣ ΟΑΕΔ (Β' ΠΡΟΓΡΑΜΜΑ)",,,,no sponsor block
6ΧΛ346904Α-ΥΦΞ,2024-02-14,ΧΕ-150 ΣΕΙΡΑ Φ.100/2024 01/2024. ΠΛΗΡΩΜΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ.,,,,no sponsor block
6ΥΗ846904Α-Ζ37,2024-02-14,"ΧΕ-149 ΣΕΙΡΑ Φ.100/2024 01/2024, ΠΛΗΡΩΜΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ.",,,,no sponsor block
ΨΔΣ546904Α-0Κ6,2024-01-31,"ΧΕ-21 ΣΕΙΡΑ Φ.100/2024 ΝΟΕΜΒΡΙΟΣ 2023, ΚΡΑΤΗΣΕΙΣ ΥΠΕΡ ΦΜΥ ΓΙΑ ΕΡΓΑΖΟΜΕΝΟΥΣ ΟΑΕΔ (Α' ΠΡΟΓΡΑΜΜΑ)",,,,no sponsor block
62Ρ846904Α-ΓΙΙ,2024-01-31,ΧΕ-20 ΣΕΙΡΑ Φ.100/2024 ΕΚΔΟΣΗ ΔΙΟΡΘΩΤΙΚΟΥ ΕΝΤΑΛΜΑΤΟΣ ΜΙΣΘΟΔΟΣΙΑΣ. 2Η ΣΥΝΕΔΡΙΑΣΗ Δ.Σ. ΣΤΗΝ ΥΠ. ΑΡ. Δ20/737/15-01-2024 ΕΙΣΗΓΗΣΗ,,,,no sponsor block
9ΧΟ646904Α-Ν32,2024-01-30,ΧΕ-17 ΣΕΙΡΑ Φ.100/2024 ΔΕΚΕΜΒΡΙΟΣ 2023 ΠΛΗΡΩΜΗ ΤΑΚΤΙΚΩΝ ΕΦΗΜΕΡΙΩΝ,,,,no sponsor block
ΡΨΘΥ46904Α-ΕΥ2,2024-01-30,ΧΕ-16 ΣΕΙΡΑ Φ.100/2024 ΔΕΚΕΜΒΡΙΟΣ 2023 ΠΛΗΡΩΜΗ ΤΑΚΤΙΚΩΝ ΕΦΗΜΕΡΙΩΝ,,,,no sponsor block
ΡΞ3Θ46904Α-ΖΩΨ,2024-01-30,ΧΕ-15 ΣΕΙΡΑ Φ.100/2024 ΔΕΚΕΜΒΡΙΟΣ 2023 ΠΛΗΡΩΜΗ ΤΑΚΤΙΚΩΝ ΕΦΗΜΕΡΙΩΝ,,,,no sponsor block
ΡΨΝΘ46904Α-Ξ40,2024-01-30,ΧΕ-14 ΣΕΙΡΑ Φ.100/2024 ΔΕΚΕΜΒΡΙΟΣ 2023 ΠΛΗΡΩΜΗ ΤΑΚΤΙΚΩΝ ΕΦΗΜΕΡΙΩΝ,,,,no sponsor block
ΨΓΥΠ46904Α-Χ16,2024-01-30,ΧΕ-13 ΣΕΙΡΑ Φ.100/2024 ΔΕΚΕΜΒΡΙΟΣ 2023 ΠΛΗΡΩΜΗ ΤΑΚΤΙΚΩΝ ΕΦΗΜΕΡΙΩΝ,,,,no sponsor block
9Ρ9Υ46904Α-0ΧΧ,2024-01-30,ΧΕ-12 ΣΕΙΡΑ Φ.100/2024 ΔΕΚΕΜΒΡΙΟΣ 2023 ΠΛΗΡΩΜΗ ΥΠΕΡ ΑΠΑΣΧ.&ΕΡΓ.ΝΥΧΤ.&ΕΞΑΙΡ.ΗΜΕΡΩΝ,,,,no sponsor block
ΨΕΦΛ46904Α-ΔΤ3,2024-01-30,"ΧΕ-1 ΣΕΙΡΑ Φ.100/2024 12/2023, ΑΝΑΣΤΑΣΙΟΥ ΡΑΦΑΕΛΑ ΚΑΙ ΛΟΙΠΟΙ 4 ΜΑΘΗΤΕΣ ΔΙΕΚ.",,,,no sponsor block
