month,n_payments,total_eur
2021-08,298,32789362.02
2021-09,164,9301596.43
2021-10,160,6581824.02
2021-11,459,268018112.06
2021-12,509,23542816.53
2022-01,28,3335232.23
2022-02,311,14505799.66
2022-03,151,4493326.12
2022-04,524,30390301.82
2022-05,356,17901145.9
2022-06,324,8151092.78
2022-07,284,18141323.98
2022-08,549,13079886.39
2022-09,397,8388755.45
2022-10,328,13086704.97
2022-11,386,22148382.99
2022-12,134,9160702.9
2023-01,20,969845.67
2023-02,385,23424852.09
2023-03,309,18702552.74
2023-04,485,50152553.08
2023-05,288,27747213.49
2023-06,158,7576084.49
2023-07,105,5783197.96
2023-08,32,2065148.91
2023-09,106,3217092.53
2023-10,942,54073929.86
2023-11,222,8063292.39
2023-12,103,30217439.91
2024-01,35,2420006.19
2024-02,229,10158515.97
2024-03,171,24666487.8
2024-04,562,63715262.08
2024-05,241,16364376.62
2024-06,186,10331803.89
2024-07,261,10945367.2
2024-08,95,2742562.16
2024-09,51,1561755.76
2024-10,136,5805458.36
2024-11,84,3814264.92
2024-12,336,26743088.88
2025-01,160,33774677.17
2025-02,532,22151191.3
2025-03,180,10407371.26
2025-04,183,11738191.75
2025-05,193,8868203.87
2025-06,99,5549750.43
2025-07,514,34452431.83
2025-08,278,11546638.46
2025-09,201,12203469.91
2025-10,180,10167120.34
2025-11,288,13986462.5
2025-12,423,35300675.65
2026-01,5,1897.82
2026-02,48,2717911.28
2026-03,516,25733657.74
2026-04,226,14226870.01
2026-05,292,12274477.21
2026-06,355,21650952.59
2026-07,288,17479008.42
2026-08,25,1267376.7
