ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
64ΑΦ4690ΩΧ-ΝΣΚ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ,,,,no sponsor block
Ψ1ΣΧ4690ΩΧ-ΡΜΜ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΥΠΕΡΩΡΙΩΝ ΜΟΝΙΜΩΝ ΙΔΑΧ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
6Δ8Τ4690ΩΧ-Ζ3Μ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΚΟΥΡΙΚΟΙ ΙΑΤΡΟΙ COVID E ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
6ΚΨΦ4690ΩΧ-47Μ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΚΟΥΡΙΚΟΙ ΙΑΤΡΟΙ COVID E ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
ΨΙ6Γ4690ΩΧ-Ε32,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΥΠΕΡΩΡΙΩΝ ΜΟΝΙΜΩΝ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΙΔΑΧ ΟΚΤΩΒΡΙΟΥ 2021-ΑΠΟΔΟΣΗ,,,,no sponsor block
6Σ4Ι4690ΩΧ-4ΛΕ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΥΠΕΡΩΡΙΩΝ ΜΟΝΙΜΩΝ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΙΔΑΧ ΟΚΤΩΒΡΙΟΥ 2021-ΑΠΟΔΟΧΕ,,,,no sponsor block
66Η84690ΩΧ-ΞΘΞ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧΤ-ΕΞΑΙΡ. ΠΡΟΣΩΠΙΚΟΥ ΦΥΛΑΞΗΣ ΠΟΛΥΚΛΙΝΙΚΗΣ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ,,,,no sponsor block
Ψ9Η14690ΩΧ-ΑΥ5,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧΤ-ΕΞΑΙΡ. ΠΡΟΣΩΠΙΚΟΥ ΦΥΛΑΞΗΣ ΠΟΛΥΚΛΙΝΙΚΗΣ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
66Ο44690ΩΧ-ΗΦΞ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
6ΥΕΟ4690ΩΧ-ΒΘΘ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
Ψ2Υ64690ΩΧ-ΛΟ1,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧΤ. ΚΑΙ ΕΞΑΙΡ ΠΡΟΣΩΠΙΚΟΥ ΚΑΘΑΡΙΟΤΗΤΑΣ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
6ΝΧΧ4690ΩΧ-ΞΥΕ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧΤ. ΚΑΙ ΕΞΑΙΡ ΠΡΟΣΩΠΙΚΟΥ ΚΑΘΑΡΙΟΤΗΤΑΣ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
ΩΣΜΘ4690ΩΧ-0ΙΓ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΚΟΥΡΙΚΟΙ ΙΑΤΡΟΙ COVID E ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
66ΨΣ4690ΩΧ-4Ω3,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΚΟΥΡΙΚΟΙ ΙΑΤΡΟΙ COVID E ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
Ω2ΗΙ4690ΩΧ-2ΔΦ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΚΛΙΝΙΚΟΥ ΕΠΙΔΟΜΑΤΟΣ ΠΑΝΕΠΙΣΤΗΜΙΑΚΩΝ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
Ψ6ΒΞ4690ΩΧ-Λ29,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
ΨΩΩ84690ΩΧ-569,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΚΛΙΝΙΚΟΥ ΕΠΙΔΟΜΑΤΟΣ ΠΑΝΕΠΙΣΤΗΜΙΑΚΩΝ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
ΨΕΟΨ4690ΩΧ-ΠΙΨ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧ. ΕΞΑΙΡ. ΠΡΟΣΩΠΙΚΟΥ ΚΑΘΑΡΙΟΤΗΤΑΣ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΡΑΤΗΣΕΩΝ,,,,no sponsor block
6ΡΘΘ4690ΩΧ-ΔΟΤ,2021-12-28,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧ. ΕΞΑΙΡ. ΠΡΟΣΩΠΙΚΟΥ ΚΑΘΑΡΙΟΤΗΤΑΣ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
Ω5ΦΦ4690ΩΧ-ΝΡΣ,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧΤ. ΕΞΑΙΡ. ΠΡΟΣΩΠΙΚΟΥ ΦΥΛΑΞΗΣ ΠΟΛΥΚΛΙΝΙΚΗΣ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ,,,,no sponsor block
ΨΨΤ24690ΩΧ-Γ1Α,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΝΥΧΤ. ΕΞΑΙΡ. ΠΡΟΣΩΠΙΚΟΥ ΦΥΛΑΞΗΣ ΠΟΛΥΚΛΙΝΙΚΗΣ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
92ΔΙ4690ΩΧ-ΦΣ1,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
6Φ7Ι4690ΩΧ-5Θ3,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΟΚΤΩΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
96ΠΥ4690ΩΧ-ΚΨ3,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
6Ψ2Φ4690ΩΧ-04Ρ,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
ΩΙΥΖ4690ΩΧ-4Ν8,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ ΝΟΕΜΒΡΙΟΣ 2021-ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ,,,,no sponsor block
6ΔΤΞ4690ΩΧ-Ω71,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΕΦΗΜΕΡΙΩΝ ΙΑΤΡΩΝ ΟΚΤΩΒΡΙΟΥ 2021-ΑΠΟΔΟΧΕΣ,,,,no sponsor block
6Ζ8Κ4690ΩΧ-ΝΜΕ,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΘΕΤΗΣ ΟΛΟΗΜΕΡΗΣ ΛΕΙΤΟΥΡΓΙΑΣ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΝΟΕΜΒΡΙΟΥ -ΑΠΟΔΟΣΗ,,,,no sponsor block
ΨΕΧΣ4690ΩΧ-Ι9Ψ,2021-12-27,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΘΕΤΗΣ ΟΛΟΗΜΕΡΗΣ ΛΕΙΤΟΥΡΓΙΑΣ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΝΟΕΜΒΡΙΟΥ -ΑΠΟΔΟΧΕΣ,,,,no sponsor block
Ω32Θ4690ΩΧ-Μ2Μ,2021-12-27,ΑΠΟΔΟΣΗ ΑΣΦΑΛΙΣΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΑΝΑΔΡΟΜΙΚΩΝ ΜΕΤΑΒΟΛΩΝ ΟΑΕΔ ΚΟΙΝΟΦΕΛΕΣ 13 2016,,,,no sponsor block
Ω3ΨΩ4690ΩΧ-ΟΔΑ,2021-12-27,ΑΠΟΔΟΣΗ ΦΜΥ ΜΙΣΘΟΔΟΣΙΑ ΝΟΕΜΒΡΙΟΥ 2021 ΚΟΙΝΟΦΕΛΟΥΣ ΟΑΕΔ 10 2017,,,,no sponsor block
ΩΞΕΟ4690ΩΧ-ΝΑ0,2021-12-27,ΑΠΟΔΟΣΗ ΑΣΦΑΛΙΣΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΜΙΣΘΟΔΟΣΙΑΣ ΝΟΕΜΒΡΙΟΥ 2021 ΚΟΙΝΟΦΕΛΟΥΣ ΟΑΕΔ 10 2017,,,,no sponsor block
ΩΓΩΔ4690ΩΧ-3Ω4,2021-12-27,ΑΠΟΔΟΣΗ ΦΜΥ ΜΙΣΘΟΔΟΣΙΑΣ ΝΟΕΜΒΡΙΟΥ 2021 ΚΟΙΝΟΦΕΛΟΥΣ ΟΑΕΔ 13 2016,,,,no sponsor block
ΨΙΡΑ4690ΩΧ-9Λ8,2021-12-27,ΑΠΟΔΟΣΗ ΑΣΦΑΛΙΣΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΜΙΣΘΟΔΟΣΙΑΣ ΝΟΕΜΒΡΙΟΥ 2021ΚΟΙΝΟΦΕΛΕΣ ΟΑΕΔ 13,,,,no sponsor block
ΨΡΡ34690ΩΧ-41Η,2021-12-27,ΑΠΟΔΟΣΗ ΑΣΦΑΛΙΣΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΤΑΚΤΟΠΟΙΗΣΗ ΑΝΑΔΡΟΜΙΚΩΝ ΜΕΤΑΒΟΛΩΝ ΣΕ ΜΙΣΘΟΔΟΣΙΑ,,,,no sponsor block
977Ρ4690ΩΧ-2ΓΥ,2021-12-27,ΑΠΟΔΟΣΗ ΑΦΑΛΙΣΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΤΑΚΤΟΠΟΙΗΣΗ ΑΝΑΔΡΟΜΙΚΩΝ ΜΕΤΑΒΟΛΩΝ ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
6Ψ9Χ4690ΩΧ-ΞΗΗ,2021-12-27,ΑΠΟΔΟΣΗ ΦΜΥ ΜΙΣΘΟΔΟΣΙΑΣ ΟΚΤΩΒΡΙΟΥ 2021 ΚΟΙΝΟΦΕΛΟΥΣ ΟΕΑΔ 13 2016,,,,no sponsor block
