ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
Ψ21946907Τ-Ε1Ν,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 185,094026421,ΕΛΛΗΝΙΚΑ ΤΑΧΥΔΡΟΜΕΙΑ  Α.Ε.,3644.48,,
Ψ7ΓΨ46907Τ-2Τ8,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 184,094208578,OTIS ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Α.Β.Ε.Τ.Ε,4824.84,,
93ΞΠ46907Τ-ΕΧΤ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 179,801938784,MEDITRUST GROUP AE,4120.71,,
951Τ46907Τ-ΦΨΚ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 178,801719796,SPARK ΣΥΜΒΟΥΛΟΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,2387.0,,
97ΜΨ46907Τ-ΑΧΚ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 177,800380983,"ΑΞΩΝ ΑΠΟΛΥΜΑΝΤΙΚΗ Ε.Ε,",1963.16,,
6ΔΕΚ46907Τ-ΙΚΤ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 176,093635530,ΑΝΑΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ Ε.Ε.,4152.02,,
ΨΛ7546907Τ-ΙΥΞ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 175,095594723,CARE DIRECT ΜΟΝΟΠΡΟΣΩΠΗ A.E. ΔΙΑΦΗΜ.ΕΚΔΟΤΙΚΩΝ,580.18,,
92Η846907Τ-ΡΞΖ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 173,801431402,SALUS MED I.K.E,2384.3,,
924Β46907Τ-ΧΓΛ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 174,998635677,MEDICAL WASTE A.E.MEDITRANSPORT A.E.,41696.24,,
9ΚΡΟ46907Τ-ΙΙ3,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 172,036144160,ΒΕΡΡOΙΟΠΟΥΛΟΥ ΑΘΗΝΑ,130.2,,
Ψ68446907Τ-7ΡΓ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 172,036144160,ΒΕΡΡOΙΟΠΟΥΛΟΥ ΑΘΗΝΑ,130.2,,
9ΔΟΘ46907Τ-ΥΒΖ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 171,095674169,MEDICAL SYSTEMS. Ι. ΚΡΗΤΙΚΟΣ-Σ.ΡΩΜΑΝΙΑΣ ΙΚΕ,248.0,,
91ΚΡ46907Τ-00Ν,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 170,094442268,ΠΡΩΤΟΝ Α.Ε.,3224.0,,
9ΔΚ746907Τ-ΞΗΙ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 169,800451612,ΑΝΑΔΡΑΣΙΣ MED ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,1126.54,,
9ΤΓΡ46907Τ-2ΔΤ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 168,801944625,INNOVIS MEDICAL DEVICES M.A.E.,5650.0,,
68ΛΓ46907Τ-Β5Σ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 167,999685389,ΚΟΣΜΙΔΗΣ ΠΕΤΡΟΣ ΚΑΙ  ΣΙΑ Ε.Ε. ΙΑΤΡ.ΧΗΜ.ΠΡΟΙΝ,1192.88,,
Ψ20846907Τ-ΛΗΦ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 166,050791655,ΣΤΥΛΙΑΝΗ ΣΤΕΦ.ΑΜΠΑΔΙΩΤΑΚΗ,43.4,,
9ΗΝΟ46907Τ-ΚΟ5,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 165,997296038,SIDAPHARM Ι.Κ.Ε.,1361.52,,
ΨΤ0Η46907Τ-3ΚΗ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 164,046974082,ΚΟΚΚΙΝΟΥ Λ. ΑΛΕΞΑΝΔΡΑ,43.4,,
6Δ2246907Τ-ΔΛΨ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 163,127719738,ΠΑΡΑΣΚΕΥΗ Π.ΣΤΑΜΑΤΙΟΥ,49.64,,
Ψ7ΥΠ46907Τ-ΒΨΕ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 162,095029193,PAPAPOSTOLOU ΠΑΠΑΠΟΣΤΟΛΟΥ Ν. Α.E.,1116.0,,
9Β6Ρ46907Τ-6ΑΙ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 161,095570412,ΔΗΑΜΑΡ ΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΑΕ,620.0,,
9ΦΟ046907Τ-ΥΙ9,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 160,051233803,"ΛΑΜΔΑ SERVICE,/ ΛΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ",2157.6,,
ΨΣ3Λ46907Τ-5ΚΩ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 159,999961120,MEDIC PLAN HEALTH PROJECT Α.Ε.,1091.2,,
ΨΟ7346907Τ-Α00,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 158,095029193,PAPAPOSTOLOU ΠΑΠΑΠΟΣΤΟΛΟΥ Ν. Α.E.,6313.75,,
Ψ33Ρ46907Τ-Υ7Φ,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 157,996775899,MEDICAL AND BIOLOGICAL HELLAS,1375.36,,
Ψ4Ε746907Τ-ΤΧ2,2026-02-02,ΕΞΟΦΛΗΣΗ Χ.Ε. 156,094264251,OMMA LITE  ΟΜΜΑ  ΛΑIΤ  Α.Ε.Ε.,63.24,,
9ΗΑΥ46907Τ-6ΙΚ,2026-01-30,ΕΞΟΦΛΗΣΗ Χ.Ε. 141,095029193,PAPAPOSTOLOU ΠΑΠΑΠΟΣΤΟΛΟΥ Ν. Α.E.,15004.0,,
9Ω3Υ46907Τ-4ΡΙ,2026-01-30,ΕΞΟΦΛΗΣΗ Χ.Ε. 140,095457728,ERGOSYSTEMS LTD ΓΣ ΜΑΣΤΟΡΑΚΗΣ  Ν Ι ΚΩΣΤΑΚΗΣ ΕΠΕ,4905.44,,
ΡΦΝΚ46907Τ-ΝΔΘ,2026-01-30,ΕΞΟΦΛΗΣΗ Χ.Ε. 138,093401589,ΛΕΩΝΙΔΑΣ ΚΑΝΕΛΛΟΣ  KAI ΣΙΑ O.E.,527.0,,
6ΑΖΩ46907Τ-198,2026-01-30,ΕΞΟΦΛΗΣΗ Χ.Ε. 137,998618379,ΔΕΜΕΡΤΖΗ Μ  ΚΑΙ ΣΙΑ Ε.Ε. DM,399.78,,
ΨΓΥΕ46907Τ-Ψ68,2026-01-30,ΕΞΟΦΛΗΣΗ Χ.Ε. 136,999670862,FILTER TECH Γ.ΧΑΛΙΚΙΑΣ Α.Ε.,1488.0,,
9Η3646907Τ-9ΕΤ,2026-01-30,ΕΞΟΦΛΗΣΗ Χ.Ε. 135,034814083,ΜΑΡΖΑΒΑΣ Φ. ΗΛΙΑΣ,5208.0,,
ΡΕΣΓ46907Τ-ΞΟΟ,2026-01-30,ΕΞΟΦΛΗΣΗ Χ.Ε. 134,801938784,MEDITRUST GROUP AE,266.6,,
