ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6Ζ7Ο46904Ε-ΙΕΡ,2021-12-28,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΟΤΩΒΡΙΟΣ 2021,,,,no sponsor block
ΩΜΡΥ46904Ε-ΒΩΕ,2021-12-28,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΣΕΠΤΕΜΒΡΙΟΣ 2019,,,,no sponsor block
6ΖΚ946904Ε-1ΚΞ,2021-12-28,ΟΛΟΗΜΕΡΗ  ΛΕΙΤΟΥΡΓΙΑ ΝΟΣΟΚΟΜΕΙΟΥ ΟΚΤΩΒΡΙΟΣ 2021,,,,no sponsor block
6Ν9Τ46904Ε-ΣΩΛ,2021-12-28,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΝΟΣΟΚΟΜΕΙΟΥ ΑΥΓΟΥΣΤΟΣ 2021,,,,no sponsor block
6ΠΙΞ46904Ε-6Χ9,2021-12-28,ΟΛΟΗΜΕΡΗ ΛΕΙΤΟΥΡΓΙΑ ΝΟΣΟΚΟΜΕΙΟΥ ΣΕΠΤΕΜΒΡΙΟΣ 2021,,,,no sponsor block
ΩΝΥΘ46904Ε-Χ5Ζ,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣΟΚΤΩΒΡΙΟΣ 2021,,,,no sponsor block
99ΒΒ46904Ε-ΜΣΛ,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΟΚΤΩΒΡΙΟΣ 2021,,,,no sponsor block
Ω2ΦΘ46904Ε-ΛΘ0,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΙΑΝΟΥΑΡΙΟΣ 2019 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
ΨΧΩΔ46904Ε-ΛΡ1,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΑΥΓΟΥΣΤΟΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
ΩΑ4Υ46904Ε-Ι29,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΜΑΙΟΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
ΩΦΥΒ46904Ε-ΠΕΦ,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΙΟΥΛΙΟΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
ΨΥΞ146904Ε-ΙΟΑ,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΑΠΡΙΛΙΟΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
ΨΠ8Ι46904Ε-ΤΦΔ,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΜΑΡΤΙΟΣ  2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
ΩΑΠΔ46904Ε-ΑΜ8,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΦΕΒΡΟΥΑΡΙΟΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
61ΦΛ46904Ε-24Ο,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΜΑΡΤΙΟΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
Ω3ΔΖ46904Ε-5ΛΙ,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΦΕΒΡΟΥΑΡΙΟΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
66Σ546904Ε-ΕΛ9,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΙΟΥΝΙΣ 2021 ΠΕΡΑΝ ΠΛΑΦΟΝ,,,,no sponsor block
ΩΤΖΛ46904Ε-96Ω,2021-12-27,ΠΡΟΣΘΕΤΕΣ ΑΜΟΙΒΕΣ ΙΑΝΟΥΑΡΙΟΣ 2021,,,,no sponsor block
ΨΡΥΤ46904Ε-ΤΣΨ,2021-12-22,ΤΑΚΤΙΚΗ ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΙ ΕΣΠΑ ΟΠΣ 5070144- ΣΑ:ΕΠ0851   ΣΑΕΠ:2020ΕΠΟ8510128(COVID -19-ΕΣΠΑ)-ΟΚΤΩΒΡΙΟΣ  2021 -ΕΦΗΜΕΡΙΕΣ ΒΑΛΕΛΛΗΣ ΚΑΙ ΛΟΙΠΟΙ ΔΙΚΑΙΟΥΧΟΙ ΕΣΠΑ- ΟΠΣ 5070144,,,,no sponsor block
Ψ0ΛΧ46904Ε-Α23,2021-12-22,ΤΑΚΤΙΚΗ ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΙ ΕΣΠΑ ΟΠΣ 5070144- ΣΑ:ΕΠ0851   ΣΑΕΠ:2020ΕΠΟ8510128(COVID -19-ΕΣΠΑ)-ΟΚΤΩΒΡΙΟΣ 2021 ΕΣΠΑ- ΟΠΣ 5070144,,,,no sponsor block
