ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
63ΞΨ46904Κ-0ΟΝ,2021-12-09,"ΧΕ2722Α/21                             ΧΠ 5/20,4/21,6/21 ΠΡΟΜΗΘΕΙΑ ΦΑΡΜΑΚΩΝ",094009565,SPECIFAR ΑΒΕΕ ΒΙΟΜΗΧΑΝΙΑ ΧΗΜΙΚΩΝ ΚΑΙ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ,-42.41,negative amount
6ΦΟΙ46904Κ-8ΛΠ,2023-07-21,ΧΕ1741Α/23  ΠΡΟΜΗΘΕΙΑ ΕΠΙΠΛΩΝ ΚΑΙ ΥΛΙΚΩΝ ΔΑΠΕΔΩΝ  ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ 573/23,801632261,AKYLIN  ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,801632261.00,ANOMALY: amount == supplier AFM
6ΦΟΙ46904Κ-8ΛΠ,2023-07-21,ΧΕ1741Α/23  ΠΡΟΜΗΘΕΙΑ ΕΠΙΠΛΩΝ ΚΑΙ ΥΛΙΚΩΝ ΔΑΠΕΔΩΝ  ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ 573/23,801632261,AKYLIN  ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,801632261.00,ANOMALY: amount == supplier AFM
ΡΞΤΝ46904Κ-Ο4Ε,2023-12-21,ΧΕ-2557 ΣΕΙΡΑ Α/2023 ΑΠΟΔΟΣΗ ΠΟΣΟΣΤΟΥ 6% ΕΠΙ ΤΩΝ ΕΣΟΔΩΝ ΤΟΥ ΝΑΟΥ 2023 ΦΕΚ284Α/5-10-1973,,,,no sponsor block
69Γ046904Κ-7ΗΩ,2023-10-25,ΧΕ-2182 ΣΕΙΡΑ Α/2023 ΠΡΟΜ.ΕΙΔΩΝ ΣΥΝΤΗΡ-ΕΠΙΣ.ΚΤΙΡΙΩΝ ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ 573/23,094373861,ΣΑΜΑΡΑΣ ΓΕΩΡΓΙΟΣ ΑΒΕΕ,0.00,no amount
Ψ5ΨΕ46904Κ-ΗΦ4,2025-04-08,ΧΕ-534 ΣΕΙΡΑ Α/2025 2ος/2025    ΑΠΟΔΟΣΗ ΣΤΟ ΔΗΜΟΣΙΟ ΚΡΑΤΗΣΕΩΝ ΑΠΟ ΜΑΚΡΟΧΡΟΝΙΑ ΑΝΕΡΓΟΥΣ ΤΟΥ ΟΑΕΔ,,,,no sponsor block
62Ρ546904Κ-1ΨΤ,2025-04-08,ΧΕ-533 ΣΕΙΡΑ Α/2025 2ος/2025   ΑΠΟΔΟΣΗ ΣΤΟ ΔΗΜΟΣΙΟ  ΚΡΑΤΗΣΕΩΝ ΑΠΟ ΜΑΚΡΟΧΡΟΝΙΑ ΑΝΕΡΓΟΥΣ ΤΟΥ ΟΑΕΔ,,,,no sponsor block
ΨΦΙΞ46904Κ-18Ρ,2025-04-08,ΧΕ-532 ΣΕΙΡΑ Α/2025 2ος/2025  ΣΥΜΠΛΗΡΩΜΑΤΙΚΗ  ΑΠΟΔΟΣΗ ΣΤΟ ΔΗΜΟΣΙΟ ΚΑΙ ΕΦΚΑ ΚΡΑΤΗΣΕΩΝ ΑΠΟ ΜΑΚΡΟΧΡΟΝΙΑ ΑΝΕΡΓΟΥΣ ΤΟΥ ΟΑΕΔ,,,,no sponsor block
9Δ9Φ46904Κ-ΙΑΓ,2025-04-08,ΧΕ-531 ΣΕΙΡΑ Α/2025 2ος/2025   ΑΠΟΔΟΣΗ ΣΤΟ ΔΗΜΟΣΙΟ ΚΑΙ ΕΦΚΑ ΚΡΑΤΗΣΕΩΝ ΑΠΟ ΜΑΚΡΟΧΡΟΝΙΑ ΑΝΕΡΓΟΥΣ ΤΟΥ ΟΑΕΔ,,,,no sponsor block
ΡΨΝ946904Κ-Γ52,2025-04-08,ΧΕ-530 ΣΕΙΡΑ Α/2025 2ος/2025  ΑΠΟΔΟΣΗ ΣΤΟ ΔΗΜΟΣΙΟ ΚΑΙ ΕΦΚΑ ΚΡΑΤΗΣΕΩΝ ΑΠΟ ΜΑΚΡΟΧΡΟΝΙΑ ΑΝΕΡΓΟΥΣ ΤΟΥ ΟΑΕΔ,,,,no sponsor block
