month,n_payments,total_eur
2021-08,189,634435.41
2021-09,332,1154848.5
2021-10,266,1853002.77
2021-11,407,2484687.07
2021-12,331,1363511.84
2022-02,124,447746.24
2022-03,154,655614.05
2022-04,248,1137056.48
2022-05,363,1097776.75
2022-06,179,1123812.18
2022-07,261,838251.24
2022-08,25,49590.87
2022-09,58,340983.25
2022-10,124,964275.15
2022-11,460,2298898.47
2022-12,142,477211.23
2023-01,45,88979.64
2023-02,239,956691.43
2023-03,101,422335.68
2023-04,124,439326.6
2023-05,311,956225.25
2023-06,176,1606817.17
2023-07,645,3690836.91
2023-08,98,184351.95
2023-09,49,42754.51
2023-10,315,1611543.4
2023-11,131,645808.07
2023-12,1,862.44
2024-01,28,418685.9
2024-02,350,2613295.22
2024-03,247,1122286.1
2024-04,453,2263674.65
2024-05,257,1532303.52
2024-06,422,2731448.39
2024-07,67,195937.27
2024-08,208,1060660.24
2024-09,129,268134.65
2024-10,420,2919382.71
2024-11,464,3393011.9
2024-12,46,114534.72
2025-01,1,2000.0
2025-02,136,1075088.2
2025-03,171,732883.04
2025-04,216,948882.53
2025-05,248,1303460.05
2025-06,200,1474072.85
2025-07,209,851776.07
2025-08,276,1563500.7
2025-09,59,238448.88
2025-10,225,1067591.1
2025-11,462,4951390.7
2025-12,413,2624944.82
2026-01,9,13567.7
2026-02,171,1114476.83
2026-03,274,2231223.19
2026-04,161,1172367.53
2026-05,290,1971131.78
2026-06,411,2908941.54
2026-07,54,304720.13
