month,n_payments,total_eur
2023-05,222,9678096.82
2023-06,281,6041189.09
2023-07,426,10253674.5
2023-08,203,1627500.57
2023-09,168,3725193.3
2023-10,311,3381354.88
2023-11,410,8644307.09
2023-12,394,11989680.07
2024-01,30,221446.66
2024-02,479,16319947.07
2024-03,263,5602291.86
2024-04,654,10031884.96
2024-05,426,5578162.19
2024-06,526,7465618.01
2024-07,420,7263448.17
2024-08,215,3499057.41
2024-09,275,4054037.64
2024-10,531,3866339.24
2024-11,221,3518569.82
2024-12,271,8309920.07
2025-01,79,976460.95
2025-02,281,2253743.52
2025-03,258,3137756.8
2025-04,270,5394212.61
2025-05,342,4862039.19
2025-06,482,6200697.63
2025-07,348,3907384.32
2025-08,196,6092038.17
2025-09,520,6759935.49
2025-10,369,3076433.44
2025-11,375,9053254.59
2025-12,454,7638699.12
2026-01,181,2545293.73
2026-02,533,4902454.41
2026-03,558,5737018.93
2026-04,347,5546660.08
2026-05,552,6031130.04
2026-06,348,4624150.69
2026-07,565,6258040.55
2026-08,171,1144899.43
