ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
64Μ54690Β7-ΡΤ4,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.3ΜΗΝΟ ΕΠΙΚΟΥΡΙΚΟ COVID (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΩΘΘΙ4690Β7-ΡΣΓ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΕΙΔΙΚΕΥΟΜ.ΝΟΣΗΛ.COVID (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΨΘΟ24690Β7-ΒΕ8,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΝΟΣΗΛ.ΕΠΙΚΟΥΡΙΚΟ ΠΡΟΣ.COVID (ΥΠ) 11/21,,,,no sponsor block
6Μ9Ρ4690Β7-ΒΣΑ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΛΟΙΠΟ ΕΠΙΚΟΥΡ.ΠΡΟΣ.COVID (ΥΠ.ΥΓ) 11/21,,,,no sponsor block
ΨΓΤΜ4690Β7-Θ4Ω,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.3ΜΗΝΟ ΕΠΙΚ.ΤΕΧΝ.ΠΡΟΣ COVID(ΥΠ.ΥΓ.)11/21,,,,no sponsor block
ΨΤ1Ρ4690Β7-ΚΔΩ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.3Μ. ΕΠΙΚ.ΝΟΣΗΛ.ΠΡΟΣ COVI (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
6ΞΤΛ4690Β7-ΛΚΥ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΠΡΟΣΩΠΙΚΟ ΚΑΘΑΡΙΟΤΗΤΑΣ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
Ψ0Ψ84690Β7-6ΒΦ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΠΡΟΣΩΠΙΚΟ ΕΣΤΙΑΣΗΣ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
67ΙΨ4690Β7-0Ω0,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ. ΙΔΟΧ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΩΜΤΩ4690Β7-7ΒΡ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΙΔΑΧ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
62Ε54690Β7-Σ2Φ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΕΙΔΙΚΩΝ ΘΕΣΕΩΝ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΨΥΣΔ4690Β7-Τ90,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΒΟΗΘΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΨΘΨΝ4690Β7-0ΛΥ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΤΕΧΝΙΚΟ ΠΡΟΣΩΠΙΚΟ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΩΗΝΖ4690Β7-ΒΓ7,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΝΟΣΗΛΕΥΤΙΚΟ ΠΡΟΣΩΠΙΚΟ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΨΝΑΒ4690Β7-65Ζ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
Ψ7ΒΩ4690Β7-2ΘΟ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ. ΑΚΤΙΝΟΦΥΣΙΚΟΣ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΩΥ6Ξ4690Β7-1ΡΞ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΨΥΧΟΛΟΓΟΙ (ΥΠ.ΥΓ) 10/21,,,,no sponsor block
ΩΗΘΓ4690Β7-ΙΚΥ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΕΙΔΙΚΕΥΟΜΕΝΟΙ ΝΟΣΗΛ.COVID (ΥΠ.ΥΓ.)10/21,,,,no sponsor block
ΩΗΔΚ4690Β7-0ΡΑ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΝΟΣΗΛΕΥΤΙΚΟ ΠΡΟΣ.COVID (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΨΛΗ34690Β7-ΡΤ6,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΛΟΙΠ ΕΠΙΚΟΥΡ. ΠΡΟΣ.COVID (ΥΠ.ΥΓ) 10/21,,,,no sponsor block
ΨΩ0Λ4690Β7-ΦΜΛ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΠΡΟΣ.ΚΑΘΑΡΙΟΤΗΤΑΣ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
637Β4690Β7-27Λ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΠΡΟΣΩΠΙΚΟ ΕΣΤΙΑΣΗΣ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΨΕΕΔ4690Β7-2ΨΛ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ. ΙΔΟΧ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
Ψ6ΡΔ4690Β7-6ΞΤ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΙΔΑΧ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΨΝΧ04690Β7-ΞΚΙ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΕΙΔΙΚΩΝ ΘΕΣΕΩΝ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
6Π6Ζ4690Β7-Β5Σ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΤΕΧΝΙΚΟ ΠΡΟΣΩΠΙΚΟ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΩΧ5Θ4690Β7-ΧΘ4,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΒΟΗΘΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΨΡ2Ξ4690Β7-Δ2Ψ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ. ΝΟΣΗΛΕΥΤΙΚΟ ΠΡΟΣ.(ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
ΨΔΤΙ4690Β7-ΚΒΗ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ. ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ (ΥΠ.ΥΓ.) 10/21,,,,no sponsor block
Ω82Μ4690Β7-Α7Ω,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ. ΑΚΤΙΝΟΦΥΣΙΚΟΣ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΨΨΧΖ4690Β7-0ΝΒ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ. ΨΥΧΟΛΟΓΟΙ (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
ΩΤ1Ν4690Β7-ΠΚΟ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔΟΧ. ΙΑΤΡΟΥ ΣΙΔΗΡΟΠΟΥΛΟΣ 11/2021 (ΥΠ.ΥΓ.),,,,no sponsor block
Ψ5ΟΥ4690Β7-ΘΓΝ,2021-12-23,ΠΡΟΣΘ.ΑΠΟΔ.ΕΙΔΙΚΕΥΟΜ. ΙΑΤΡΟΙ COVID (ΥΠ.ΥΓ.) 11/21,,,,no sponsor block
