ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΕΖΔ46906Ρ-8ΧΙ,2021-12-27,ΕΞΟΦΛΗΣΗ ΝΟVA 12oς2021,,,,no sponsor block
Ψ7ΜΗ46906Ρ-ΙΤΘ,2021-12-27,ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΗΝ ΕΑΠ- ΤΑΚΤΙΚΩΝ  ΑΠΟΔΟΧΩΝ  -.ΠΑΝ/ΚΩΝ ΙΑΤΡΩΝ (ΔΙΟΡΙΣΜΕΝΟΙ ΜΕΤΑ 2011)  ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
ΨΨΘΟ46906Ρ-3ΣΜ,2021-12-27,ΑΠΟΔOΣΗ ΥΠΕΡ ΕΟΠΥΥ ΕΡΓΟΔ.ΕΙΣΦΟΡΩΝ  ΠΑΝ/ΚΩΝ  ΙΑΤΡΩΝ ( ΔΙΟΡΙΣΜΕΝΟΙ ΜΕΤΑ 2011) ΓΙΑ ΚΑΤΑΒΟΛΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
ΩΓ5Τ46906Ρ-Ψ6Μ,2021-12-27,ΑΠΟΔOΣΗ ΥΠΕΡ ΕΤΕΑΕΠ ΕΡΓΟΔ.ΕΙΣΦΟΡΩΝ  ΠΑΝ/ΚΩΝ  ΙΑΤΡΩΝ ( ΔΙΟΡΙΣΜΕΝΟΙ ΜΕΤΑ 2011)  ΓΙΑ ΚΑΤΑΒΟΛΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
60Ω746906Ρ-ΞΗΞ,2021-12-27,ΑΠΟΔOΣΗ ΥΠΕΡ ΕΦΚΑ ΕΡΓΟΔ.ΕΙΣΦΟΡΩΝ  ΠΑΝ/ΚΩΝ  ΙΑΤΡΩΝ ( ΔΙΟΡΙΣΜΕΝΟΙ ΜΕΤΑ 2011) ΓΙΑ  ΚΑΤΑΒΟΛΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
64Ι846906Ρ-ΦΞΑ,2021-12-27,ΑΠΟΔOΣΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ  ΠΑΝ/ΚΟΙ ΙΑΤΡΟΙ ( ΔΙΟΡΙΣΜΕΝΟΙ ΜΕΤΑ 2011)  ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
ΩΣ5Δ46906Ρ-Ξ5Ε,2021-12-27,ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΗΝ ΕΑΠ- ΤΑΚΤΙΚΩΝ  ΑΠΟΔΟΧΩΝ  -ΠΑΝ/ΚΩΝ ΙΑΤΡΩΝ (ΔΙΟΡΙΣΜΕΝΟΙ ΕΩΣ 31-12-2010)  ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
ΩΧΖΑ46906Ρ-Φ4Δ,2021-12-27,ΑΠΟΔOΣΗ ΥΠΕΡ ΕΟΠΥΥ ΕΡΓΟΔ.ΕΙΣΦΟΡΩΝ  ΠΑΝ/ΚΩΝ  ΙΑΤΡΩΝ ( ΔΙΟΡΙΣΜΕΝΟΙ ΕΩΣ 31-12-2010) ΓΙΑ ΚΑΤΑΒΟΛΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
6Λ3446906Ρ-ΛΟΝ,2021-12-27,ΑΠΟΔOΣΗ ΥΠΕΡ ΕΤΕΑΕΠ ΕΡΓΟΔ.ΕΙΣΦΟΡΩΝ  ΠΑΝ/ΚΩΝ  ΙΑΤΡΩΝ ( ΔΙΟΡΙΣΜΕΝΟΙ ΕΩΣ 31-12-2010)  ΓΙΑ ΚΑΤΑΒΟΛΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
65ΤΧ46906Ρ-ΔΜΙ,2021-12-27,ΑΠΟΔOΣΗ ΥΠΕΡ ΕΦΚΑ ΕΡΓΟΔ.ΕΙΣΦΟΡΩΝ  ΠΑΝ/ΚΩΝ  ΙΑΤΡΩΝ ( ΔΙΟΡΙΣΜΕΝΟΙ ΕΩΣ 31-12-2010) ΓΙΑ  ΚΑΤΑΒΟΛΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
ΩΖ9Ω46906Ρ-ΔΥΜ,2021-12-27,ΑΠΟΔOΣΗ ΤΑΚΤΙΚΩΝ ΑΠΟΔΟΧΩΝ  ΠΑΝ/ΚΩΝ ΙΑΤΡΩΝ ( ΔΙΟΡΙΣΜΕΝΟΙ ΕΩΣ 31-12-2010)  ΔΕΚΕΜΒΡΙΟΣ 2021,,,,no sponsor block
6ΟΤΝ46906Ρ-ΛΗΕ,2021-12-27,ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ ΣΤΗΝ ΕΑΠ -ΠΡΟΣΘΕΤΩΝ ΑΜΟΙΒΩΝ ΓΙΑ ΤΙΣ ΕΞΑΙΡΕΣΙΜΕΣ ΗΜΕΡΕΣ  ΕΠΟΧΙΚΟ ΠΡΟΣ/ΚΟ ΣΙΤΙΣΗΣ - ΣΟΧ ΜΕ ΣΥΜΒΑΣΗ ΕΡΓΑΣΙΑΣ ΙΔΟΧ  ( ΑΠΟ ΤΗΝ ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΓΡΑΦΗΣ ΤΗΣ ΣΥΜΒΑΣΗΣ  ΕΩΣ 2/4/2021)  ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
